,number,context,question,A,B,C,D,E,answer,context-images
0,3,"


Em 1879, cerca de cinco mil pessoas reuniram-se para solicitar a D. Pedro II a revogação de uma taxa de 20 réis, um vintém, sobre o transporte urbano. O vintém era a moeda de menor valor da época. A polícia não permitiu que a multidão se aproximasse do palácio. Ao grito de “Fora o vintém!”, os manifestantes espancaram condutores, esfaquearam mulas, viraram bondes e arrancaram trilhos. Um oficial ordenou fogo contra a multidão. As estatísticas de mortos e feridos são imprecisas, Muitos interesses se fundiram nessa revolta, de grandes e de políticos, de gente miúda e de simples cidadãos. Desmoralizado, o ministério caiu. Uma grande explosão social, detonada por um pobre vintém.

Disponível em: www.revistadehistoria.com.br. Acesso em: 4 abro 2014 (adaptado).



","

A leitura do trecho indica que a coibição violenta das manifestações representou uma tentativa de


",capturar os ativistas radicais.,proteger o patrimônio privado.,salvaguardar o espaço público.,conservar o exercício do poder.,sustentar o regime democrático.,D,
1,2,"


A Praça da Concórdia, antiga Praça Luís XV, é a maior praça pública de Paris. Inaugurada em 1763, tinha em seu centro uma estátua do rei. Situada ao longo do Sena, ela é a intersecção de dois eixos monumentais. Bem nesse cruzamento está o Obelisco de Luxor, decorado com hieróglifos que contam os reinados dos faraós Ramsés II e Ramsés 111. Em 1829, foi oferecido pelo vice-rei do Egito ao povo francês e, em 1836, instalado na praça diante de mais de 200 mil espectadores e da família real.

NOBLAT, R. Disponivel em: www.oglobo.com. Acesso em: 12 dez. 2012.



","

A constituição do espaço público da Praça da Concórdia ao longo dos anos manifesta o(a)


",lugar da memória na história nacional.,caráter espontâneo das festas populares.,lembrança da antiguidade da cultura local.,triunfo da nação sobre os países africanos.,declínio do regime de monarquia absolutista.,A,
2,1,"


Parecer CNE/CP no 3/2004, que instituiu as Diretrizes Curriculares Nacionais para a Educação das Relações Étnico-Raciais e para o Ensino de História e Cultura Afro-Brasileira e Africana. Procura-se oferecer uma resposta, entre outras, na área da educação, à demanda da população afrodescendente, no sentido de políticas de ações afirmativas. Propõe a divulgação e a produção de conhecimentos, a formação de atitudes, posturas que eduquem cidadãos orgulhosos de seu pertencimento étnico-racial — descendentes de africanos, povos indígenas, descendentes de europeus, de asiáticos — para interagirem na construção de uma nação democrática, em que todos igualmente tenham seus direitos garantidos.

BRASIL. Conselho Nacional de Educação. Disponível em: www.semesp.org.br. Acesso em: 21 nov. 2013 (adaptado).



","

A orientação adotada por esse parecer fundamenta uma política pública e associa o princípio da inclusão social a


",práticas de valorização identitária.,medidas de compensação econômica.,dispositivos de liberdade de expressão.,estratégias de qualificação profissional.,instrumentos de modernização jurídica.,A,
3,5,"


Compreende-se assim o alcance de uma reivindicação que surge desde o nascimento da cidade na Grécia antiga: a redação das leis. Ao escrevê-las, não se faz mais que assegurar-lhes permanência e fixidez. As leis tornam-se bem comum, regra geral, suscetível de ser aplicada a todos da mesma maneira.

VERNANT, J. P. As origens do pensamento grego. Rio de Janeiro: Bertrand Brasil, 1992 (adaptado).



","

Para o autor, a reivindicação atendida na Grécia antiga, ainda vigente no mundo contemporâneo, buscava garantir o seguinte princípio:


",Isonomia — igualdade de tratamento aos cidadãos.,Transparência — acesso às informações governamentais., Tripartição — separação entre os poderes políticos estatais.,Equiparação — igualdade de gênero na participação política.,Elegibilidade — permissão para candidatura aos cargos públicos.,A,
4,4,"


Existe uma cultura política que domina o sistema e é fundamental para entender o conservadorismo brasileiro. Há um argumento, partilhado pela direita e pela esquerda, de que a sociedade brasileira é conservadora. Isso legitimou o conservadorismo do sistema político: existiriam limites para transformar o país, porque a sociedade é conservadora, não aceita mudanças bruscas. Isso justifica o caráter vagaroso da redemocratização e da redistribuição da renda. Mas não é assim. A sociedade é muito mais avançada que o sistema político. Ele se mantém porque consegue convencer a sociedade de que é a expressão dela, de seu conservadorismo.

NOBRE, M. Dois ismos que não rimam. Disponível em: www.unicamp.br. Acesso em: 28 mar. 2014 (adaptado).



","

A característica do sistema político brasileiro, ressaltada no texto, obtém sua legitimidade da


",dispersão regional do poder econômico.,polarização acentuada da disputa partidária.,orientação radical dos movimentos populares.,condução eficiente das ações administrativas.,sustentação ideológica das desigualdades existentes.,E,
5,8,"


Uma norma só deve pretender validez quando todos os que possam ser concernidos por ela cheguem (ou possam chegar), enquanto participantes de um discurso prático, a um acordo quanto à validade dessa norma.

HABERMAS, J. Consciência moral e agir comunicativo. Rio de Janeiro: Tempo Brasileiro, 1989.



","

Segundo Habermas, a validez de uma norma deve ser estabelecida pelo(a):


","liberdade humana, que consagra a vontade.","razão comunicativa, que requer um consenso.","conhecimento filosófico, que expressa a verdade.","técnica científica, que aumento o poder do homem. ","poder político, que se concentra no sistema partidário.",B,
6,6,"


Panayiotis Zavos “quebrou” o último tabu da clonagem humana — transferiu embriões para o útero de mulheres, que os gerariam. Esse procedimento é crime em inúmeros países. Aparentemente, o médico possuía um laboratório secreto, no qual fazia seus experimentos. “Não tenho nenhuma dúvida de que uma criança clonada irá aparecer em breve. Posso não ser eu o médico que irá criá-la, mas vai acontecer”, declarou Zavos. “Se nos esforçarmos, podemos ter um bebê clonado daqui a um ano, ou dois, mas não sei se é o caso. Não sofremos pressão para entregar um bebê clonado ao mundo. Sofremos pressão para entregar um bebê clonado saudável ao mundo.”

CONNOR, S. Disponível em: www.independent.co.uk. Acesso em: 14 ago. 2012 (adaptado).



","

A clonagem humana é um importante assunto de reflexão no campo da bioética que, entre outras questões, dedica-se a:


",refletir sobre as relações entre o conhecimento da vida e os valores éticos do homem.,legitimar o predomínio da espécie humana sobre as demais espécies animais no planeta.,"relativizar, no caso da clonagem humana, o uso dos valores de certo e errado, de bem e mal.","legalizar, pelo uso das técnicas de clonagem, os processos de reprodução humana e animal.",fundamentar técnica e economicamente as pesquisas sobre células-tronco para uso em seres humanos.,A,
7,7,"


Quando é meio-dia nos Estados Unidos, o Sol, todo mundo sabe, está se deitando na França. Bastaria ir à França num minuto para assistir ao pôr do sol.

SAINT-EXUPÉRY, A. O Pequeno Príncipe. Rio de Janeiro: Agir, 1996.



","

A diferença espacial citada é causada por qual característica física da Terra?


",Achatamento de suas regiões polares.,Movimento em torno de seu próprio eixo.,Arredondamento de sua forma geométrica.,Variação periódica de sua distância do Sol.,Inclinação em relação ao seu plano de órbita.,B,
8,16,"


É o caráter radical do que se procura que exige a radicalização do próprio processo de busca. Se todo o espaço for ocupado pela dúvida, qualquer certeza que aparecer a partir daí terá sido de alguma forma gerada pela própria dúvida, e não será seguramente nenhuma daquelas que foram anteriormente varridas por essa mesma dúvida.

SILVA, F. L. Descartes: a metafísica da modernidade. São Paulo: Moderna, 2001 (adaptado).



","

Apesar de questionar os conceitos da tradição, a dúvida radical da filosofia cartesiana tem caráter positivo por contribuir para o (a):


",dissolução do saber científico.,recuperação dos antigos juízos.,exaltação do pensamento clássico.,surgimento do conhecimento inabalável.,fortalecimento dos preconceitos religiosos.,D,
9,15,"


Os dois principais rios que alimentavam o Mar de Aral, Amurdarya e Sydarya, mantiveram o nível e o volume do mar por muitos séculos. Entretanto, o projeto de estabelecer e expandir a produção de algodão irrigado aumentou a dependência de várias repúblicas da Ásia Central da irrigação e monocultura. O aumento da demanda resultou no desvio crescente de água para a irrigação, acarretando redução drástica do volume de tributários do Mar de Aral. Foi criado na Ásia Central um novo deserto, com mais de 5 milhões de hectares, como resultado da redução em volume.

TUNDISI, J. G. Água no século XXI: enfrentando a escassez. São Carlos: Rima, 2003.



","

A intensa interferência humana na região descrita provocou o surgimento de uma área desértica em decorrência da


",erosão.,salinização.,laterização.,compactação.,sedimentação.,B,
10,10,"


Estatuto da Frente Negra Brasileira (FNB) 
Art. 1.o – Fica fundada nesta cidade de São Paulo, para se irradiar por todo o Brasil, a Frente Negra Brasileira, união política e social da Gente Negra Nacional, para a afirmação dos direitos históricos da mesma, em virtude da sua atividade material e moral no passado e para reivindicação de seus direitos sociais e políticos, atuais, na Comunhão Brasileira.

Diário Oficial do Estado de São Paulo. 4 novo 1931.



","

Quando foi fechada pela ditadura do Estado Novo, em 1937, a FNB caracterizava-se como uma organização


","política, engajada na luta por direitos sociais para a população negra no Brasil.","beneficente, dedicada ao auxílio dos negros pobres brasileiros depois da abolição.","paramilitar, voltada para o alistamento de negros na luta contra as oligarquias regionais.","democrático-liberal, envolvida na Revolução Constitucionalista conduzida a partir de São Paulo.","internacionalista, ligada à exaltação da identidade das populações africanas em situação de diáspora.",A,
