,number,context,question,A,B,C,D,E,answer,context-images
0,52,"


A quem não basta pouco, nada basta.

EPICURO. Os pensadores. São Paulo: Abril Cultural, 1985.



","

Remanescente do período helenístico, a máxima apresentada valoriza a seguinte virtude:


","Esperança, tida como confiança no porvir.","Justiça, interpretada como retidão de caráter.","Temperança, marcada pelo domínio da vontade.","Coragem, definida como fortitude na dificuldade.","Prudência, caracterizada pelo correto uso da razão.",C,
1,51,"


O marco inicial das discussões parlamentares em torno do direito do voto feminino são os debates que antecederam a Constituição de 1824, que não
trazia qualquer impedimento ao exercício dos direitos políticos por mulheres, mas, por outro lado, também não era explícita quanto à possibilidade desse exercício. Foi somente em 1932, dois anos antes de estabelecido o voto aos 18 anos, que as mulheres obtiveram o direito de votar, o que veio a se concretizar
no ano seguinte. Isso ocorreu a partir da aprovação do Código Eleitoral de 1932.

Disponível em: http://tse.jusbrasil.com.br. Acesso em: 14 maio 2018.



","

Um dos fatores que contribuíram para a efetivação da medida mencionada no texto foi a


",superação da cultura patriarcal.,influência de igrejas protestantes.,pressão do governo revolucionário.,fragilidade das oligarquias regionais.,campanha de extensão da cidadania.,E,
2,46,"


Os portos sempre foram respostas ao comércio praticado em grande volume, que se dá via marítima, lacustre e fluvial, e sofreram adaptações, ou modernizações, de acordo com um conjunto de fatores que vão desde a sua localização privilegiada frente a extensas hinterlândias, passando por sua conectividade
com modernas redes de transportes que garantam acessibilidade, associados, no atual momento, à tecnologia, que os transformam em pontas de lança de uma economia globalizada que comprime o tempo em nome da produtividade e da competitividade.

ROCHA NETO, J. M.; CRAVIDÃO, F. D. Portos no contexto do meio técnico. Mercator, n. 2, maio-ago. 2014 (adaptado)



","

Uma mudança que permitiu aos portos adequarem-se às novas necessidades comerciais apontadas no texto foi a


",intensificação do uso de contêineres.,compactação das áreas de estocagem.,burocratização dos serviços de alfândega.,redução da profundidade dos atracadouros.,superação da especialização dos cargueiros.,A,
3,50,"


A presunção de que a superfície das chapadas e chapadões representa uma velha peneplanície é corroborada pelo fato de que ela é coberta por acumulações
superficiais, tais como massas de areia, camadas de cascalhos e seixos e pela ocorrência generalizada de concreções ferruginosas que formam uma crosta laterítica, denominada “canga”.

WEIBEL, L. Disponível em: http://biblioteca.ibge.gov.br. Acesso em: 8jul. 2015 (adaptado).



","

Qual tipo climático favorece o processo de alteração do solo descrito no texto?


"," Árido, com déficit hídrico.","Subtropical, com baixas temperaturas.","Temperado, com invernos frios e secos.","Tropical, com sazonalidade das chuvas."," Equatorial, com pluviosidade abundante.",D,
4,47,"


O século XVIII é, por diversas razões, um século diferenciado. Razão e experimentação se aliavam no que se acreditava ser o verdadeiro caminho para o estabelecimento do conhecimento científico, por tanto tempo almejado. O fato, a análise e a indução passavam a ser parceiros fundamentais da razão. É ainda no século XVIII que o homem começa a tomar consciência de sua situação na história.

ODALIA, N. In: PINSKY, J.; PINSKY, C. B. História da cidadania. São Paulo: Contexto, 2003.



","

No ambiente cultural do Antigo Regime, a discussão filosófica mencionada no texto tinha como uma de suas características a


",aproximação entre inovação e saberes antigos.,conciliação entre revelação e metafísica platônica.,vinculação entre escolástica e práticas de pesquisa. ,separação entre teologia e fundamentalismo religioso. ,contraposição entre clericalismo e liberdade de pensamento.,E,
5,54,"


TEXTO I
As fronteiras, ao mesmo tempo que se separam, unem e articulam, por elas passando discursos de legitimação da ordem social tanto quanto do conflito.

CUNHA, L. Terras lusitanas e gentes dos brasis: a nação e o seu retrato literário.
Revista Ciências Sociais, n. 2, 2009.





TEXTO II
As últimas barreiras ao livre movimento do dinheiro e das mercadorias e informação que rendem dinheiro andam de mãos dadas com a pressão para cavar novos fossos e erigir novas muralhas que barrem o movimento daqueles que em consequência perdem, física ou espiritualmente, suas raízes.

BAUMAN, Z. Globalização: as consequências humanas. Rio de Janeiro: Jorge Zahar, 1999.



","

A ressignificação contemporânea da ideia de fronteira compreende a


",liberação da circulação de pessoas.,preponderância dos limites naturais.,supressão dos obstáculos aduaneiros.,desvalorização da noção de nacionalismo.,seletividade dos mecanismos segregadores.,E,
6,53,"


Em algumas línguas de Moçambique não existe a palavra “pobre”. O indivíduo é pobre quando não tem parentes. A pobreza é a solidão, a ruptura das relações familiares que, na sociedade rural, servem de apoio à sobrevivência. Os consultores internacionais, especialistas em elaborar relatórios sobre a miséria, talvez não tenham em conta o impacto dramático da destruição dos laços familiares e das relações de entreajuda. Nações inteiras estão tornando-se “órfãs”, e a mendicidade parece ser a única via de uma agonizante sobrevivência.

COUTO, M. E se Obama fosse africano? & outras intervenções. Portugal: Caminho, 2009 (adaptado).



","

Em uma leitura que extrapola a esfera econômica, o autor associa o acirramento da pobreza à


",afirmação das origens ancestrais.,fragilização das redes de sociabilidade.,padronização das políticas educacionais.,fragmentação das propriedades agrícolas.,globalização das tecnologias de comunicação.,B,
7,56,"


Não é verdade que estão ainda cheios de velhice espiritual aqueles que nos dizem: “Que fazia Deus antes de criar o céu e a terra? Se estava ocioso e nada realizava”, dizem eles, “por que não ficou sempre assim no decurso dos séculos, abstendo-se, como antes, de toda ação? Se existiu em Deus um novo movimento, uma vontade nova para dar o ser a criaturas que nunca antes criara, como pode haver verdadeira eternidade, se n’Ele aparece uma vontade que antes não existia?”

AGOSTINHO. Confissões. São Paulo: Abril Cuitural, 1984.



","

A questão da eternidade, tal como abordada pelo autor, é um exemplo da reflexão filosófica sobre a(s)


",essência da ética cristã.,natureza universal da tradição.,certezas inabaláveis da experiência.,abrangência da compreensão humana.,interpretações da realidade circundante.,D,
8,49,"


O encontro entre o Velho e o Novo Mundo, que a descoberta de Colombo tornou possível, é de um tipo muito particular: é uma guerra – ou a Conquista -, como se dizia então. E um mistério continua: o resultado do combate. Por que a vitória fulgurante, se os habitantes da América eram tão superiores em número aos adversários e lutaram no próprio solo? Se nos limitarmos à conquista do México – a mais espetacular, já que a civilização mexicana é a mais brilhante do mundo pré-colombiano – como explicar que Cortez, liderando centenas de homens, tenha conseguido tomar o reino de Montezuma, que dispunha de centenas de milhares de guerreiros?

TODOROV, T. A conquista da América. São Paulo: Martins Fontes, 1991 (adaptado)



","

No contexto da conquista, conforme análise apresentada no texto, uma estratégia para superar as disparidades
levantadas foi


",implantar as missões cristãs entre as comunidades submetidas.,utilizar a superioridade física dos mercenários africanos.,explorar as rivalidades existentes entre os povos nativos., introduzir vetores para a disseminação de doenças epidêmicas.,comprar terras para o enfraquecimento das teocracias autóctones.,C,
9,17,"










Fotografia: LUCAS HALLEL. Disponível em: www.fiickr.com. Acesso em: 16 abr. 2018 (adaptado)



","

O grupo O Teatro Mágico apresenta composições autorais que têm referências estéticas do rock, do pop e da música folclórica brasileira. A originalidade dos seus shows tem relação com a ópera europeia do século XIX a partir da


",disposição cênica dos artistas no espaço teatral.,integração de diversas linguagens artísticas.,sobreposição entre música e texto literário.,manutenção de um diálogo com o público.,adoção de um enredo como fio condutor.,B,enem-data/enem-2018/17-images/context_img_0.png
