,number,context,question,A,B,C,D,E,answer,context-images
0,1,"


¿Qué es la X Solidaria?

La X Solidaria es una equis que ayuda a las personas más vulnerables. Podrás marcarla cuando hagas la declaración de la renta. Es la casilla que se denomina
“Fines Sociales”. Nosotros preferimos llamarla X Solidaria:

porque al marcada haces que se destine un 0,7 de tus impuestos a programas sociales que realizan las ONG.
porque se benefician los colectivos más desfavorecidos, sin ningún coste económico para ti.
porque NO marcarla es tomar una actitud pasiva, y dejar que sea el Estado quien decida el destino de esa parte de tus impuestos.
porque marcándola te conviertes en contribuyente activo solidario.


Disponível em: http://xsolidaria.org. Acesso em: 20 fev. 2012 (adaptado).



","

As ações solidárias contribuem para o enfrentamento de problemas sociais. No texto, a ação solidária ocorre quando o contribuinte


",delega ao governo o destino de seus impostos.,escolhe projetos que terão isenção de impostos.,destina parte de seus impostos para custeio de programas sociais.,determina a criação de impostos para implantação de projetos sociais.,seleciona vários programas para beneficiar cidadãos vulneráveis socialmente.,C,
1,9,"


A imagem da negra e do negro em produtos de
beleza e a estética do racismo
Resumo: Este artigo tem por finalidade discutir a representação da população negra, especialmente da mulher negra, em imagens de produtos de beleza presentes em comércios do nordeste goiano. Evidencia-se que a presença de estereótipos negativos nessas imagens dissemina um imaginário racista apresentado sob a forma de uma estética racista que camufla a exclusão e normaliza a inferiorização sofrida pelos(as) negros(as) na sociedade brasileira. A análise do material imagético aponta a desvalorização estética do negro,
especialmente da mulher negra, e a idealização da beleza e do branqueamento a serem alcançados por meio do uso dos produtos apresentados. O discurso midiático-publicitário dos produtos de beleza rememora e legitima a prática de uma ética racista construída e atuante no cotidiano. Frente a essa discussão, sugere-se que o trabalho antirracismo, feito nos diversos espaços sociais, considere o uso de estratégias para uma “descolonização estética” que empodere os sujeitos negros por meio de sua valorização estética e protagonismo na construção de uma ética da diversidade.
Palavras-chave: Estética, racismo, mídia, educação, diversidade.

SANT’ANA, J. A imagem da negra e do negro em produtos de beleza e a estética do racismo. Dossiê: trabalho e educação básica. Margens Interdisciplinar.
Versão digital. Abaetetuba, n.16,jun. 2017 (adaptado).



","

O cumprimento da função referencial da linguagem é uma marca característica do gênero resumo de artigo acadêmico. Na estrutura desse texto, essa função é estabelecida pela


","impessoalidade, na organização da objetividade das informações, como em “Este artigo tem por finalidade” e “Evidencia-se”.","seleção lexical, no desenvolvimento sequencial do texto, como em “imaginário racista” e “estética do negro”.","metaforização, relativa à construção dos sentidos figurados, como nas expressões “descolonização estética” e “discurso midiático-publicitário”.","nominalização, produzida por meio de processos derivacionais na formação de palavras, como “inferiorização” e “desvalorização”.","adjetivação, organizada para criar uma terminologia antirracista, como em “ética da diversidade” e “descolonização estética”.",A,
2,11,"


Tanto os Jogos Olímpicos quanto os Paralímpicos são mais que uma corrida por recordes, medalhas e busca da excelência. Por trás deles está a filosofia do barão
Pierre de Coubertin, fundador do Movimento Olímpico. Como educador, ele viu nos Jogos a oportunidade para que os povos desenvolvessem valores, que poderiam ser aplicados não somente ao esporte, mas à educação e à sociedade. Existem atualmente sete valores associados aos Jogos. Os valores olímpicos são: a amizade, a excelência e o respeito, enquanto os valores paralímpicos são: a determinação, a coragem, a igualdade e a inspiração.

MIRAGAYA, A. Valores para toda a vida. Disponível em: ww.esporteessencial.com.br. Acesso em: 9 ago. 2017 (adaptado).



","

No contexto das aulas de Educação Física escolar, os valores olímpicos e paralímpicos podem ser identificados
quando o colega


","procura entender o próximo, assumindo atitudes positivas como simpatia, empatia, honestidade, compaixão, confiança e solidariedade, o que caracteriza o valor da igualdade.","faz com que todos possam ser iguais e receber o mesmo tratamento, assegurando imparcialidade, oportunidades e tratamentos iguais para todos, o que caracteriza o valor da amizade.","dá o melhor de si na vivência das diversas atividades relacionadas ao esporte ou aos jogos, participando e progredindo de acordo com seus objetivos, o que caracteriza o valor da coragem.","manifesta a habilidade de enfrentar a dor, o sofrimento, o medo, a incerteza e a intimidação nas atividades, agindo corretamente contra a vergonha, a desonra e o desânimo, o que caracteriza o valor da determinação. ","inclui em suas ações o fair play (jogo limpo), a honestidade, o sentimento positivo de consideração por outra pessoa, o conhecimento dos seus limites, a valorização de sua própria saúde e o combate ao doping, o que caracteriza o valor do respeito.",E,
3,2,"


Lava Mae: Creating Showers on Wheels for the Homeless
San Francisco, according to recent city numbers, has 4,300 people living on the streets. Among the many problems the homeless face is little or no access to showers.  San Francisco only has about 16 to 20 shower stalls to accommodate them. But Doniece Sandoval has made it her mission to change that. The 51 -year-old former marketing executive started Lava Mae, a sort of showers on wheels, a new
project that aims to turn decommissioned city buses into shower stations for the homeless. Each bus will have two shower stations and Sandoval expects that they’ll be able to provide 2,000 showers a week.

ANDREANO, C. Disponível em: http://abcnews.go. Acesso em: 26 jun, 2018 (adaptado)



","

A relação dos vocábulos shower, bus e homeless, no texto, refere-se a


",empregar moradores de rua em lava a jatos para ônibus.,criar acesso a banhos gratuitos para moradores de rua.,comissionar sem-teto para dirigir os ônibus da cidade.,exigir das autoridades que os ônibus municipais tenham banheiros.,abrigar dois mil moradores de rua em ônibus que foram adaptados.,B,
4,5,"


                                    Revolución en la arquitectura china
Levantar rascacielos en 19 días
Un rascacielos de 57 pisos no llama la atención en la China del siglo XXI. Salvo que se haya construido en 19 días, claro. Y eso es precisamente lo que ha  conseguido Broad Sustainable Building (BSB), una empresa dedicada a la fabricación de purificadores de aire y de equipos de aire acondicionado para grandes infraestructuras que ahora se ha empeñado en liderar una revolución con su propio modelo de arquitectura modular prefabricada. Como subraya su presidente, Zhang Yue, es una fórmula económica, ecológica segura, y limpia. Ese último término, además, lo utiliza tanto para referirse al polvo que se produce en la construcción como a los gruesos sobres que suelen circular por debajo de las mesas en adjudicaciones y permisos varios. “Quiero que nuestros edificios alumbren una nueva era en la arquitectura, y que se conviertan en
símbolo de la lucha contra la contaminación y el cambio climático, que es la mayor amenaza a la que se enfrenta la humanidad”, sentencia.
“Es como montar un Lego. Apenas hay subcontratación, lo cual ayuda a mantener un costo bajo y un control de calidad estricto, y nos permite eliminar
también la corrupción inherente al sector”, explica la vicepresidenta de BSB y responsable del mercado internacional, Jiang Yan.

Disponível em: http://tecnologia.elpais.com. Acesso em: 23 jun. 2015 (adaptado).



","

No texto, alguns dos benefícios de se utilizar estruturas pré-moldadas na construção de altos edifícios estão expressos por meio da palavra limpia. Essa expressão indica que, além de produzir menos resíduos, o uso desse tipo de estrutura


",reduz o contingente de mão de obra.,inibe a corrupção na construção civil.,facilita o controle da qualidade da obra.,apresenta um modelo arquitetônico conciso.,otimiza os custos da construção de edifícios.,B,
5,1,"










GLASBERGEN, R. Disponível em: www.glasbergen.com. Acesso em: 3 jul. 2015 (adaptado).



","

No cartum, a crítica está no fato de a sociedade exigir do adolescente que


",se aposente prematuramente.,amadureça precocemente.,estude aplicadamente.,se forme rapidamente.,ouça atentamente.,B,enem-data/enem-2018/1-images/context_img_0.png
6,6,"


Ó Pátria amada,
Idolatrada,
Salve! Salve!
Brasil, de amor eterno seja símbolo
O lábaro que ostentas estrelado,
E diga o verde-louro dessa flâmula
— “Paz no futuro e glória no passado.”
Mas, se ergues da justiça a clava forte,
Verás que um filho teu não foge à luta,
Nem teme, quem te adora, a própria morte.
Terra adorada,
Entre outras mil,
És tu, Brasil,
Ó Pátria amada!
Dos filhos deste solo és mãe gentil,
Pátria amada, Brasil!

Hino Nacional do Brasil. Letra: Joaquim Osório Duque Estrada.
Música: Francisco Manuel da Silva (fragmento).



","

o uso da norma-padrão na letra do Hino Nacional do Brasil é justificado por tratar-se de um(a)


",reverência de um povo a seu país.,gênero solene de característica protocolar.,canção concebida sem interferência da oralidade.,escrita de uma fase mais antiga da língua portuguesa. ,artefato cultural respeitado por todo o povo brasileiro.,B,
7,8,"


O trabalho não era penoso: colar rótulos, meter vidros em caixas, etiquetá-las, selá-las, envolvê-las em papel celofane, branco, verde, azul, conforme o produto, separá-las em dúzias… Era fastidioso. Para passar mais rapidamente as oito horas havia o remédio: conversar. Era proibido, mas quem ia atrás de proibições? O patrão vinha? Vinha o encarregado do serviço? Calavam o bico, aplicavam-se ao trabalho. Mal viravam as costas, voltavam a taramelar. As mãos não paravam, as línguas não paravam. Nessas conversas intermináveis, de linguagem solta e assuntos crus, Leniza se completou. Isabela, Afonsina, Idália, Jurete, Deolinda – foram mestras. O mundo acabou de se desvendar. Leniza perdeu o tom ingênuo que ainda podia ter. Ganhou um jogar de corpo que convida, um quebrar de olhos que promete tudo, à toa, gratuitamente. Modificou-se o timbre de sua voz. Ficou mais quente. A própria inteligência se transformou.
Tornou-se mais aguda, mais trepidante

REBELO, M. A estrela sobe. Rio de Janeiro: José Olympio, 2009.



","

O romance, de 1939, traz à cena tipos e situações que espelham o Rio de Janeiro daquela década. No fragmento, o narrador delineia esse contexto centrado no


",julgamento da mulher fora do espaço doméstico.,relato sobre as condições de trabalho no Estado Novo. ,destaque a grupos populares na condição de protagonistas,processo de inclusão do palavrão nos hábitos de linguagem.,vínculo entre as transformações urbanas e os papéis femininos.,E,
8,2,"


Mayo
15
Que mañana no sea otro nombre de hoy
En el año 2011, miles de jóvenes, despojados de sus casas y de sus empleos, ocuparon las plazas y las calles de varias ciudades de España.
Y la indignación se difundió. La buena salud resultó más contagiosa que las pestes, y las voces de los indignados atravesaron las fronteras dibujadas en los mapas. Así resonaron en el mundo:
Nos dijeron “¡a la puta calle!”, y aquí estamos.
Apaga la tele y enciende la calle.
La llaman crisis, pero es estafa.
No falta dinero: sobran ladrones.
Los mercados gobiernan. Yo no los voté.
Ellos toman decisiones por nosotros, sin nosotros.
Se alquila esclavo económico.
Estoy buscando mis derechos. ¿Alguien los ha visto?
Si no nos dejan soñar, no los dejaremos dormir

GALEANO, E. Los hijos de los dias. Buenos Aires: Siglo Veintiuno, 2012.



","

Ao elencar algumas frases proferidas durante protestos na Espanha, o enunciador transcreve, de forma direta, as
reivindicações dos manifestantes para


",provocá-los de forma velada.,dar voz ao movimento popular.,fomentar o engajamento do leitor.,favorecer o diálogo entre governo e sociedade.,instaurar dúvidas sobre a legitimidade da causa.,B,
9,5,"


‘Is it your opinion, Winston, that the past has real
existence?’ […] O’Brien smiled faintly. ‘I will put it more
precisely. Does the past exist concretely, in space? Is
there somewhere or other a place, a world of solid objects,
where the past is still happening?’
‘No.’
‘Then where does the past exist, if at all?’
‘In records. It is written down.’
‘In records. And — —?’
‘In the mind. In human memories.’
‘In memory. Very well, then. We, the Party, control all
records, and we control all memories. Then we control the
past, do we not?’

ORWELL, G. Nineteen Eighty-Four. New York: Signet Classics, 1977.



","

O romance 1984 descreve os perigos de um Estado totalitário. A ideia evidenciada nessa passagem é que o controle do Estado se dá por meio do(a)


",boicote a ideais libertários.,veto ao culto das tradições.,poder sobre memórias e registros,censura a produções orais e escritas.,manipulação de pensamentos individuais.,C,
