,number,context,question,A,B,C,D,E,answer,context-images
0,93,"


Corredores ecológicos visam mitigar os efeitos da fragmentação dos ecossistemas promovendo a ligação entre diferentes áreas, com o objetivo de proporcionar o deslocamento de animais, a dispersão de sementes e o aumento da cobertura vegetal. São instituídos com base em informações como estudos sobre o deslocamento de espécies, sua área de vida (área necessária para o suprimento de suas necessidades vitais e reprodutivas) e a distribuição de suas populações.

Disponível em: www.mma.gov.br. Acesso em: 30 nov. 2017 (adaptado).



","

Nessa estratégia, a recuperação da biodiversidade é efetiva porque


", propicia o fluxo gênico.,intensifica o manejo de espécies.,amplia o processo de ocupação humana., aumenta o número de indivíduos nas populações.,favorece a formação de ilhas de proteção integral.,A,
1,92,"


A tecnologia de comunicação da etiqueta RFID (chamada de etiqueta inteligente) é usada há anos para rastrear gado, vagões de trem, bagagem aérea e carros nos pedágios. Um modelo mais barato dessas etiquetas pode funcionar sem baterias e é constituído por três componentes: um microprocessador de silício; uma bobina de metal, feita de cobre ou de alumínio, que é enrolada em um padrão circular; e um encapsulador, que é um material de vidro ou polímero envolvendo o microprocessador e a bobina. Na presença de um campo de radiofrequência gerado pelo leitor, a etiqueta transmite sinais. A distância de leitura é determinada pelo tamanho da bobina e pela potência da onda de rádio emitida pelo leitor.

Disponível em: http://eletronicos.hsw.uol.com.br. Acesso em: 27 fev. 2012 (adaptado)



","

A etiqueta funciona sem pilhas porque o campo


",elétrico da onda de rádio agita elétrons da bobina.,elétrico da onda de rádio cria uma tensão na bobina. ,magnético da onda de rádio induz corrente na bobina.,magnético da onda de rádio aquece os fios da bobina. ,magnético da onda de rádio diminui a ressonância no interior da bobina.,C,
2,103,"


Talvez você já tenha bebido suco usando dois canudinhos iguais. Entretanto, pode-se verificar que, se colocar um canudo imerso no suco e outro do lado de fora do líquido, fazendo a sucção simultaneamente em ambos, você terá dificuldade em bebê-lo.



","

Essa dificuldade ocorre porque o(a)


",força necessária para a sucção do ar e do suco simultaneamente dobra de valor,"densidade do ar é menor que a do suco, portanto, o volume de ar aspirado é muito maior que o volume de suco.","velocidade com que o suco sobe deve ser constante nos dois canudos, o que é impossível com um dos canudos de fora."," peso da coluna de suco é consideravelmente maior que o peso da coluna de ar, o que dificulta a sucção do líquido.",pressão no interior da boca assume praticamente o mesmo valor daquela que atua sobre o suco.,E,
3,91,"


Para serem absorvidos pelas células do intestino humano, os lipídios ingeridos precisam ser primeiramente emulsificados. Nessa etapa da digestão, torna-se necessária a ação dos ácidos biliares, visto que os lipídios apresentam uma natureza apoiar e são insolúveis em água.



","

Esses ácidos atuam no processo de modo a


",hidrolisar os lipídios.,agir como detergentes., tornar os lipídios anfifílicos.,promover a secreção de lipases.,estimular o trânsito intestinal dos lipídios.,B,
4,105,"


A polinização, que viabiliza o transporte do grão de pólen de uma planta até o estigma de outra, pode ser realizada biótica ou abioticamente. Nos processos abióticos, as plantas dependem de fatores como o vento e a água.



","

A estratégia evolutiva que resulta em polinização mais eficiente quando esta depende do vento é o(a)


",diminuição do cálice.,alongamento do ovário.,disponibilização do néctar.,intensificação da cor das pétalas.,aumento do número de estames.,E,
5,101,"


As abelhas utilizam a sinalização química para distinguir a abelha-rainha de uma operária, sendo capazes de reconhecer diferenças entre moléculas. A rainha produz o sinalizador químico conhecido como ácido 9-hidroxidec-2-enoico, enquanto as abelhas-operárias produzem ácido 10-hidroxidec-2-enoico.
Nós podemos distinguir as abelhas-operárias e rainhas
por sua aparência, mas, entre si, elas usam essa
sinalização química para perceber a diferença. Pode-se
dizer que veem por meio da química.

LE COUTEUR, R; BURRESON, J. Os botões de Napoleão: as 17 moléculas que mudaram a história. Rio de Janeiro: Jorge Zahar, 2006 (adaptado).



","

As moléculas dos sinalizadores químicos produzidas pelas abelhas rainha e operária possuem diferença na


",fórmula estrutural.,fórmula molecular.,identificação dos tipos de ligação.,contagem do número de carbonos.,identificaçáo dos grupos funcionais.,A,
6,99,"


Pesquisas demonstram que nanodispositivos baseados em movimentos de dimensões atômicas, induzidos por luz, poderão ter aplicações em tecnologias futuras, substituindo micromotores, sem a necessidade de componentes mecânicos. Exemplo de movimento molecular induzido pela luz pode ser observado pela flexão de uma lâmina delgada de silício, ligado a um polímero de azobenzeno e a um material suporte, em dois comprimentos de onda, conforme ilustrado na figura. Com a aplicação de luz ocorrem reações reversíveis da cadeia do polímero, que promovem o movimento observado:

TOMA, H. E. A nanotecnologia das moléculas. Química Nova na Escola, n.21, maio 2005 (adaptado).










","

O fenômeno de movimento molecular, promovido pela incidência de luz, decorre do(a)


","movimento vibracional dos átomos, que leva ao encurtamento e à relaxação das ligações ","isomerização das ligações N=N, sendo a forma cis do polímero mais compacta que a trans.","tautomerização das unidades monoméricas do polímero, que leva a um composto mais compacto. ",ressonância entre os elétrons π do grupo azo e os do anel aromático que encurta as ligações duplas.,"variação conformacional das ligações N=N, que resulta em estruturas com diferentes áreas de superfície.",B,enem-data/enem-2018/99-images/context_img_0.png
7,102,"


Insetos podem apresentar três tipos de desenvolvimento. Um deles, a holometabolia (desenvolvimento completo), é constituído pelas fases de ovo, larva, pupa e adulto sexualmente maduro, que ocupam diversos hábitats. Os insetos com holometabolia pertencem às ordens mais numerosas em termos de espécies conhecidas.



","

Esse tipo de desenvolvimento está relacionado a um maior número de espécies em razão da


","proteção na fase de pupa, favorecendo a sobrevivência de adultos férteis.","produção de muitos ovos, larvas e pupas, aumentando o número de adultos.","exploração de diferentes nichos, evitando a competição entre as fases da vida.","ingestão de alimentos em todas as fases de vida, garantindo o surgimento do adulto.","utilização do mesmo alimento em todas as fases, otimizando a nutrição do organismo.",C,
8,98,"


Um projetista deseja construir um brinquedo que lance um pequeno cubo ao longo de um trilho horizontal, e o dispositivo precisa oferecer a opção de mudar a velocidade de lançamento. Para isso, ele utiliza uma mola e um trilho onde o atrito pode ser desprezado, conforme a figura.










","

Para que a velocidade de lançamento do cubo seja aumentada quatro vezes, o projetista deve


",manter a mesma mola e aumentar duas vezes a sua deformação.,manter a mesma mola e aumentar quatro vezes a sua deformação.,manter a mesma mola e aumentar dezesseis vezes a sua deformação.,trocar a mola por outra de constante elástica duas vezes maior e manter a deformação.,trocar a mola por outra de constante elástica quatro vezes maior e manter a deformação.,B,enem-data/enem-2018/98-images/context_img_0.png
9,100,"


O carro flex é uma realidade no Brasil. Estes veículos estão equipados com motor que tem a capacidade de funcionar com mais de um tipo de combustível. No entanto, as pessoas que têm esse tipo de veículo, na hora
do abastecimento, têm sempre a dúvida: álcool ou gasolina? Para avaliar o consumo desses combustíveis, realizou-se um percurso com um veículo flex, consumindo 40 itros de gasolina e no percurso de volta utilizou-se etanol.
Foi considerado o mesmo consumo de energia tanto no percurso de ida quanto no de volta.
O quadro resume alguns dados aproximados sobre esses combustíveis.










","

O volume de etanol combustível, em litro, consumido no percurso de volta é mais próximo de


",27. ,32.,37.,58.,67.,D,enem-data/enem-2018/100-images/context_img_0.png
