,number,context,question,A,B,C,D,E,answer,context-images
0,4,"



Em um experimento, preparou-se um conjunto de plantas por técnica de clonagem a partir de uma planta original que apresentava folhas verdes. Esse conjunto foi dividido em dois grupos, que foram tratados de maneira idêntica, com exceção das condições de iluminação, sendo um grupo exposto a ciclos de iluminação solar natural e outro mantido no escuro. Após alguns dias, observou-se que o grupo exposto à luz apresentava folhas verdes como a planta original e o grupo cultivado no escuro apresentava folhas amareladas.





","



Ao final do experimento, os dois grupos de plantas apresentaram




",os genótipos e os fenótipos idênticos.,os genótipos idênticos e os fenótipos diferentes.,diferenças nos genótipos e fenótipos.,o mesmo fenótipo e apenas dois genótipos diferentes.,o mesmo fenótipo e grande variedade de genótipos.,B,
1,11,"

A fotossíntese é importante para a vida na Terra. Nos cloroplastos dos organismos fotossintetizantes, a energia solar é convertida em energia química que, juntamente com água e gás carbônico (CO2), é utilizada para a síntese de compostos orgânicos (carboidratos). A fotossíntese é o único processo de importância biológica capaz de realizar essa conversão. Todos os organismos, incluindo os produtores, aproveitam a energia armazenada nos carboidratos para impulsionar os processos celulares, liberando CO2 para a atmosfera e água para a célula por meio da respiração celular. Além disso, grande fração dos recursos energéticos do planeta, produzidos tanto no presente (biomassa) como em tempos remotos (combustível fóssil), é resultante da atividade fotossintética.


","

As informações sobre obtenção e transformação dos recursos naturais por meio dos processos vitais de fotossíntese e respiração, descritas no texto, permitem concluir que


",o CO2 e a água são moléculas de alto teor energético.,os carboidratos convertem energia solar em energia química.,"a vida na Terra depende, em última análise, da energia proveniente do Sol.",o processo respiratório é responsável pela retirada de carbono da atmosfera.,"a produção de biomassa e de combustível fóssil, por si, é responsável pelo aumento de CO2 atmosférico.",C,
2,6,"


Um novo método para produzir insulina artificial que utiliza tecnologia de DNA recombinante foi desenvolvido por pesquisadores do Departamento de Biologia Celular da Universidade de Brasília (UnB) em parceria com a iniciativa privada. Os pesquisadores modificaram geneticamente a bactéria Escherichia coli para torná-la capaz de sintetizar o hormônio. O processo permitiu fabricar insulina em maior quantidade e em apenas 30 dias, um terço do tempo necessário para obtê-la pelo método tradicional, que consiste na extração do hormônio a partir do pâncreas de animais abatidos. 

Ciência Hoje, 24 abr. 2001. Disponível em: http://cienciahoje.uol.com.br (adaptado).



","

A produção de insulina pela técnica do DNA recombinante tem, como consequência,


",o aperfeiçoamento do processo de extração de insulina a partir do pâncreas suíno.,a seleção de microrganismos resistentes a antibióticos.,o progresso na técnica da síntese química de hormônios.,impacto favorável na saúde de indivíduos diabéticos.,a criação de animais transgênicos. ,D,
3,7,"



O ciclo biogeoquímico do carbono compreende diversos compartimentos, entre os quais a Terra, a atmosfera e os oceanos, e diversos processos que permitem a transferência de compostos entre esses reservatórios. Os estoques de carbono armazenados na forma de recursos não renováveis, por exemplo, o petróleo, são limitados, sendo de grande relevância que se perceba a importância da substituição de combustíveis fósseis por combustíveis de fontes renováveis.





","



A utilização de combustíveis fósseis interfere no ciclo do carbono, pois provoca




",aumento da porcentagem de carbono contido na Terra.,redução na taxa de fotossíntese dos vegetais superiores.,aumento da produção de carboidratos de origem vegetal.,aumento na quantidade de carbono presente na atmosfera.,redução da quantidade global de carbono armazenado nos oceanos.,D,
4,2,"


Estima-se que haja atualmente no mundo 40 milhões de pessoas infectadas pelo HIV (o vírus que causa a AIDS), sendo que as taxas de novas infecções continuam crescendo, principalmente na África, Ásia e Rússia. Nesse cenário de pandemia, uma vacina contra o HIV teria imenso impacto, pois salvaria milhões de vidas. Certamente seria um marco na história planetária e também uma esperança para as populações carentes de tratamento antiviral e de acompanhamento médico. 

TANURI, A.; FERREIRA JUNIOR, O. C. Vacina contra Aids: desafios e esperanças. Ciência Hoje (44) 26, 2009 (adaptado).



","

Uma vacina eficiente contra o HIV deveria


","induzir a imunidade, para proteger o organismo da contaminação viral.","ser capaz de alterar o genoma do organismo portador, induzindo a síntese de enzimas protetoras.","produzir antígenos capazes de se ligarem ao vírus, impedindo que este entre nas células do organismo humano.","ser amplamente aplicada em animais, visto que esses são os principais transmissores do vírus para os seres humanos.","estimular a imunidade, minimizando a transmissão do vírus por gotículas de saliva.",A,
5,18,"


O Brasil pode se transformar no primeiro país das Américas a entrar no seleto grupo das nações que dispõem de trens-bala. O Ministério dos Transportes prevê o lançamento do edital de licitação internacional para a construção da ferrovia de alta velocidade Rio-São Paulo. A viagem ligará os 403 quilômetros entre a Central do Brasil, no Rio, e a Estação da Luz, no centro da capital paulista, em uma hora e 25 minutos. 

Disponível em: http://oglobo.globo.com. Acesso em: 14 jul. 2009



","

Devido à alta velocidade, um dos problemas a ser enfrentado na escolha do trajeto que será percorrido pelo trem é o dimensionamento das curvas. Considerando-se que uma aceleração lateral confortável para os passageiros e segura para o trem seja de 0,1 g, em que g é a aceleração da gravidade (considerada igual a 10 m/s²), e que a velocidade do trem se mantenha constante em todo o percurso, seria correto prever que as curvas existentes no trajeto deveriam ter raio de curvatura mínimo de, aproximadamente, 


",80 m.,430 m.,800 m.,1.600 m.,6.400 m.,E,
6,5,"

Na linha de uma tradição antiga, o astrônomo grego Ptolomeu (100-170 d.C.) afirmou a tese do geocentrismo, segundo a qual a Terra seria o centro do universo, sendo que o Sol, a Lua e os planetas girariam em seu redor em órbitas circulares. A teoria de Ptolomeu resolvia de modo razoável os problemas astronômicos da sua época. Vários séculos mais tarde, o clérigo e astrônomo polonês Nicolau Copérnico (1473-1543), ao encontrar inexatidões na teoria de Ptolomeu, formulou a teoria do heliocentrismo, segundo a qual o Sol deveria ser considerado o centro do universo, com a Terra, a Lua e os planetas girando circularmente em torno dele. Por fim, o astrônomo e matemático alemão Johannes Kepler (1571- 1630), depois de estudar o planeta Marte por cerca de trinta anos, verificou que a sua órbita é elíptica. Esse resultado generalizou-se para os demais planetas. 


","

A respeito dos estudiosos citados no texto, é correto afirmar que


","Ptolomeu apresentou as ideias mais valiosas, por serem mais antigas e tradicionais.",Copérnico desenvolveu a teoria do heliocentrismo inspirado no contexto político do Rei Sol.,Copérnico viveu em uma época em que a pesquisa científica era livre e amplamente incentivada pelas autoridades.,Kepler estudou o planeta Marte para atender às necessidades de expansão econômica e científica da Alemanha.,"Kepler apresentou uma teoria científica que, graças aos métodos aplicados, pôde ser testada e generalizada.",E,
7,14,"







","

Aumentar a eficiência dos processos de conversão de energia implica economizar recursos e combustíveis. Das propostas seguintes, qual resultará em maior aumento da eficiência geral do processo?


",Aumentar a quantidade de combustível para queima na usina de força.,"Utilizar lâmpadas incandescentes, que geram pouco calor e muita luminosidade.",Manter o menor número possível de aparelhos elétricos em funcionamento nas moradias.,Utilizar cabos com menor diâmetro nas linhas de transmissão a fim de economizar o material condutor.,Utilizar materiais com melhores propriedades condutoras nas linhas de transmissão e lâmpadas fluorescentes nas moradias.,E,enem-data/enem-2009/14-images/context_img_0.png
8,10,"

Para que todos os órgãos do corpo humano funcionem em boas condições, é necessário que a temperatura do corpo fique sempre entre 36ºC e 37ºC. Para manter-se dentro dessa faixa, em dias de muito calor ou durante intensos exercícios físicos, uma série de mecanismos fisiológicos é acionada.


","

Pode-se citar como o principal responsável pela manutenção da temperatura corporal humana o sistema


","digestório, pois produz enzimas que atuam na quebra de alimentos calóricos.","imunológico, pois suas células agem no sangue, diminuindo a condução do calor.","nervoso, pois promove a sudorese, que permite perda de calor por meio da evaporação da água.","reprodutor, pois secreta hormônios que alteram a temperatura, principalmente durante a menopausa.","endócrino, pois fabrica anticorpos que, por sua vez, atuam na variação do diâmetro dos vasos periféricos.",C,
9,19,"








A escolha das lâmpadas é essencial para obtenção de uma boa iluminação. A potência da lâmpada deverá estar de acordo com o tamanho do cômodo a ser iluminado. O quadro a seguir mostra a relação entre as áreas dos cômodos (em m²) e as potências das lâmpadas (em W), e foi utilizado como referência para o primeiro pavimento de uma residência. 









","

Considerando a planta baixa fornecida, com todos os aparelhos em funcionamento, a potência total, em watts, será de 


",4.070.,4.270.,4.320.,4.390.,4.470.,D,"enem-data/enem-2009/19-images/context_img_0.png,enem-data/enem-2009/19-images/context_img_1.png"
