,number,context,question,A,B,C,D,E,answer,context-images
0,140,"


Uma resolução do Conselho Nacional de Política Energética (CNPE) estabeleceu a obrigatoriedade de adição de biodiesel ao óleo diesel comercializado nos postos. A exigência é que, a partir de 1.º de julho de 2009, 4% do volume da mistura final seja formada por biodiesel. Até junho de 2009, esse percentual era de 3%. Essa medida estimula a demanda de biodiesel, bem como possibilita a redução da importação de dísel de petróleo.

Disponível em: http://www1.folha.uol.com.br.
Acesso em: 12 jul. 2009 (adaptado).



","

Estimativas indicam que, com a adição de 4% de biodiesel ao dísel, serão consumidos 925 milhões de litros de biodiesel no segundo semestre de 2009. Considerando-se essa estimativa, para o mesmo volume da mistura final dísel/biodiesel consumida no segundo semestre de 2009, qual seria o consumo de biodiesel com a adição de 3%?


","27,75 milhões de litros.","37,00 milhões de litros.","231,25 milhões de litros.","693,75 milhões de litros.","888,00 milhões de litros.",D,
1,152,"

Um grupo de 50 pessoas fez um orçamento inicial para organizar uma festa, que seria dividido entre elas em cotas iguais. Verificou-se ao final que, para arcar com todas as despesas, faltavam R$ 510,00, e que 5 novas pessoas haviam ingressado no grupo. No acerto foi decidido que a despesa total seria dividida em partes iguais pelas 55 pessoas. Quem não havia ainda contribuído pagaria a sua parte, e cada uma das 50 pessoas do grupo inicial deveria contribuir com mais R$ 7,00.


","

De acordo com essas informações, qual foi o valor da cota calculada no acerto final para cada uma das 55 pessoas?


","R$ 14,00.","R$ 17,00.","R$ 22,00.","R$ 32,00.","R$ 57,00.",D,
2,136,"


O mapa ao lado representa um bairro de determinada cidade, no qual as flechas indicam o sentido das mãos do tráfego. Sabe-se que esse bairro foi planejado e que cada quadra representada na figura é um terreno quadrado, de lado igual a 200 metros.










","

Desconsiderando-se a largura das ruas, qual seria o tempo, em minutos, que um ônibus, em velocidade constante e igual a 40 km/h, partindo do ponto X, demoraria para chegar até o ponto Y?


",25 min.,15 min.,"2,5 min.","1,5 min.","0,15 min.",D,enem-data/enem-2009/136-images/context_img_0.png
3,148,"


Uma pousada oferece pacotes promocionais para atrair casais a se hospedarem por até oito dias. A hospedagem seria em apartamento de luxo e, nos três primeiros dias, a diária custaria R$ 150,00, preço da diária fora da promoção. Nos três dias seguintes, seria aplicada uma redução no valor da diária, cuja taxa média de variação, a cada dia, seria de R$ 20,00. Nos dois dias restantes, seria mantido o preço do sexto dia. Nessas condições, um modelo para a promoção idealizada é apresentado no gráfico a seguir, no qual o valor da diária é função do tempo medido em número de dias.










","

De acordo com os dados e com o modelo, comparando o preço que um casal pagaria pela hospedagem por sete dias fora da promoção, um casal que adquirir o pacote promocional por oito dias fará uma economia de


","R$ 90,00.","R$ 110,00.","R$ 130,00.","R$ 150,00.","R$ 170,00.",A,enem-data/enem-2009/148-images/context_img_0.png
4,147,"


A tabela mostra alguns dados da emissão de dióxido de carbono de uma fábrica, em função do número de toneladas produzidas.










","

Os dados na tabela indicam que a taxa média de variação entre a emissão de dióxido de carbono (em ppm) e a produção (em toneladas) é


","inferior a 0,18.","superior a 0,18 e inferior a 0,50.","superior a 0,50 e inferior a 1,50.","superior a 1,50 e inferior a 2,80.","superior a 2,80.",D,enem-data/enem-2009/147-images/context_img_0.png
5,144,"


A música e a matemática se encontram na representação dos tempos das notas musicais, conforme a figura seguinte.











Um compasso é uma unidade musical composta por determinada quantidade de notas musicais em que a soma das durações coincide com a fração indicada como fórmula do compasso. Por exemplo, se a fórmula de compasso for 1/2 , poderia ter um compasso ou com duas semínimas ou uma mínima ou quatro colcheias, sendo possível a combinação de diferentes figuras.


","

Um trecho musical de oito compassos, cuja fórmula é 3/4 , poderia ser preenchido com


",24 fusas.,3 semínimas.,8 semínimas.,24 colcheias e 12 semínimas.,16 semínimas e 8 semicolcheias.,D,enem-data/enem-2009/144-images/context_img_0.png
6,137,"


A população mundial está ficando mais velha, os índices de natalidade diminuíram e a expectativa de vida aumentou. No gráfico seguinte, são apresentados dados obtidos por pesquisa realizada pela Organização das Nações Unidas (ONU), a respeito da quantidade de pessoas com 60 anos ou mais em todo o mundo. Os números da coluna da direita representam as faixas percentuais. Por exemplo, em 1950 havia 95 milhões de pessoas com 60 anos ou mais nos países desenvolvidos, número entre 10% e 15% da população total nos países desenvolvidos.











Suponha que o modelo exponencial y = 363e0,03x, em que x = 0 corresponde ao ano 2000, x = 1 corresponde ao ano 2001, e assim sucessivamente, e que y é a população em milhões de habitantes no ano x, seja usado para estimar essa população com 60 anos ou mais de idade nos países em desenvolvimento entre 2010 e 2050.


","

Desse modo, considerando e0,3 = 1,35, estima-se que a população com 60 anos ou mais estará, em 2030, entre


",490 e 510 milhões.,550 e 620 milhões.,780 e 800 milhões.,810 e 860 milhões.,870 e 910 milhões.,E,enem-data/enem-2009/137-images/context_img_0.png
7,143,"


O gráfico a seguir mostra a evolução, de abril de 2008 a maio de 2009, da população economicamente ativa para seis Regiões Metropolitanas pesquisadas.













Disponível em: www.ibge.gov.br.



","

Considerando que a taxa de crescimento da população economicamente ativa, entre 05/09 e 06/09, seja de 4%, então o número de pessoas economicamente ativas em 06/09 será igual a


",23.940.,32.228.,920.800.,23.940.800.,32.228.000.,D,enem-data/enem-2009/143-images/context_img_0.png
8,150,"


Brasil e França têm relações comerciais há mais de 200 anos. Enquanto a França é a 5ª nação mais rica do planeta, o Brasil é a 10ª, e ambas se destacam na economia mundial. No entanto, devido a uma série de restrições, o comércio entre esses dois países ainda não é adequadamente explorado, como mostra a tabela seguinte, referente ao período 2003-2007.










","

Os dados da tabela mostram que, no período considerado, os valores médios dos investimentos da França no Brasil foram maiores que os investimentos do Brasil na França em um valor


",inferior a 300 milhões de dólares.,"superior a 300 milhões de dólares, mas inferior a 400 milhões de dólares.","superior a 400 milhões de dólares, mas inferior a 500 milhões de dólares.","superior a 500 milhões de dólares, mas inferior a 600 milhões de dólares.",superior a 600 milhões de dólares.,D,enem-data/enem-2009/150-images/context_img_0.png
9,142,"


A suspeita de que haveria uma relação causal entre tabagismo e câncer de pulmão foi levantada pela primeira vez a partir de observações clínicas. Para testar essa possível associação, foram conduzidos inúmeros estudos epidemiológicos. Dentre esses, houve o estudo do número de casos de câncer em relação ao número de cigarros consumidos por dia, cujos resultados são mostrados no gráfico a seguir.










","

De acordo com as informações do gráfico,


",o consumo diário de cigarros e o número de casos de câncer de pulmão são grandezas inversamente proporcionais.,o consumo diário de cigarros e o número de casos de câncer de pulmão são grandezas que não se relacionam.,o consumo diário de cigarros e o número de casos de câncer de pulmão são grandezas diretamente proporcionais.,uma pessoa não fumante certamente nunca será diagnosticada com câncer de pulmão.,"o consumo diário de cigarros e o número de casos de câncer de pulmão são grandezas que estão relacionadas, mas sem proporcionalidade.",E,enem-data/enem-2009/142-images/context_img_0.png
