,number,context,question,A,B,C,D,E,answer,context-images
0,2,"


I tend the mobile now
like an injured bird
We text, text, text
our significant words.
I re-read your first,
your second, your third,
Look for your small xx,
feeling absurd.
The codes we send
arrive with a broken chord.
I try to picture your hands,
their image is blurred.
Nothing my thumbs press
will ever be heard.

DUFFY, C. Disponível em: www.independent.co.uk. Acesso em: 27 out. 2021.



","

Nesse poema, o eu lírico evidencia um sentimento de


",contentamento com a interação virtual.,zelo com o envio de mensagens.,preocupação com a composição de textos.,mágoa com o comportamento de alguém.,insatisfação com uma forma de comunicação.,E,
1,4,"


As my official bio reads, I was made in Cuba, assembled in Spain, and imported to the United States – meaning my mother, seven months pregnant, and the rest of my family arrived as exiles from Cuba to Madrid, where I was born. Less than two months later, we emigrated once more and settled in New York City, then eventually in Miami, where I was raised and educated. Although technically we lived in the United States, the Cuban community was culturally insular in Miami during the 1970s, bonded together by the trauma of exile. What’s more, it seemed that practically everyone was Cuban: my teachers, my classmates, the mechanic, the bus driver. I didn’t grow up feeling different or treated as a minority. The few kids who got picked on in my grade school were the ones with freckles and funny last names like Dawson and O’Neil.
BLANCO, R. Disponível em: http://edition.cnn.com. Acesso em: 9 dez. 2017 (adaptado).



","

Ao relatar suas vivências, o autor destaca o(a)


",qualidade da educação formal em Miami.,prestígio da cultura cubana nos Estados Unidos.,oportunidade de qualificação profissional em Miami.,cenário da integração de cubanos nos Estados Unidos.,fortalecimento do elo familiar em comunidades estadunidenenses.,D,
2,1,"


A Teen’s View of Social Media
Instagram is by far my favorite. It is made up of all photos and videos, which is perfect for visual people like me. There is the home page that showcases the posts from people you follow, an explore tab which offers posts from accounts all over the world, and your own page, with a notification tab to show who likes and comments on your posts.
It has some downsides though.  It is known to make many people feel insecure or down about themselves because the platform showcases the highlights of everyone’s lives, while rarely showing the negatives. This can make one feel like their life is not going as well as others, contributing to the growing rates of anxiety or depression in many teens today. There is an underlying desire for acceptance through the number of likes or followers one has.


Disponível em: https://cyberbullying.org/. Acesso em: 29 out. 2021.



","

O termo “downsides” introduz a ideia de que o Instagram é responsável por


",oferecer recursos de fotografia.,divulgar problemas dos usuários.,estimular aceitação dos seguidores.,provocar ansiedade nos adolescentes.,aproximar pessoas ao redor do mundo.,D,
3,3,"


Two hundred years ago, Jane Austen lived in a world where single men boasted vast estates; single ladies were expected to speak several languages, sing and play the piano. In both cases, it was, of course, advantageous if you looked good too. So, how much has – or hasn’t – changed? Dating apps opaquely outline the demands of today’s relationship market; users ruminate long and hard over their choice of pictures and what they write in their biographies to hook in potential lovers, and that’s just your own profile. What do you look for in a future partner’s profile – potential signifiers of a popular personality, a good job, a nice car? These apps are a poignant reminder of the ofter classist attitudes we still adopt, as well as the financial and aesthetic expectations we demand from potential partners.



","

O texto aborda relações interpessoais com o objetivo de


",problematizar o papel de gênero em casamentos modernos.,apontar a relevância da educação formal na escolha de parceiro.,comparar a expectativa de parceiros amorosos em épocas distintas.,discutir o uso de aplicativos para proporcionar encontros românticos.,valorizar a importância da aparência física na seleção de pretendentes.,C,
4,5,"


Los niños de nuestro olvido

Escribo sobre un destinoQue apenas puedo tocarEn tanto un niño se inventaCon pegamento un hogar

Mientras busco las palabrasPara hacer esta canciónUn niño esquiva las balasQue buscan su corazón

Acurrucado en mí calleDuerme un niño y la piedadArma lejos un pesebreY juega a la navidad

Arma lejos un pesebreY juega a la navidadY juega a la navidadY juega, y juega, y juega…

La niñez de nuestro olvidoPide limosna en un barY lava tu parabrisasPor un peso, por un pan

Si las flores del futuroCrecen con tanto dolorSeguramente mañanaSerá un mañana sin sol



","

No texto, a expressão “un mañana sin sol” é usada para concluir uma critica ao(à)


",descanso diante da problemática de crianças em situação de rua.,violência característica do cotidiano das grandes metrópoles.,estímulo à mendicância nos centros urbanos,tendência de informalização do trabalho,falta de serviços de saúde adequados,A,
5,1,"


Pequeño hermano
Es, no cabe duda, el instrumento más presente y más poderoso de todos los que entraron en nuestras vidas. Ni la televisión ni el ordenador, no hablemos ya del obsoleto fax o de las agendas o los libros electrónicos, ha tenido tal influencia, tal predicamento sobre nosotros. El móvil somos nosotros mismos. Todo desactivado e inerte, inocuo, ya les digo. Y de repente, tras un viaje y tres o cuatro imprudentes fotos, salta un aviso en la pantalla. Con sonido, además, pese a que tengo también todas las alertas desactivadas. Y mi monstruo doméstico me dice: Tienes un recuerdo nuevo. Lo repetiré: tienes un recuerdo nuevo. ¿Y tú qué sabes? ¿Y a ti, máquina demoníaca, qué te importa? ¿Cómo te atreves a decirme qué son o no son mis recuerdos? ¿Qué es esta intromisión, este descaro? El pequeño hermano lo sabe casi todo. Sólo hay una esperanza: que la obsolescencia programada mate antes al pequeño hermano y que nosotros sigamos vivos, con los recuerdos que nos dé la gana.
FERNANDEZ, D, Disponível em: www.lavanguardia.com.
Acesso em:  5 dez. 2018 (adaptado).



","

No texto, autor faz uma crítica ao(à)


",conhecimento das pessoas sobre as tecnologias.,uso do celular alheio por pessoas desautorizadas.,funcionamento de recursos tecnológicos obsoletos.,ingerência do celular sobre as escolhas dos usuários,falta de informação sobre a configuração de alertas no celular,D,
6,9,"


A conquista da medalha de prata por Rayssa Leal, no skate street nos Jogos Olímpicos, é exemplo da representatividade feminina no esporte, avalia a âncora do jornal da rede de televisão da CNN. A apresentadora, que também anda de skate, celebrou a vitória da brasileira, que entrou para a história como a atleta mais nova a subir num pódio defendendo o Brasil. “Essa representatividade do esporte nos Jogos faz pensarmos que não temos que ficar nos encaixando em nenhum lugar. Posso gostar de passar notícia e, mesmo assim, gostar de skate, subir montanha, mergulhar, andar de bike, fazer yoga”. Temos que parar de ficar enquadrando as pessoas dentro das regras. A gente vive num padrão no qual a menina ganha boneca, mas por que também não fazer um esporte de aventura? Por que o homem pode se machucar, cair de joelhos, e a menina tem que estar sempre lindinha dentro de um padrão? Acabamos limitando os talentos das pessoas”, afirmou a jornalista, sobre a prática do skate por mulheres.

Disponível em: www.cnnbrasil.com.br. Acesso em: 31 out. 2021 (adaptado).



","

O discurso da jornalista traz questionamentos sobre a relação da conquista da skatista com a


",conciliação do jornalismo com a prática do skate.,inserção das mulheres na modalidade skate street.,desconstrução da noção do skate como modalidade masculina.,vanguarda de ser a atleta mais jovem a subir no pódio olímpico,conquista de medalha nos Jogos Olímpicos de Tóquio.,C,
7,2,"


En los suburbios de La Habana, llaman al amigo mi tierra o mi sangre.En Caracas, el amigo es mi pana o mi llave: pana, por panadería, la fuente del buen pan para las hambres del alma; y llave por…—Llave, por llave—me dice Mario Benedetti. Y me cuenta que cuando vivía en Buenos Aires, en los tiempos del terror, él llevaba cinco llaves ajenas en su llavero: cinco llaves, de cinco casas, de cinco amigos: las llaves que lo salvaron.
GALEANO, E. El libro de los abrazos. Madri: Siglo Veintiuno, 2015.



","

Nesse texto, o autor demonstra como as diferentes expressões existentes em espanhol para se referir a “amigo” variam em função


",das peculiaridades dos subúrbios hispano-americanos.,da força da conexão espiritual entre os amigos.,do papel da amizade em diferentes contextos.,do hábito de reunir amigos em torno da mesa,dos graus de intimidade entre os amigos,C,
8,6,"


10 de maio
Fui na delegacia e falei com o tenente. Que homem amavel! Se eu soubesse que ele era tão amavel, eu teria ido na delegacia na primeira intimação. […] O tenente interessou-se pela educação dos meus filhos. Disse-me que a favela é um ambiente propenso, que as pessoas tem mais possibilidade de delinquir do que tornar-se util a patria e ao país. Pensei: se ele sabe disto, porque não faz
um relatorio e envia para os politicos? O Senhor Janio Quadros, o Kubstchek, e o Dr. Adhemar de Barros? Agora falar para mim, que sou uma pobre lixeira. Não posso resolver nem as minhas dificuldades.
… O Brasil precisa ser dirigido por uma pessoa que já passou fome. A fome tambem é professora.
Quem passa fome aprende a pensar no próximo, e nas crianças.
 

JESUS, C. M. Quarto de despejo: diário de uma favelada.
São Paulo: Ática, 2014.



","

A partir da intimação recebida pelo filho de 9 anos, a autora faz uma reflexão em que transparece a


",lição de vida comunicada pelo tenente.,predisposição materna para se emocionar.,atividade política marcante da comunidade.,resposta irônica ante o discurso da autoridade.,necessidade de revelar seus anseios mais íntimos.,D,
9,4,"




MURIG. Disponível em: https://murigcolectivafeminista.wordpress.com.
Acesso em: 26 out. 2021(adaptado)




","

No texto, as palavras “crianzas” e “tribu” são usadas para


",evidenciar a importância de uma rede de apoio para as mães na criação dos seus filhos,denunciar a disparidade entre o trabalho das mães de diferentes classes,ressaltar o fechamento de escolas e creches durante o período pandêmico,ratificar a romantização da dedicação das mães na educação da crianças,enfatizar a proteção aos filhos em razão do isolamento social das famílias,A,enem-data/enem-2022/4-images/context_img_0.png
