,number,context,question,A,B,C,D,E,answer,context-images
0,91,"


Diversas substâncias são empregadas com a intenção de incrementar o desempenho esportivo de atletas de alto nível. O chamado doping sanguíneo, por exemplo, pela utilização da eritropoietina, é proibido pelas principais federações de esportes no mundo. A eritropoietina é um hormônio produzido pelos rins e fígado e sua principal ação é regular o processo de eritropoiese. Seu uso administrado intravenosamente em quantidades superiores àquelas presentes naturalmente no organismo permite que o indivíduo aumente a sua capacidade de realização de exercícios físicos.



","

Esse tipo de doping está diretamente relacionado ao aumento da


",frequência cardíaca. ,capacidade pulmonar. ,massa muscular do indivíduo. ,atividade anaeróbica da musculatura. ,taxa de transporte de oxigênio pelo sangue.,E,
1,97,"


A água bruta coletada de mananciais apresenta alto índice de sólidos suspensos, o que a deixa com um aspecto turvo. Para se obter uma água límpida e potável, ela deve passar por um processo de purificação numa estação de tratamento de água. Nesse processo, as principais etapas são, nesta ordem: coagulação, decantação, filtração, desinfecção e fluoretação.



","

Qual é a etapa de retirada de grande parte desses sólidos?


",Coagulação.,Decantação.,Filtração.,Desinfecção.,Fluoretação.,B,
2,94,"


O protozoário Trypanosoma cruzi, causador da doença de Chagas, pode ser a nova arma da medicina contra o câncer. Pesquisadores brasileiros conseguiram criar uma vacina contra a doença usando uma variação do protozoário incapaz de desencadear a patologia (não patogênico). Para isso, realizaram uma modificação genética criando um T. cruzi capaz de produzir também moléculas fabricadas pelas células tumorais. Quando o organismo inicia o combate ao protozoário, entra em contato também com a molécula tumoral, que passa a ser
vista também pelo sistema imune como um indicador de células do protozoário. Depois de induzidas as defesas, estas passam a destruir todas as células com a molécula tumoral, como se lutassem apenas contra o protozoário.

Disponível em: www.estadao.com.br. Acesso em: 1 mar. 2012 (adaptado).



","

Qual o mecanismo utilizado no experimento para enganar as células de defesa, fazendo com que ataquem o tumor?


",Autoimunidade.,Hipersensibilidade.,Ativação da resposta inata.,Apresentação de antígeno específico.,Desencadeamento de processo anti-inflamatório.,D,
3,99,"


A fim de classificar as melhores rotas em um aplicativo de trânsito, um pesquisador propõe um modelo com base em circuitos elétricos. Nesse modelo, a corrente representa o número de carros que passam por um ponto da pista no intervalo de 1 s. A diferença de potencial (d.d.p.) corresponde à quantidade de energia por carro necessária para o deslocamento de 1 m. De forma análoga à lei de Ohm, cada via é classificada pela sua resistência, sendo a de maior resistência a mais congestionada. O aplicativo mostra as rotas em ordem crescente, ou seja, da rota de menor para a de maior resistência.
Como teste para o sistema, são utilizadas três possíveis vias para uma viagem de A até B, com os valores de d.d.p. e corrente conforme a tabela.










","

Nesse teste, a ordenação das rotas indicadas pelo aplicativo será:


","1, 2, 3.","1, 3, 2.","2, 1, 3.","3, 1, 2.","3, 2, 1.",A,enem-data/enem-2022/99-images/context_img_0.png
4,103,"


Os resultados de um ensaio clínico randomizado na Indonésia apontaram uma redução de 77% dos casos de dengue nas áreas que receberam o mosquito Aedes aegypti infectado com a bactéria Wolbachia. Trata-se da mesma técnica utilizada no Brasil pelo Método Wolbachia, iniciativa conduzida pela Fundação Oswaldo Cruz — Fiocruz. Essa bactéria induz a redução da carga viral no mosquito e, consequentemente, o número de casos de dengue na área, sendo repassada por meio do cruzamento entre os insetos. Como essa bactéria é um organismo intracelular e o vírus também precisa entrar nas células para se reproduzir, ambos necessitarão de recursos comuns.

COSTA, G. Agência Fiocruz de Notícias. Estudo confirma eficácia do Método Wolbachia para dengue. Disponível em: https://portal.fiocruz.br. Acesso em: 3 jun. 2022 (adaptado).



","

Essa tecnologia utilizada no combate à dengue consiste na


",predação do vírus pela bactéria. ,esterilização de mosquitos infectados.,alteração no genótipo do mosquito pela bactéria. ,ompetição do vírus e da bactéria no hospedeiro.,inserção de material genético do vírus na bactéria,D,
5,98,"


Os ursos, por não apresentarem uma hibernação verdadeira, acordam por causa da presença de termogenina, uma proteína mitocondrial que impede a chegada dos prótons até a ATP sintetase, gerando calor. Esse calor é importante para aquecer o organismo, permitindo seu despertar.

SADAVA, D. et al. Vida: a ciência da biologia. Porto Alegre: Artmed, 2009 (adaptado).



","

Em qual etapa do metabolismo energético celular a termogenina interfere?


",Glicólise.,Fermentação lática.,Ciclo do ácido cítrico.,Oxidação do piruvato.,Fosforilação oxidativa.,E,
6,92,"


Em um autódromo, os carros podem derrapar em uma curva e bater na parede de proteção. Para diminuir o impacto de uma batida, pode-se colocar na parede uma barreira de pneus, isso faz com que a colisão seja mais demorada e o carro retorne com velocidade reduzida. Outra opção é colocar uma barreira de blocos de um material que se deforma, tornando-a tão demorada quanto a colisão com os pneus, mas que não permite a volta do carro após a colisão.



","

Comparando as duas situações, como ficam a força média exercida sobre o carro e a energia mecânica dissipada?


","A força é maior na colisão com a barreira de pneus, e a energia dissipada é maior na colisão com a barreira de blocos.","A força é maior na colisão com a barreira de blocos, e a energia dissipada é maior na colisão com a barreira de pneus.","A força é maior na colisão com a barreira de blocos, e a energia dissipada é a mesma nas duas situações.","A força é maior na colisão com a barreira de pneus, e a energia dissipada é maior na colisão com a barreira de pneus.","A força é maior na colisão com a barreira de blocos, e a energia dissipada é maior na colisão com a barreira de blocos.",A,
7,101,"


No processo de captação da luz pelo olho para a formação de imagens estão envolvidas duas estruturas celulares: os cones e os bastonetes. Os cones são sensíveis à energia dos fótons, e os bastonetes, à quantidade de fótons incidentes. A energia dos fótons que compõem os raios luminosos está associada à sua frequência, e a intensidade, ao número de fótons incidentes.



","

Um animal que tem bastonetes mais sensíveis irá


",apresentar daltonismo.,perceber cores fora do espectro do visível.,enxergar bem em ambientes mal iluminados., necessitar de mais luminosidade para enxergar. ,fazer uma pequena distinção de cores em ambientes iluminados.,C,
8,104,"


A extinção de espécies é uma ameaça real que afeta diversas regiões do país. A introdução de espécies exóticas pode ser considerada um fator maximizador desse processo. A jaqueira (Artocarpus heterophyllus), por exemplo, é uma árvore originária da Índia e de regiões do Sudeste Asiático que foi introduzida ainda na era colonial e se aclimatou muito bem em praticamente todo o território nacional.



","

Casos como o dessa árvore podem provocar a redução da biodiversidade, pois elas


",ocupam áreas de vegetação nativa e substituem parcialmente a flora original.,estimulam a competição por seus frutos entre animais típicos da região e eliminam as espécies perdedoras.,alteram os nichos e aumentam o número de possibilidades de relações entre os seres vivos daquele ambiente.,apresentam alta taxa de reprodução e se mantêm com um número de indivíduos superior à capacidade suporte do ambiente.,diminuem a relação de competição entre os polinizadores e facilitam a ação de dispersores de sementes de espécies nativas.,A,
9,96,"


Em 2002, um mecânico da cidade mineira de Uberaba (MG) teve uma ideia para economizar o consumo de energia elétrica e iluminar a própria casa num dia de sol. Para isso, ele utilizou garrafas plásticas PET com água e cloro, conforme ilustram as figuras. Cada garrafa foi fixada ao telhado de sua casa em um buraco com diâmetro igual ao da garrafa, muito maior que o comprimento de onda da luz. Nos últimos dois anos, sua ideia já alcançou diversas partes do mundo e deve atingir a marca de 1 milhão de casas utilizando a “luz engarrafada”.







ZOBEL, G. Brasileiro inventor de “Iuz engarrafada” tem ideia espalhada pelo mundo.
Disponível em: www.bbc.com. Acesso em 23 jun. 2022 (adaptado)




","

Que fenômeno óptico explica o funcionamento da “luz engarrafada”?


",Difração.,Absorção.,Polarização.,Reflexão.,Refração.,E,enem-data/enem-2022/96-images/context_img_0.png
