,number,context,question,A,B,C,D,E,answer,context-images
0,46,"


A dublagem é o novo campo a ser explorado pela inteligência artificial, e há empresas dedicadas a fazer com que as vozes originais de atores sejam transpostas para outros idiomas. A novidade reforça a tendência da automação de postos de trabalho nas mais diversas áreas. Tem potencial para facilitar a vida de estúdios e produtoras e, ao mesmo tempo, tornar mais escassas as oportunidades para dubladores e atores que trabalham com isso.


GAGLIONI, C. Disponível em: www.nexojornal.com.br. Acesso em: 25 ou. 2021. 



","

A consequência da mudança tecnológica apresentada no texto é a


",proteção da economia nacional.,valorização da cultura tradicional.,diminuição da formação acadêmica.,estagnação da manifestação artística.,ampliação do desemprego estrutural.,E,
1,56,"


TEXTO I
Em março de 1889, quando apareceram as primeiras romarias atraídas pelos milagres da beata Maria de Araújo, Juazeiro inseriu-se no rol da fundação do espaço religioso. Construía-se mais um centro, como Aparecida do Norte, Canindé ou Lourdes.

RAMOS, F. R. L. O meio do mundo: território sagrado em Juazeiro do Padre Cícero. Fortaleza: Imprensa Universitária, 2014.





TEXTO II
Não sabemos ao certo quantas pessoas estavam presentes na capela no momento em que a hóstia sangrou na boca de Maria de Araújo. O Padre Cícero nos conta que o fato surpreendeu não só aos presentes, mas o fenômeno continuou acontecendo todas as quartas e sextas na Capela de Nossa Senhora das Dores a partir daquele dia. Os paninhos manchados do sangue que escorria da hóstia e da boca da beata, a princípio ficaram sob a guarda do Padre Cícero, mas logo foram expostos à visitação pública e, além disso, o sangramento foi proclamado como milagre sem o conhecimento e sem a autorização do bispo diocesano.

NOBRE, E. Incêndios da alma. Rio de Janeiro. Multifoco. 2016 (Adaptado).



","

As práticas religiosas mencionadas nos textos estão associadas, respectivamente, à:


",Delimitação de paisagens urbanas e abandono de componentes espiritualistas.,Demarcação de patrimônios afetivos e apropriação de elementos judaizantes.,Expansão de fronteiras regionais e subjetivação do cristianismo medieval.,Circunscrição de bens simbólicos e admissão de cerimônias ecumênicas.,Criação de lugares místicos e experiências do catolicismo popular.,E,
2,59,"


Empédocles estabelece quatro elementos corporais – fogo, ar, água e terra –, que são eternos e que mudam aumentando e diminuindo mediante mistura e  separação; mas os princípios propriamente ditos, pelos quais são movidos, são o Amor e o Ódio. Pois é preciso que os elementos permaneçam alternadamente em movimento, sendo ora misturados pelo Amor, ora separados pelo Ódio.

SIMPLÍCIO. Física, 25, 21. In: Os pré-socráticos. São Paulo: Nova Cultural, 1996.



","

O texto propõe uma reflexão sobre o entendimento de Empédocles acerca da arché, uma preocupação típica do pensamento pré-socrático, porque


",exalta a investigação filosófica.,transcende ao mundo sensível.,evoca a discussão cosmogônica.,fundamenta as paixões humanas.,corresponde à explicação mitológica.,C,
3,58,"


Um experimento denominado FunFit foi desenvolvido com o objetivo de fazer com que os membros de uma comunidade local se tornassem mais ativos fisicamente. Todos os participantes do estudo foram vinculados a dois outros membros da comunidade que receberiam pequenos incentivos em dinheiro para serem estimulados a aumentar a sua atividade física, que era medida por acelerômetros nos celulares fornecidos pelo estado. Assim, se a pessoa andasse mais do que o habitual, seus conhecidos receberiam o dinheiro. Os resultados foram assombrosos: o esquema mostrou-se de quatro a oito vezes mais eficaz do que o método de oferecer incentivos individuais.

MOROZOV, E. Big Tech: a ascensão dos dados e a morte da politica. São Paulo: Ubu, 2018 (adaptado).



","

Contrariando a visão prevalente sobre o impacto tecnológico nas relações humanas, o texto revela que os celulares podem desempenhar uma função


","recreativa, promovendo o lazer em redes integradas.","social, estimulando a reciprocidade por meios digitais.","laboral, convertendo o desenvolvedor em usuário final."," comercial, direcionando a escolha por produtos industrializados.","cognitiva, favorecendo ferramentas virtuais.",B,
4,52,"


Após sete anos da ocupação de um terreno abandonado em Santo André, no ABC paulista, os condomínios Novo Pinheirinho e Santos Dias foram inaugurados, com a presença de representantes dos governos federal, estadual e municipal. A ocupação começou em 2012 e, desde então, o movimento vinha reivindicando o direito de usufruir do espaço para a construção de casas. A Cartas Magna, em seu art. 6°, garante a todos os brasileiros o direito à moradia.

PUTTI, A. Disponível em: www.cartacapital.com.br.
Acesso em: 13 nov. 2021 (adaptado).



","

O texto apresenta uma estratégia usada pelo movimento social para


",fragilizar o poder público.,fomentar a economia solidária.,controlar a propriedade estatal.,garantir o preceito constitucional.,incentivar a especulação imobiliária.,D,
5,48,"


Ainda que a fome ocorrida na Itália em 536 tenha origem nos eventos climáticos, suas implicações são tanto políticas quanto econômicas. Nos primeiros séculos da Idade Média, o auxílio aos famintos se inscreve no domínio da gestão pública, mesmo quando a ação de seus agentes é apresentada sob o ângulo da piedade e da caridade individuais, como é o caso da Gália merovíngia. Assim, o fato de que as respostas à fome são mostradas, na Gália, como o fruto de iniciativas pessoais fundadas no imperativo da caridade deriva da natureza das fontes do século VI.

SILVA, M.C. Os agentes públicos e a fome nos primeiros séculos da Idade Média. Varia Historia, n. 60, set-dez. 2016 (Adaptado).



","

Na conjuntura histórica destacada no texto, o dever de agir em face da situação de crise apresentada pertencia à jurisdição


","da nobreza, proveniente da obrigação de proteção ao campenisnato livre.","da realeza, decorrente do conceito de governo subjacente à monarquia cristã.","dos mosteiros, resultante do caráter fraternal afirmado nas regras monásticas.","dos bispados, consequente da participação dos clérigos nos assuntos comunitários.","das corporações, procedente do padrão assistencialista previsto nas normas estatutárias.",B,
6,54,"


Colegas, na mente e no coração do povo, a Crimeia sempre foi uma porção inseparável da Rússia. Essa firme convicção se baseia na verdade e na justiça e foi passada de geração em geração, ao longo do tempo, sob quaisquer circunstâncias, apesar de todas as drásticas mudanças que nosso país atravessou durante todo o século XX.

Disponível em: http://g1.globo.com. Acesso em: 28 jul. 2014.



","

Considerando a dinâmica geopolítica subjacente ao texto, a justificativa utilizada por Vladimir Putin, em 2014, para anexação dessa península apela para o argumento de que


",as populações com idioma comum devem estar submetidas à mesma autoridade estatal.,o imperialismo soviético havia se acomodado às pretensões das potências vizinhas.,os organismos transnacionais são incapazes de solucionar disputas territoriais.,a integração regional supõe a livre circulação de pessoas e mercadorias.,expulsão das forças navais ocidentais garantiria a soberania nacional.,A,
7,30,"


TEXTO I


Disponível em: https://amigodobicho.wordpress.com/. Acesso em: 10 dez. 2017.





TEXTO II
Nas ruas, na cidade e no parque
Ninguém nunca prendeu o Delegado. O vaivém de rua em rua e sua longa vida são relembrados e recontados. Exemplo de sobrevivência, liderança, inteligência canina, desde pequenininho seu focinho negro e seus olhos delineados desenharam um mapa mental olfativo-visual de Lavras. Corria de quem precisava correr e se aproximava de quem não lhe faria mal, distinguia este daquele. Assim, tornou-se um cão comunitário. Nunca se soube por que escolheu a rua, talvez lhe tenham feito mal dentro de quatro paredes. Idoso, teve câncer e desapareceu. O querido foi procurado pela cidade inteira por duas protetoras, mas nunca encontrado.

COSTA, A. R. N. Viver o amor aos cães: Parque Francisco de Assis. Carmo do Cachoeira: Irdin, 2014 (adaptado).



","

Os dois textos abordam a temática de animais de rua, porém, em relação ao Texto I, o Texto II


",problematiza a necessidade de adoção de animais sem lar.,valida a troca afetiva entre os pets adotados e seus donos.,reforça a importância da campanha de adoção de animais.,exalta a natureza amigável de cães e de gatos.,promove a campanha de adoção de animais.,A,enem-data/enem-2022/30-images/context_img_0.png
8,49,"


As forças tectônicas dentro da litosfera, controladas pelo calor interno das profundezas, geram terremotos, erupções e soerguimento de montanhas. As forças meteorológicas dentro da atmosfera e da hidrosfera, contoladas pelo calor do Sol, produzem tempestades,
inundações, geleiras e outros agentes de erosão.

PRESS, F. et al. Para entender a Terra. Porto Alegre: Bookman, 2002 (adaptado).



","

A interação dinâmica entre as forças naturais citadas favorece a ocupação do espaço geográfico, na medida em que provoca a formação de


",solos vulcânicos.,dorsais oceânicas.,relevos escarpados.,superfícies lateríticas.,dobramentos modernos.,A,
9,51,"


TEXTO I
A primeira grande lei educacional do Brasil, de 1827, determinava que, nas “escolas de primeiras letras” do Império, meninos e meninas estudassem separados e tivessem currículos diferentes. No Senado, o Visconde de Cayru foi um dos defensores de que o currículo de matemática das garotas fosse o mais enxuto possível. Nas palavras dele, o “belo sexo” não tinha capacidade intelectual para ir muito longe: – Sobre as contas, são bastantes [para as meninas] as quatro espécies, que não estão fora do seu alcance e lhes podem ser de constante uso na vida.
 
TEXTO II
No Senado, o único a defender publicamente que as meninas tivessem, em matemática, um currículo idêntico ao dos meninos foi o Marquês de Santo Amaro (RJ). Ele argumentou: – Não me parece confome, às luzes do tempo em que vivemos, deixarmos de facilitar às brasileiras a aquisição desses conhecimentos [mais aprofundados de matemática]. A oposição que se manifesta não pode nascer senão do arraigado e péssimo costume em que estavam os antigos, os quais nem queriam que suas filhas aprendessem a ler.
 

WESTIN, R. Senado Notícias. Disponível em: www12.senado.leg.br. Acesso em: 20 out. 2021 (adaptado).



","

Os discursos expressam pontos de vista divergentes respectivemerte pela oposição entre


",liberdade de gênero e controle social.,equidade de escolha e imposição cultural.,dominação de corpos e igualdade humana.,geração de oportunidade e restrição profissional.,exclusão de competências e participação política.,C,
10,55,"


O leproso é visto dentro de uma prática de rejeição, ao exílio-cerca; deixa-se que se perca lá dentro como numa massa que não têm muita importância diferenciar; os pestilentos são considerados num policiamento tático meticuloso onde as diferenciações individuais são os efeitos limitantes de um poder que se multiplica, se articula e se subdivide. O grande fechamento por um lado; o bom treinamento por outro. A lepra e a sua divisão; a peste e seus recortes. Uma é marcada; a outra, analisada e repartida. O exílio do leproso e a prisão da peste não trazem consigo o mesmo sonho político.

FOUCAULT, M. Vigiar e punir: nascimento da prisão. Petrópolis: Vozes, 1987.



","

Os modelos autoritários descritos no texto apontam para um sistema de controle que se baseia no(a):


",Formação de sociedade disciplinar.,Flexibilização do regramento social.,Banimento da autoridade repressora.,Condenação da degradação humana.,Hierarquização da burocracia estatal.,A,
11,57,"


Em 2003, teve início o Programa de Aquisição de Alimentos e, com ele, várias mudanças na perspectiva dos mercados institucionais. Trata-se do primeiro programa de compras públicas com uma orientação exclusiva para a agricultura familiar, articulando-a explicitamente com a segurança alimentar e nutricional. O Programa é destinado à aquisição de produtos agropecuários
produzidos por agricultores enquadrados no Programa Nacional de Fortalecimento da Agricultura Familiar (Pronaf), incluídas aqui as categorias: assentados da reforma agrária, trabalhadores rurais sem terra, acampados, quilombolas, agroextrativistas, famílias atingidas por barragens e comunidades indígenas.

GRISA, C.; ISOPO, S. P. Dez anos de PAA: As contribuições e os desafios para o desenvolvimento rural. In: GRISA, C.; SCHNEIDER, S. (Org.). Políticas públicas de desenvolvimento rural no Brasil. Porto Alegre: UFRGS, 2015.



","

A ação governamental descrita constitui-se uma importante conquista para os pequenos produtores em virtude da:


",Inovação tecnológica.,Reestruturação fundiária.,Comercialização garantida.,Eliminação no custo do frete.,Negociação na bolsa de valores.,C,
12,42,"


O complexo de falar difícil
O que importa realmente é que o(a) detentor(a) do notável saber jurídico saiba quando e como deve fazer uso desse português versão 2.0, até porque não tem necessidade de alguém entrar numa padaria de manhã com aquela cara de sono falando o seguinte: “Por obséquio, Vossa Senhoria teria a hipotética possibilidade de estabelecer com minha pessoa uma relação de compra e venda, mediante as imposições dos códigos Civil e do Consumidor, para que seja possível a obtenção de 10 pãezinhos em temperatura estável para que a relação pecuniária no valor de R$ 5,00, seja plenamente legitima e capaz de saciar minha fome matinal?”
O problema é que temos uma cultura de valorizar quem demonstra ser inteligente ao invés de valorizar quem é. Pela nossa lógica, todo mundo que fala difícil tende a ser mais inteligente do que quem valoriza o simples, e 99,9% das pessoas que estivessem na padaria iriam ficar boquiabertas se alguém fizesse uso das palavras que eu disse acima em plenas 7 da manhã em vez de dizer: “Bom dia! O senhor poderia me vender cinco reais de pão francês?”.
Agora entramos na parte interessante: o que realmente é falar difícil? Simplesmente fazer uso de palavras que a maioria não faz ideia do que seja é um ato de falar difícil? Eu penso que não, mas é assim que muita gente age. Falar difícil é fazer uso do simples, mas com coerência e coesão, deixar tudo amarradinho gramaticamente falando. Falar difícil pode fazer alguém parecer inteligente, mas não por muito tempo. É claro que em alguns momentos na verdade vários não temos como fugir do português rebuscado, do juridiquês propriamente dito, como no caso de documentos jurídicos entre outros.
 

ARAÚJO, H. Disponível em: https://diariojurista.com.br. Acesso em: 20 nov. 2021 (adaptado).



","

Nesse artigo de opinião, ao fazer uso de uma fala rebuscada no exemplo da compra do pão, o autor evidencia a importância de(a)


",se ter um notável saber jurídico.,valorização da inteligência do falante.,falar difícil para demonstrar inteligência.,coesão e da coerência em documentos jurídicos.,adequação da linguagem à situação de comunicação.,E,
13,47,"


Brasil e Argentina chegaram a um acordo para a redução em 10% da Tarifa Externa Comum (TEC) do Mercosul. O consenso foi alcançado durante negociação entre o ministro das Relações Exteriores do Brasil e o seu equivalente argentino, no Palácio do Itamaraty, em Brasília, no início do mês de outubro de 2021. A redução da TEC é um antigo desejo do Brasil, que pretende abrir mais sua economia e, com isso, ajudar a controlar a inflação. Já a Argentina temia que a medida pudesse afetar sua produção industrial. O acordo vai abranger uma ampla gama de produtos e ainda será apresentado ao Paraguai e Uruguai, para que seja formalizado.

Brasil e Argentina fecham acordo para corte de 10% na tarifa do Mercosul. Disponível em: https://oglobo.globo.com. Acesso em: 8 out. 2021 (adaptado). 



","

A necessidade de negociação diplomática para viabilizar o acordo tarifário mencionado é explicada pela seguinte característica do Mercosul:


",Limitação da circulação financeira.,Padronização da política monetária.,Funcionamento da união aduaneira.,Dependência da exportação agrícola.,Equivalência da legislação trabalhista.,C,
14,53,"


TEXTO I
A Marinha identifica, na voz de Thomas Barnett, uma ampla região potencialmente insubmissa ou simplesmente irredutível às normas gerais de funcionamento promovidas pelos Estados Unidos e sancionadas pelo Fundo Monetário Internacional, pela Organização Mundial do Comércio e pelo Banco Mundial. E não necessariamente por sua consciência rebelde, mas sim, em muitos casos, pela insubstancialidade de suas instituições estatais.
TEXTO II







CECEÑA. A. E. Hegemonias e emancipações no século XXI.
Buenos Aires: Clacso. 2005.




","

As preocupações do governo estadunidense expressas no texto e no mapa evidenciam uma estratégia para
 


",compartilhamento de inovações tecnológicas.,promoção de independência financeira.,incremento de intercâmbios culturais.,ampliação de influência econômica.,preservação de recursos naturais.,D,enem-data/enem-2022/53-images/context_img_0.png
15,50,"




Disponível em:https://hdmais.com.br. Acesso em: 8 out. 2021.




","

O ápice da ilustração se traduz por uma conduta social caracterizada pela


",cultura do cancelamento.,prática do feminicídio.,postura negacionista.,ação involuntária.,defesa da honra.,B,enem-data/enem-2022/50-images/context_img_0.png
16,60,"


Macrocefalia urbana pode ser entendida como a massiva concentração das atividades econômicas em algumas metrópoles que propicia o desencadeamento de processos descompassados: redirecionamento e convergência de fluxos migratórios, déficit no numero de empregos, ocupação desordenada em determinadas regiões da cidade e estigmatizarão de estratos sociais , que comprometem substancialmente a segurança pública urbana.

SANTOS, M. O espaço dividido: os dois circuitos da economia urbana dos países subdesenvolvidos. São Paulo: Edusp. 2004.



","

O processo de concentração espacial apresentado foi estimulado por qual fator geográfico?


",Limitação da Área ocupada,Êxodo da população do campo,Ampliação do risco habitacional,Deficiência do transporte alternativo,Crescimento da taxa de fecundidade,B,
17,63,"


Em Vitória (ES), no bairro Goiabeiras, encontramos as paneleiras, mulheres que são conhecidas pelos saberes/fazeres das tradicionais panelas de barro, ícones da culinária capixaba. A tradição passada de mãe para filha é de origem indígena e sofreu influência de outras etnias, como a afro e a luso. Dessa mistura, acredita-se que a fabricação das panelas de barro já tenha 400 anos. A fabricação das panelas de barro se dá em várias etapas, desde a obtenção de matéria-prima à confecção das panelas. As matérias-primas tradicionalmente utilizadas são provenientes do meio natural, como: argila, retirada do barreiro no Vale do Mulembá; madeira, atualmente proveniente das sobras da construção civil; e tinta, extraída da casca do manguezal, o popular mangue-vermelho.

TRISTÃO, M. A educação ambiental e o pós-colonialismo. Revista de Educação, n. 53, ago. 2014. 




","

Uma característica de práticas tradicionais como a exemplificada no texto é vinculação entre os recursos do mundo natural e a


",manutenção dos modos de vida.,conservação dos plantios da roça.,atualização do modelo de gestão.,participação na sociedade de consumo.,especialização nas etapas de produção.,A,
18,62,"


Quando os espanhóis chegaram à América, estava em seu apogeu o império teocrático dos Incas, que estendia seu poder sobre o que hoje chamamos Peru, Bolívia e Equador, abarcava parte da Colômbia e do Chile e alcançava até o norte argentino e a selva brasileira; a confederação dos Astecas tinha conquistado um alto nível de eficiência no vale do México, e no Yucután, na América Central, a esplêndida civilização dos Maias persistia nos povos herdeiros, organizados para o trabalho e para a guerra. Os Maias tinham sido grandes astrônomos, mediram o tempo e o espaço com assombrosa precisão, e tinham descoberto o valor do número zero antes de qualquer povo da história. No museu de Lima, podem ser vistos centenas de crânios que receberam placas de ouro e prata por parte dos cirurgiões Incas.

GALEANO, E. As veias abertas da América Latina. Porto Alegre: L&PM, 2012.



","

As sociedades mencionadas deixaram como legado uma diversidade de


",bens religiosos inspirados na matriz cristã.,materiais bélicos pilhados em batalhas coloniais.,heranças culturais constituídas de saberes próprios.,costumes laborais moldados em estilos estrangeiros.,práticas medicinais alicerçadas no conhecimento científico.,C,
19,61,"


Entretanto, nosso amigo Basso tem o ânimo alegre. Isso resulta da filosofia: estar alegre diante da morte, forte e contente qualquer que seja o estado do corpo, sem desfalecer, ainda que desfaleça.
 

Sêneca, L. Cartas morais. Lisboa: Calouste Gulbenkian, 1990.



","

O excerto refere-se a uma carta de Sêneca na qual se apresenta como um bem fundamental da filosofia promover a


",valorização de disputas dialógicas,rejeição das convenções sociais,inspiração de natureza religiosa,exaltação do sofrimento,moderação das paixões,E,
20,72,"


Uma nova economia surgiu em escala global no último quartel do século XX. Chamo-a de informacional, para identificar suas características global e em rede funda – mentais e diferenciadas e enfatizar sua interligação. É informacional porque depende basicamente de sua capa – cidade de gerar, processar e aplicar de forma eficiente a informação baseada em conhecimentos. É global porque seus componentes estão organizados em escala global, diretamente ou mediante uma rede de conexões entre agentes econômicos. É rede porque é feita em uma rede
global de interação entre redes empresariais.

CASTELLS, M. A sociedade em rede – a era da informação:
economia, sociedade e cultura. São Paulo: Paz e Terra, 1999
(adaptado).



","

Qual mudança estrutural é resultado da forma de organização econômica descrita no texto?


",Fabricação em série.,Ampliação de estoques.,Fragilização dos cartéis.,Padronização de mercadorias.,Desterritorialização da produção.,E,
