,number,context,question,A,B,C,D,E,answer,context-images
0,2,"


Mas uma coisa ouso afirmar, porque há muitos testemunhos, e é que vi nesta terra de Veragua [Panamá] maiores indícios de ouro nos dois primeiros dias do que na Hispaniola em quatro anos, e que as terras da região não podem ser mais bonitas nem mais bem lavradas. Ali, se quiserem podem mandar extrair à vontade.



Carta de Colombo aos reis da Espanha, julho de 1503. Apud AMADO, J.; FIGUEIREDO, L. C. Colombo e a América: quinhentos anos depois. São Paulo: Atual, 1991 (adaptado).






","



O documento permite identificar um interesse econômico espanhol na colonização da América a partir do século XV. A implicação desse interesse na ocupação do espaço americano está indicada na




",expulsão dos indígenas para fortalecer o clero católico.,promoção das guerras justas para conquistar o território.,imposição da catequese para explorar o trabalho africano.,opção pela policultura para garantir o povoamento ibérico.,fundação de cidades para controlar a circulação de riquezas.,E,
1,1,"


Na regulação de matérias culturalmente delicadas, como, por exemplo, a linguagem oficial, os currículos da educação pública, o status das Igrejas e das comunidades religiosas, as normas do direito penal (por exemplo, quanto ao aborto), mas também em assuntos menos chamativos, como, por exemplo, a posição da família e dos consórcios semelhantes ao matrimônio, a aceitação de normas de segurança ou a delimitação das esferas pública e privada — em tudo isso reflete-se amiúde apenas o autoentendimento ético-político de uma cultura majoritária, dominante por motivos históricos. Por causa de tais regras, implicitamente repressivas, mesmo dentro de uma comunidade republicana que garanta formalmente a igualdade de direitos para todos, pode eclodir um conflito cultural movido pelas minorias desprezadas contra a cultura da maioria.

HABERMAS, J. A inclusão do outro: estudos de teoria política. São Paulo: Loyola, 2002.



","

A reivindicação dos direitos culturais das minorias, como exposto por Habermas, encontra amparo nas democracias contemporâneas, na medida em que se alcança


","a secessão, pela qual a minoria discriminada obteria a igualdade de direitos na condição da sua concentração espacial, num tipo de independência nacional.","a reunificação da sociedade que se encontra fragmentada em grupos de diferentes comunidades étnicas, confissões religiosas e formas de vida, em torno da coesão de uma cultura política nacional.","a coexistência das diferenças, considerando a possibilidade de os discursos de autoentendimento se submeterem ao debate público, cientes de que estarão vinculados à coerção do melhor argumento.","a autonomia dos indivíduos que, ao chegarem à vida adulta, tenham condições de se libertar das tradições de suas origens em nome da harmonia da política nacional.","o desaparecimento de quaisquer limitações, tais como linguagem política ou distintas convenções de comportamento, para compor a arena política a ser compartilhada.",C,
2,4,"


Em um engenho sois imitadores de Cristo crucificado porque padeceis em um modo muito semelhante o que o mesmo Senhor padeceu na sua cruz e em toda a sua paixão. A sua cruz foi composta de dois madeiros, e a vossa em um engenho é de três. Também ali não faltaram as canas, porque duas vezes entraram na Paixão: uma vez servindo para o cetro de escárnio, e outra vez para a esponja em que lhe deram o fel. A Paixão de Cristo parte foi de noite sem dormir, parte foi de dia sem descansar, e tais são as vossas noites e os vossos dias. Cristo despido, e vós despidos; Cristo sem comer, e vós famintos; Cristo em tudo maltratado, e vós maltratados em tudo. Os ferros, as prisões, os açoites, as chagas, os nomes afrontosos, de tudo isto se compõe a vossa imitação, que, se for acompanhada de paciência, também terá merecimento de martírio.



VIEIRA, A. Sermões. Tomo XI. Porto: Lello & Irmão, 1951 (adaptado).






","



O trecho do sermão do Padre Antônio Vieira estabelece uma relação entre a Paixão de Cristo e




",a atividade dos comerciantes de açúcar nos portos brasileiros.,a função dos mestres de açúcar durante a safra de cana.,o sofrimento dos jesuítas na conversão dos ameríndios.,o papel dos senhores na administração dos engenhos.,o trabalho dos escravos na produção de açúcar.,E,
3,9,"


Torna-se claro que quem descobriu a África no Brasil, muito antes dos europeus, foram os próprios africanos trazidos como escravos. E esta descoberta não se restringia apenas ao reino linguístico, estendia-se também a outras áreas culturais, inclusive à da religião. Há razões para pensar que os africanos, quando misturados e transportados ao Brasil, não demoraram em perceber a existência entre si de elos culturais mais profundos.

SLENES, R. Malungu, ngoma vem! África coberta e descoberta do Brasil. Revista USP, n. 12, dez./jan./fev. 1991-92 (adaptado).



","



Com base no texto, ao favorecer o contato de indivíduos de diferentes partes da África, a experiência da escravidão no Brasil tornou possível a




",formação de uma identidade cultural afro-brasileira.,superação de aspectos culturais africanos por antigas tradições europeias.,reprodução de conflitos entre grupos étnicos africanos.,manutenção das características culturais específicas de cada etnia.,resistência à incorporação de elementos culturais indígenas.,A,
4,8,"


Esclarecimento é a saída do homem de sua menoridade, da qual ele próprio é culpado. A menoridade é a incapacidade de fazer uso de seu entendimento sem a direção de outro indivíduo. O homem é o próprio culpado dessa menoridade se a causa dela não se encontra na falta de entendimento, mas na falta de decisão e coragem de servir-se de si mesmo sem a direção de outrem. Tem coragem de fazer uso de teu próprio entendimento, tal é o lema do esclarecimento. A preguiça e a covardia são as causas pelas quais uma tão grande parte dos homens, depois que a natureza de há muito os libertou de uma condição estranha, continuem, no entanto, de bom grado menores durante toda a vida.

KANT, I. Resposta à pergunta: o que é esclarecimento? Petrópolis: Vozes, 1985 (adaptado).



","

Kant destaca no texto o conceito de Esclarecimento, fundamental para a compreensão do contexto filosófico da Modernidade. Esclarecimento, no sentido empregado por Kant, representa


",a reivindicação de autonomia da capacidade racional como expressão da maioridade.,o exercício da racionalidade como pressuposto menor diante das verdades eternas.," a imposição de verdades matemáticas, com caráter objetivo, de forma heterônoma.",a compreensão de verdades religiosas que libertam o homem da falta de entendimento., a emancipação da subjetividade humana de ideologias produzidas pela própria razão.,A,
5,5,"


Fugindo à luta de classes, a nossa organização sindical tem sido um instrumento de harmonia e de cooperação entre o capital e o trabalho. Não se limitou a um sindicalismo puramente “operário”, que conduziria certamente a luta contra o “patrão”, como aconteceu com outros povos.



FALCÃO, W. Cartas sindicais. In: Boletim do Ministério do Trabalho, Indústria e Comércio. Rio de Janeiro, 10 (85), set. 1941 (adaptado).






","



Nesse documento oficial, à época do Estado Novo (1937-1945), é apresentada uma concepção de organização sindical que




",elimina os conflitos no ambiente das fábricas.,limita os direitos associativos do segmento patronal.,orienta a busca do consenso entre trabalhadores e patrões.,proíbe o registro de estrangeiros nas entidades profissionais do país.,desobriga o Estado quanto aos direitos e deveres da classe trabalhadora.,C,
6,6,"


O uso da água aumenta de acordo com as necessidades da população no mundo. Porém, diferentemente do que se possa imaginar, o aumento do consumo de água superou em duas vezes o crescimento populacional durante o século XX.

TEIXEIRA, W. et al. Decifrando a Terra. São Paulo: Cia. Editora Nacional, 2009.



","

Uma estratégia socioespacial que pode contribuir para alterar a lógica de uso da água apresentada no texto é a


",ampliação de sistemas de reutilização hídrica.,expansão da irrigação por aspersão das lavouras.,intensificação do controle do desmatamento de florestas.,adoção de técnicas tradicionais de produção.,criação de incentivos fiscais para o cultivo de produtos orgânicos.,A,
7,16,"


Nossa cultura lipofóbica muito contribui para a distorção da imagem corporal, gerando gordos que se veem magros e magros que se veem gordos, numa quase unanimidade de que todos se sentem ou se veem “distorcidos”. Engordamos quando somos gulosos. É pecado da gula que controla a relação do homem com a balança. Todo obeso declarou, um dia, guerra à balança. Para emagrecer é preciso fazer as pazes com a dita cuja, visando adequar-se às necessidades para as quais ela aponta.

FREIRE, D. S. Obesidade não pode ser pré-requisito. Disponível em: http//gnt.globo.com. Acesso em: 3 abr. 2012 (adaptado).



","

O texto apresenta um discurso de disciplinarização dos corpos, que tem como consequência


"," a ampliação dos tratamentos médicos alternativos, reduzindo os gastos com remédios.","a democratização do padrão de beleza, tornando-o acessível pelo esforço individual.","o controle do consumo, impulsionando uma crise econômica na indústria de alimentos.","a culpabilização individual, associando obesidade à fraqueza de caráter.","o aumento da longevidade, resultando no crescimento populacional.",D,
8,10,"


Nós nos recusamos a acreditar que o banco da justiça é falível. Nós nos recusamos a acreditar que há capitais insuficientes de oportunidade nesta nação. Assim nós viemos trocar este cheque, um cheque que nos dará o direito de reclamar as riquezas de liberdade e a segurança da justiça.



KING Jr., M. L. Eu tenho um sonho, 28 ago. 1963. Disponível em: www.palmares.gov.br. Acesso em: 30 nov. 2011 (adaptado).






","



O cenário vivenciado pela população negra, no sul dos Estados Unidos nos anos 1950, conduziu à mobilização social. Nessa época, surgiram reivindicações que tinham como expoente Martin Luther King e objetivavam




",a conquista de direitos civis para a população negra.,o apoio aos atos violentos patrocinados pelos negros em espaço urbano.,a supremacia das instituições religiosas em meio à comunidade negra sulista.,a incorporação dos negros no mercado de trabalho.,a aceitação da cultura negra como representante do modo de vida americano.,A,
9,14,"










Disponível em: http://quadro-a-quadro.blog.br. Acesso em: 27 jan. 2012.





Com sua entrada no universo dos gibis, o Capitão chegaria para apaziguar a agonia, o autoritarismo militar e combater a tirania. Claro que, em tempos de guerra, um gibi de um herói com uma bandeira americana no peito aplicando um sopapo no Fürer só poderia ganhar destaque, e o sucesso não demoraria muito a chegar.

COSTA, C. Capitão América, o primeiro vingador: crítica. Disponível em: www.revistastart.com.br.
Acesso em: 27 jan. 2012 (adaptado).



","



A capa da primeira edição norte-americana da revista do Capitão América demonstra sua associação com a participação dos Estados Unidos na luta contra




","a Tríplice Aliança, na Primeira Guerra Mundial.","os regimes totalitários, na Segunda Guerra Mundial.","o poder soviético, durante a Guerra Fria.","o movimento comunista, na Guerra do Vietnã.","o terrorismo internacional, após 11 de setembro de 2001.",B,enem-data/enem-2012/14-images/context_img_0.png
10,17,"


A maior parte dos veículos de transporte atualmente é movida por motores a combustão que utilizam derivados de petróleo. Por causa disso, esse setor é o maior consumidor de petróleo do mundo, com altas taxas de crescimento ao longo do tempo. Enquanto outros setores têm obtido bons resultados na redução do consumo, os transportes tendem a concentrar ainda mais o uso de derivados do óleo.

MURTA, A. Energia: o vício da civilização. Rio de Janeiro: Garamond, 2011 (adaptado).



","

Um impacto ambiental da tecnologia mais empregada pelo setor de transportes e uma medida para promover a redução do seu uso, estão indicados, respectivamente, em:


",Aumento da poluição sonora – construção de barreiras acústicas.,Incidência da chuva ácida – estatização da indústria automobilística.,Derretimento das calotas polares – incentivo aos transportes de massa.,Propagação de doenças respiratórias – distribuição de medicamentos gratuitos.,Elevação das temperaturas médias – criminalização da emissão de gás carbônico.,C,
11,7,"










Charge anônima. BURKE, P. A fabricação do rei. Rio de Janeiro: Zahar, 1994. (Foto: Enem)



","



Na França, o rei Luís XIV teve sua imagem fabricada por um conjunto de estratégias que visavam sedimentar uma determinada noção de soberania. Neste sentido, a charge apresentada demonstra




","a humanidade do rei, pois retrata um homem comum, sem os adornos próprios à vestimenta real.","a unidade entre o público e o privado, pois a figura do rei com a vestimenta real representa o público e sem a vestimenta real, o privado.","o vínculo entre monarquia e povo, pois leva ao conhecimento do público a figura de um rei  despretensioso e distante do poder político.","o gosto estético refinado do rei, pois evidencia a elegância dos trajes reais em relação aos de outros membros da corte.","a importância da vestimenta para a constituição simbólica do rei, pois o corpo político adornado esconde os defeitos do corpo pessoal.",E,enem-data/enem-2012/7-images/context_img_0.png
12,3,"


Que é ilegal a faculdade que se atribui à autoridade real para suspender as leis ou seu cumprimento.
Que é ilegal toda cobrança de impostos para a Coroa sem o concurso do Parlamento, sob pretexto de prerrogativa, ou em época e modo diferentes dos designados por ele próprio.
Que é indispensável convocar com frequência os Parlamentos para satisfazer os agravos, assim como para corrigir, afirmar e conservar leis.



Declaração de Direitos. Disponível em: http://disciplinas.stoa.usp.br Acesso em: 20 dez. 2011 (adaptado).






","



No documento de 1689, identifica-se uma particularidade da Inglaterra diante dos demais Estados europeus na Época Moderna. A peculiaridade inglesa e o regime político que predominavam na Europa continental estão indicados, respectivamente, em:




",Redução da influência do papa – Teocracia.,Limitação do poder do soberano – Absolutismo.,Ampliação da dominação da nobreza – República.,Expansão da força do presidente – Parlamentarismo.,Restrição da competência do congresso – Presidencialismo.,B,
13,11,"


É verdade que nas democracias o povo parece fazer o que quer; mas a liberdade política não consiste nisso. Deve-se ter sempre presente em mente o que é independência e o que é liberdade. A liberdade é o direito de fazer tudo o que as leis permitem; se um cidadão pudesse fazer tudo o que elas proíbem, não teria mais liberdade, porque os outros também teriam tal poder.

MONTESQUIEU. Do Espírito das Leis. São Paulo: Editora Nova Cultural, 1997 (adaptado).



","

A característica de democracia ressaltada por Montesquieu diz respeito


",ao status de cidadania que o indivíduo adquire ao tomar as decisões por si mesmo.,ao condicionamento da liberdade dos cidadãos à conformidade às leis.,"à possibilidade de o cidadão participar no poder e, nesse caso, livre da submissão às leis.","ao livre-arbítrio do cidadão em relação àquilo que é proibido, desde que ciente das consequências.",ao direito do cidadão exercer sua vontade de acordo com seus valores pessoais.,B,
