,number,context,question,A,B,C,D,E,answer,context-images
0,46,"


A eficiência das lâmpadas pode ser comparada utilizando a razão, considerada linear, entre a quantidade de luz produzida e o consumo. A quantidade de luz é medida pelo fluxo luminoso, cuja unidade é o lúmen (lm). O consumo está relacionado à potência elétrica da lâmpada que é medida em watt (W). Por exemplo, uma lâmpada incandescente de 40 W emite cerca de 600 lm, enquanto uma lâmpada fluorescente de 40 W emite cerca de 3 000 lm.

Disponível em: http://tecnologia.terra.com.br. Acesso em: 29 fev. 2012 (adaptado).



","

A eficiência de uma lâmpada incandescente de 40 W é


","maior que a de uma lâmpada fluorescente de 8 W, que produz menor quantidade de luz.","maior que a de uma lâmpada fluorescente de 40 W, que produz menor quantidade de luz.","menor que a de uma lâmpada fluorescente de 8 W, que produz a mesma quantidade de luz.","menor que a de uma lâmpada fluorescente de 40 W, pois consome maior quantidade de energia.","igual a de uma lâmpada fluorescente de 40 W, que consome a mesma quantidade de energia.",C,
1,56,"


Medidas de saneamento básico são fundamentais no processo de promoção de saúde e qualidade de vida da população. Muitas vezes, a falta de saneamento está relacionada com o aparecimento de várias doenças. Nesse contexto, um paciente dá entrada em um pronto atendimento relatando que há 30 dias teve contato com águas de enchente. Ainda informa que nesta localidade não há rede de esgoto e drenagem de águas pluviais e que a coleta de lixo é inadequada. Ele apresenta os seguintes sintomas: febre, dor de cabeça e dores musculares.

Disponível em: http://portal.saude.gov.br. Acesso em: 27 fev. 2012 (adaptado).



","

Relacionando os sintomas apresentados com as condições sanitárias da localidade, há indicações de que o paciente apresenta um caso de


",difteria.,botulismo.,tuberculose.,leptospirose.,meningite meningocócica.,D,
2,60,"

O milho transgênico é produzido a partir da manipulação do milho original, com a transferência, para este, de um gene de interesse retirado de outro organismo de espécie diferente.


","

A característica de interesse será manifestada em decorrência


",do incremento do DNA a partir da duplicação do gene transferido.,da transcrição do RNA transportador a partir do gene transferido.,da expressão de proteínas sintetizadas a partir do DNA não hibridizado.,da síntese de carboidratos a partir da ativação do DNA do milho original.,da tradução do RNA mensageiro sintetizado a partir do DNA recombinante.,E,
3,49,"

Em um dia de chuva muito forte, constatou-se uma goteira sobre o centro de uma piscina coberta, formando um padrão de ondas circulares. Nessa situação, observou-se que caíam duas gotas a cada segundo. A distância entre duas cristas consecutivas era de 25 cm e cada uma delas se aproximava da borda da piscina com velocidade de 1,0 m/s. Após algum tempo a chuva diminuiu e a goteira passou a cair uma vez por segundo.


","

Com a diminuição da chuva, a distância entre as cristas e a velocidade de propagação da onda se tornaram, respectivamemente,


","maior que 25 cm e maior que 1,0 m/s.","maior que 25 cm e igual a 1,0 m/s.","menor que 25 cm e menor que 1,0 m/s.","menor que 25 cm e igual a 1,0 m/s.","igual a 25 cm e igual a 1,0 m/s.",B,
4,58,"

Para diminuir o acúmulo de lixo e o desperdício de materiais de valor econômico e, assim, reduzir a exploração de recursos naturais, adotou-se, em escala internacional, a política dos três erres: Redução, Reutilização e Reciclagem.


","

Um exemplo de reciclagem é a utilização de:


",garrafas de vidro retornáveis para cerveja ou refrigerante.,latas de alumínio como material para fabricação de lingotes.,sacos plásticos de supermercado como acondicionantes de lixo caseiro.,embalagens plásticas vazias e limpas para acondicionar outros alimentos.,garrafas PET recortadas em tiras para fabricação de cerdas de vassouras.,B,
5,54,"

Os carrinhos de brinquedo podem ser de vários tipos. Dentre eles, há os movidos a corda, em que uma mola em seu interior é comprimida quando a criança puxa o carrinho para trás. Ao ser solto, o carrinho entra em movimento enquanto a mola volta à sua forma inicial.


","

O processo de conversão de energia que ocorre no carrinho descrito também é verificado em


",um dínamo.,um freio de automóvel.,um motor a combustão.,uma usina hidroelétrica.,uma atiradeira (estilingue).,E,
6,51,"

Um consumidor desconfia que a balança do supermercado não está aferindo corretamente a massa dos produtos. Ao chegar a casa resolve conferir se a balança estava descalibrada. Para isso, utiliza um recipiente provido de escala volumétrica, contendo 1,0 litro d’água. Ele coloca uma porção dos legumes que comprou dentro do recipiente e observa que a água atinge a marca de 1,5 litro e também que a porção não ficara totalmente submersa, com 1/3 de seu volume fora d’água. Para concluir o teste, o consumidor, com ajuda da internet, verifica que a densidade dos legumes, em questão, é a metade da densidade da água, onde, ρágua = 1 g/cm3 . No supermercado a balança registrou a massa da porção de legumes igual a 0,500 kg (meio quilograma).


","

Considerando que o método adotado tenha boa precisão, o consumidor concluiu que a balança estava descalibrada e deveria ter registrado a massa da porção de legumes igual a


","0,073 kg.","0,167 kg.","0,250 kg.","0,375 kg.","0,750 kg. ",D,
7,47,"


Não é de hoje que o homem cria, artificialmente, variedades de peixes por meio da hibridação. Esta é uma técnica muito usada pelos cientistas e pelos piscicultores porque os híbridos resultantes, em geral, apresentam maior valor comercial do que a média de ambas as espécies parentais, além de reduzir a sobrepesca no ambiente natural.

Terra da Gente, ano 4, n. 47, mar. 2008 (adaptado).



","

Sem controle, esses animais podem invadir rios e lagos naturais, se reproduzir e


",originar uma nova espécie poliploide.,substituir geneticamente a espécie natural.,ocupar o primeiro nível trófico no hábitat aquático.,impedir a interação biológica entre as espécies parentais.,produzir descendentes com o código genético modificado.,B,
8,48,"

Há milhares de anos o homem faz uso da biotecnologia para a produção de alimentos como pães, cervejas e vinhos. Na fabricação de pães, por exemplo, são usados fungos unicelulares, chamados de leveduras, que são comercializados como fermento biológico. Eles são usados para promover o crescimento da massa, deixando-a leve e macia.


","

O crescimento da massa do pão pelo processo citado é resultante da


",liberação de gás carbônico.,formação de ácido lático.,formação de água.,produção de ATP.,liberação de calor.,A,
9,55,"

Pesticidas são contaminantes ambientais altamente tóxicos aos seres vivos e, geralmente, com grande persistência ambiental. A busca por novas formas de eliminação dos pesticidas tem aumentado nos últimos anos, uma vez que as técnicas atuais são economicamente dispendiosas e paliativas. A biorremediação de pesticidas utilizando microrganismos tem se mostrado uma técnica muito promissora para essa finalidade, por apresentar vantagens econômicas e ambientais. 


","

Para ser utilizado nesta técnica promissora, um microrganismo deve ser capaz de


",transferir o contaminante do solo para a água.,absorver o contaminante sem alterá-lo quimicamente.,apresentar alta taxa de mutação ao longo das gerações.,estimular o sistema imunológico do homem contra o contaminante.,"metabolizar o contaminante, liberando subprodutos menos tóxicos ou atóxicos.",E,
10,59,"

Um dos problemas ambientais vivenciados pela agricultura hoje em dia é a compactação do solo, devida ao intenso tráfego de máquinas cada vez mais pesadas, reduzindo a produtividade das culturas.


","

Uma das formas de prevenir o problema de compactação do solo é substituir os pneus dos tratores por pneus mais


","largos, reduzindo a pressão sobre o solo.","estreitos, reduzindo a pressão sobre o solo.","largos, aumentando a pressão sobre o solo.","estreitos, aumentando a pressão sobre o solo.","altos, reduzindo a pressão sobre o solo.",A,
11,62,"

Alguns povos indígenas ainda preservam suas tradições realizando a pesca com lanças, demonstrando uma notável habilidade. Para fisgar um peixe em um lago com águas tranquilas o índio deve mirar abaixo da posição em que enxerga o peixe


","

Ele deve proceder dessa forma porque os raios de luz


",refletidos pelo peixe não descrevem uma trajetória retilínea no interior da água.,emitidos pelos olhos do índio desviam sua trajetória quando passam do ar para a água.,espalhados pelo peixe são refletidos pela superfície da água.,emitidos pelos olhos do índio são espalhados pela superfície da água.,refletidos pelo peixe desviam sua trajetória quando passam da água para o ar.,E,
12,61,"


A produção mundial de alimentos poderia se reduzir a 40% da atual sem a aplicação de controle sobre as pragas agrícolas. Por outro lado, o uso frequente dos agrotóxicos pode causar contaminação em solos, águas superficiais e subterrâneas, atmosfera e alimentos. Os biopesticidas, tais como a piretrina e
a coronopilina, têm sido uma alternativa na diminuição dos prejuízos econômicos, sociais e ambientais gerados pelos agrotóxicos.










","

Identifique as funções orgânicas presentes simultaneamente nas estruturas dos dois biopesticidas apresentados:


",Éter e éster.,Cetona e éster.,Álcool e cetona.,Aldeído e cetona.,Éter e ácido carboxílico.,B,enem-data/enem-2012/61-images/context_img_0.png
13,66,"

Uma empresa de transportes precisa efetuar a entrega de uma encomenda o mais breve possível. Para tanto, a equipe de logística analisa o trajeto desde a empresa até o local da entrega. Ela verifica que o trajeto apresenta dois trechos de distâncias diferentes e velocidades máximas permitidas diferentes. No primeiro trecho, a velocidade máxima permitida é de 80 km/h e a distância a ser percorrida é de 80 km. No segundo trecho, cujo comprimento vale 60 km, a velocidade máxima permitida é 120 km/h.


","

Supondo que as condições de trânsito sejam favoráveis para que o veículo da empresa ande continuamente na velocidade máxima permitida, qual será o tempo necessário, em horas, para a realização da entrega?


","0,7.","1,4.","1,5.","2,0.","3,0.",C,
14,57,"


O rótulo de um desodorante aerossol informa ao consumidor que o produto possui em sua composição os gases isobutano, butano e propano, dentre outras
substâncias. Além dessa informação, o rótulo traz, ainda,a inscrição “Não contém CFC”. As reações a seguir, que ocorrem na estratosfera, justificam a não utilização de CFC (clorofluorcarbono ou Freon) nesse desodorante:










","

A preocupação com as possíveis ameaças à camada de ozônio (O3) baseia-se na sua principal função: proteger a matéria viva na Terra dos efeitos prejudiciais dos raios solares ultravioleta. A absorção da radiação ultravioleta pelo ozônio estratosférico é intensa o suficiente para eliminar boa parte da fração de ultravioleta que é prejudicial à vida. 
A finalidade da utilização dos gases isobutano, butano e propano neste aerossol é


","substituir o CFC, pois não reagem com o ozônio, servindo como gases propelentes em aerossóis.","servir como propelentes, pois, como são muito reativos, capturam o Freon existente livre na atmosfera, impedindo a destruição do ozônio.","reagir com o ar, pois se decompõem espontaneamente em dióxido de carbono (CO2 ) e água (H2O), que não atacam o ozônio.","impedir a destruição do ozônio pelo CFC, pois os hidrocarbonetos gasosos reagem com a radiação UV, liberando hidrogênio (H2 ), que reage com o oxigênio do ar (O2 ), formando água (H2O).","destruir o CFC, pois reagem com a radiação UV, liberando carbono (C), que reage com o oxigênio do ar (O2 ), formando dióxido de carbono (CO2 ), que é inofensivo para a camada de ozônio.",A,enem-data/enem-2012/57-images/context_img_0.png
15,63,"

Os vegetais biossintetizam determinadas substâncias (por exemplo, alcaloides e flavonoides), cuja estrutura química e concentração variam num mesmo organismo em diferentes épocas do ano e estágios de desenvolvimento. Muitas dessas substâncias são produzidas para a adaptação do organismo às variações ambientais (radiação UV, temperatura, parasitas, herbívoros, estímulo a polinizadores etc.) ou fisiológicas (crescimento, envelhecimento etc.).


","

As variações qualitativa e quantitativa na produção dessas substâncias durante um ano são possíveis porque o material genético do indivíduo


",sofre constantes recombinações para adaptar-se.,muda ao longo do ano e em diferentes fases da vida.,cria novos genes para biossíntese de substâncias específicas.,altera a sequência de bases nitrogenadas para criar novas substâncias.,possui genes transcritos diferentemente de acordo com cada necessidade.,E,
16,69,"

Em certos locais, larvas de moscas, criadas em arroz cozido, são utilizadas como iscas para pesca. Alguns criadores, no entanto, acreditam que essas larvas surgem espontaneamente do arroz cozido, tal como preconizado pela teoria da geração espontânea.


","

Essa teoria começou a ser refutada pelos cientistas ainda no século XVII, a partir dos estudos de Redi e Pasteur, que mostraram experimentalmente que


",seres vivos podem ser criados em laboratório.,a vida se originou no planeta a partir de microrganismos.,o ser vivo é oriundo da reprodução de outro ser vivo pré-existente.,seres vermiformes e microrganismos são evolutivamente aparentados.,"vermes e microrganismos são gerados pela matéria existente nos cadáveres e nos caldos nutritivos, respectivamente.",C,
