,number,context,question,A,B,C,D,E,answer,context-images
0,91,"


Quotes of the Day
Friday, Sep. 02, 2011
“There probably was a shortage of not just respect and boundaries but also love. But you do need, when they cross the line and break the law, to be very tough.”
British Prime Minister DAVID CAMERON, arguing that those involved in the recent riots in England need “tough love” as he vows to “get to grips” with the country’s problem families.

Disponível em: www.time.com. Acesso em: 5 nov. 2011 (adaptado).



","

A respeito dos tumultos causados na Inglaterra em agosto de 2011, as palavras de alerta de David Cameron têm como foco principal


",enfatizar a discriminação contra os jovens britânicos e suas famílias.,criticar as ações agressivas demonstradas nos tumultos pelos jovens.,estabelecer relação entre a falta de limites dos jovens e o excesso de amor.,"reforçar a ideia de que os jovens precisam de amor, mas também de firmeza.",descrever o tipo de amor que gera problemas às famílias de jovens britânicos.,D,
1,93,"


Obituario*

Lo enterraron en el corazón de un bosque de pinos
y sin embargo
el ataúd de pino fue importado de Ohio;
lo enterraron al borde de una mina de hierro
y sin embargo
los clavos de su ataúd y el hierro de la pala
fueron importados de Pittsburg;
lo enterraron junto al mejor pasto de ovejas del mundo
y sin embargo
las lanas de los festones del ataúd eran de California.
Lo enterraron con un traje de New York,
un par de zapatos de Boston,
una camisa de Cincinatti
y unos calcetines de Chicago.
Guatemala no facilitó nada al funeral,
excepto el cadáver.
* Paráfrasis de un famoso texto norteamericano.

NOGUERAS, L. R. Las quince mil vidas del caminante. La Habana: Unea,1977.



","

O texto de Luis Rogelio Nogueras faz uma crítica


",à dependência de produtos estrangeiros por uma nação.,ao comércio desigual entre Guatemala e Estados Unidos.,à má qualidade das mercadorias guatemaltecas.,às dificuldades para a realização de um funeral.,à ausência de recursos naturais na Guatemala.,A,
2,91,"


Excavarán plaza ceremonial del frontis norte de
huaca de la Luna
Trujillo, feb. 25 (ANDINA). Tras limpiar los escombros del saqueo colonial y de las excavaciones de los últimos años en huaca de la Luna, este año se intervendrá la plaza ceremonial del frontis norte, en donde se ubica la gran fachada del sitio arqueológico ubicado en Trujillo, La Libertad, informaron hoy fuentes culturales. Después de varias semanas de trabajo, el material fue sacado del sitio arqueológico para poder apreciar mejor la extensión y forma del patio que, según las investigaciones, sirvió hace unos 1 500 como escenario de extraños rituales.
El codirector del Proyecto Arqueológico Huacas del Sol y la Luna, Ricardo Morales Gamarra, sostuvo que con la zona limpia de escombros, los visitantes conocerán la verdadera proporción de la imponente fachada, tal y como la conocieron los moches. Por su parte, el arqueólogo Santiago Uceda, también codirector del proyecto, dijo que las excavaciones se iniciarán este año para determinar qué otros elementos componían dicha área. “Hace poco nos sorprendió encontrar un altar semicircular escalonado. Era algo que no esperábamos. Por lo tanto, es difícil saber qué es lo que aún está escondido en la zona que exploraremos”, señaló Uceda a la Agencia Andina.
La huaca de la Luna se localiza en el distrito trujillano de Moche. Es una pirámide de adobe adornada, en sus murales, con impresionantes imágenes mitológicas, muchas de ellas en alto relieve.

Disponível em: www.andina.com.pe. Acesso em: 23 fev. 2012 (adaptado).



","

O texto apresenta informações sobre um futuro trabalho de escavação de um sítio arqueológico peruano. Sua leitura permite inferir que


",a pirâmide huaca de la Luna foi construída durante o período colonial peruano.,o sítio arqueológico contém um altar semicircular bastante deteriorado.,a pirâmide huaca de la Luna foi construída com cerâmica.,o sítio arqueológico possui um pátio que foi palco de rituais.,o sítio arqueológico mantém escombros deixados pela civilização moche.,D,
3,92,"


Nuestra comarca del mundo, que hoy llamamos América Latina perfeccionó sus funciones. Este ya no es el reino de las maravillas donde la realidad derrotaba a la fábula y la imaginación era humillada por los troféus de la conquista, los yacimientos de oro y las montañas de plata. Pero la región sigue trabajando de sirvienta. Es América Latina, la región de las venas abiertas. Desde el descubrimiento hasta nuestros días, todo se ha trasmutado siempre en capital europeo o, más tarde, norteamericano, y como tal se ha acumulado y se acumula en los lejanos centros del poder. Todo: la tierra, sus frutos y sus profundidades ricas en minerales, los hombres y su capacidad de trabajo y de consumo, los recursos naturales y los recursos humanos. El modo de producción y la estructura de clases de cada lugar han sido sucesivamente determinados, desde fuera, por su incorporación al engranaje universal del capitalismo. Nuestra derrota estuvo siempre implícita en la victoria ajena; nuestra riqueza ha generado siempre nuestra pobreza para alimentar la prosperidad de otros: los imperios y sus caporales nativos.

GALEANO, E. Las venas abiertas de América Latina. Buenos Aires: Siglo Veintiuno Argentina, 2010 (adaptado).



","

A partir da leitura do texto, infere-se que, ao longo da história da América Latina,


",suas relações com as nações exploradoras sempre se caracterizaram por uma rede de dependências.,seus países sempre foram explorados pelas mesmas nações desde o início do processo de colonização.,sua sociedade sempre resistiu à aceitação do capitalismo imposto pelo capital estrangeiro.,suas riquezas sempre foram acumuladas longe dos centros de poder.,suas riquezas nunca serviram ao enriquecimento das elites locais.,A,
4,98,"


O senhor
Carta a uma jovem que, estando em uma roda em que dava aos presentes o tratamento de você, se dirigiu ao autor chamando-o “o senhor”:
Senhora:
Aquele a quem chamastes senhor aqui está, de peito magoado e cara triste, para vos dizer que senhor ele não é, de nada, nem de ninguém.
Bem o sabeis, por certo, que a única nobreza do plebeu está em não querer esconder sua condição, e esta nobreza tenho eu. Assim, se entre tantos senhores ricos e nobres a quem chamáveis você escolhestes a mim para tratar de senhor, é bem de ver que só poderíeis ter encontrado essa senhoria nas rugas de minha testa e na prata de meus cabelos. Senhor de muitos anos, eis aí; o território onde eu mando é no país do tempo que foi. Essa palavra “senhor”, no meio de uma frase, ergueu entre nós um muro frio e triste.
Vi o muro e calei: não é de muito, eu juro, que me acontece essa tristeza; mas também não era a vez primeira.

BRAGA, R. A borboleta amarela. Rio de Janeiro: Record, 1991.



","

A escolha do tratamento que se queira atribuir a alguém geralmente considera as situações específicas de uso social. A violação desse princípio causou um mal-estar no autor da carta. O trecho que descreve essa violação é:


","“Essa palavra, ‘senhor’, no meio de uma frase ergueu entre nós um muro frio e triste.”",“A única nobreza do plebeu está em não querer esconder a sua condição.”,“Só poderíeis ter encontrado essa senhoria nas rugas de minha testa.”,“O território onde eu mando é no país do tempo que foi.”,"“Não é de muito, eu juro, que acontece essa tristeza; mas também não era a vez primeira.”",A,
5,94,"


I, too
I, too, sing America.
I am the darker brother.
They send me to eat in the kitchen
When company comes,
But I laugh,
And eat well,
And grow strong.
Tomorrow,
l’ll be at the table
When company comes.
Nobody’ll dare
Say to me,
“Eat in the kitchen,”
Then.
Besides,
They’ll see how beautiful I am
And be ashamed
I, too, am America.

HUGHES, L. In: RAMPERSAD, A.; ROESSEL, D. (Ed.) The collected poems of Langston
 Hughes. New York: Knopf, 1994.



","

Langston Hughes foi um poeta negro americano que viveu no século XX e escreveu I, too em 1932. No poema, a personagem descreve uma prática racista que provoca nela um sentimento de


","coragem, pela superação.","vergonha, pelo retraimento.","compreensão, pela aceitação.","superioridade, pela arrogância.","resignação, pela submissão.",A,
6,95,"


Las Malvinas son nuestras
Sí, las islas son nuestras. Esta afirmación no se basa en sentimientos nacionalistas, sino en normas y princípios del derecho internacional que, si bien pueden suscitar interpretaciones en contrario por parte de los británicos, tienen la fuerza suficiente para imponerse.
Los británicos optaron por sostener el derecho de autodeterminación de los habitantes de las islas, invocando la resolución 1514 de las Naciones Unidas, que acordó a los pueblos coloniales el derecho de independizarse de los Estados colonialistas. Pero esta tesitura es también indefendible. La citada resolución se aplica a los casos de pueblos sojuzgados por una potencia extranjera, que no es el caso de Malvinas, donde Gran Bretaña procedió a expulsar a los argentinos que residían en las islas, reemplazándolos por súbditos de la corona que pasaron a ser kelpers y luego ciudadanos británicos. Además, según surge de la misma resolución, el principio de autodeterminación no es de aplicación cuando afecta la integridad territorial de un país.
Finalmente, en cuanto a qué haría la Argentina con los habitantes británicos de las islas en caso de ser recuperadas, la respuesta se encuentra en la cláusula transitória primera de la Constitución Nacional sancionada por la reforma de 1994, que impone respetar el modo de vida de los isleños, lo que además significa respetar sus intereses.

MENEM, E. Disponível em: www.lanacion.com.ar. Acesso em: 18 fev. 2012 (adaptado).



","

O texto apresenta uma opinião em relação à disputa entre e a Argentina e o Reino Unido pela soberania sobre as Ilhas Malvinas, ocupadas pelo Reino Unido em 1833. O autor dessa opinião apoia a reclamação argentina desse arquipélago, argumentando que


",a descolonização das ilhas em disputa está contemplada na lei comum britânica.,as Nações Unidas estão desacreditadas devido à ambiguidade das suas resoluções.,o princípio de autodeterminação carece de aplicabilidade no caso das Ilhas Malvinas.,a população inglesa compreende a reivindicação nacionalista da administração argentina.,os cidadãos de origem britânica assentados nas ilhas seriam repatriados para a Inglaterra.,C,
7,101,"


Das irmãs
os meus irmãos sujando-se
na lama
e eis-me aqui cercada
de alvura e enxovais
eles se provocando e provando
do fogo
e eu aqui fechada
provendo a comida
eles se lambuzando e arrotando
na mesa
e eu a temperada
servindo, contida
os meus irmãos jogando-se
na cama
e eis-me afiançada
por dote e marido

QUEIROZ, S. O sacro ofício. Belo Horizonte: Comunicação, 1980.



","

O poema de Sonia Queiroz apresenta uma voz lírica feminina que contrapõe o estilo de vida do homem ao modelo reservado à mulher. Nessa contraposição, ela conclui que


","a mulher deve conservar uma assepsia que a distingue de homens, que podem se jogar na lama.","a palavra “fogo” é uma metáfora que remete ao ato de cozinhar, tarefa destinada às mulheres.",a luta pela igualdade entre os gêneros depende da ascensão financeira e social das mulheres.,"a cama, como sua “alvura e enxovais”, é um símbolo da fragilidade feminina no espaço doméstico.",os papéis sociais destinados aos gêneros produzem efeitos e graus de autorrealização desiguais.,E,
8,97,"


Com o texto eletrônico, enfim, parece estar ao alcance de nossos olhos e de nossas mãos um sonho muito antigo da humanidade, que se poderia resumir em duas palavras, universalidade e interatividade.
As luzes, que pensavam que Gutenberg tinha propiciado aos homens uma promessa universal, cultivavam um modo de utopia. Elas imaginavam poder, a partir das práticas privadas de cada um, construir um espaço de intercâmbio crítico das ideias e opiniões. O sonho de Kant era que cada um fosse ao mesmo tempo leitor e autor, que emitisse juízos sobre as instituições de seu tempo, quaisquer que elas fossem e que, ao mesmo tempo, pudesse refletir sobre o juízo emitido pelos outros. Aquilo que outrora só era permitido pela comunicação manuscrita ou a circulação dos impressos encontra hoje um suporte poderoso com o texto eletrônico.

CHARTIER, R. A aventura do livro: do leitor ao navegador. São Paulo: Imprensa Oficial do Estado de São Paulo; Unesp, 1998.



","

No trecho apresentado, o sociólogo Roger Chartier caracteriza o texto eletrônico como um poderoso suporte que coloca ao alcance da humanidade o antigo sonho de universalidade e interatividade, uma vez que cada um passa a ser, nesse espaço de interação social, leitor e autor ao mesmo tempo. A universalidade e a interatividade que o texto eletrônico possibilita estão diretamente relacionadas à função social da internet de


",propiciar o livre e imediato acesso às informações e ao intercâmbio de julgamentos.,globalizar a rede de informações e democratizar o acesso aos saberes.,expandir as relações interpessoais e dar visibilidade aos interesses pessoais.,propiciar entretenimento e acesso a produtos e serviços.,expandir os canais de publicidade e o espaço mercadológico.,A,
9,96,"










Disponível em: www.ivancabral.com. Acesso em: 27 fev. 2012.



","

O efeito de sentido da charge é provocado pela combinação de informações visuais e recursos linguísticos. No contexto da ilustração, a frase proferida recorre à


","polissemia, ou seja, aos múltiplos sentidos da expressão “rede social” para transmitir a ideia que pretende veicular.",ironia para conferir um novo significado ao termo “outra coisa”.,"homonímia para opor, a partir do advérbio de lugar, o espaço da população pobre e o espaço da população rica.",personificação para opor o mundo real pobre ao mundo virtual rico.,antonímia para comparar a rede mundial de computadores com a rede caseira de descanso da família.,A,enem-data/enem-2012/96-images/context_img_0.png
