,number,context,question,A,B,C,D,E,answer,context-images
0,4,"




Os lixões são o pior tipo de disposição final dos resíduos sólidos de uma cidade, representando um grave problema ambiental e de saúde pública. Nesses locais, o lixo é jogado diretamente no solo e a céu aberto, sem nenhuma norma de controle, o que causa, entre outros problemas, a contaminação do solo e das águas pelo chorume (líquido escuro com alta carga poluidora, proveniente da decomposição da matéria orgânica presente no lixo).
 




RICARDO, B.; CANPANILLI, M. Almanaque Brasil
 Socioambiental 2008.
São Paulo, Instituto Socioambiental, 2007.



","

Considere um município que deposita os resíduos sólidos produzidos por sua população em um lixão. Esse procedimento é considerado um problema de saúde pública porque os lixões


","causam problemas respiratórios, devido ao mau cheiro que provém da decomposição.","são locais propícios à proliferação de vetores de doenças, além de contaminarem o solo e as águas.","provocam o fenômeno da chuva ácida, devido aos gases oriundos da decomposição da matéria orgânica.","são instalados próximos ao centro das cidades, afetando toda a população que circula diariamente na área.","são responsáveis pelo desaparecimento das nascentes na região onde são instalados, o que leva à escassez de água.",B,
1,15,"




No dia 28 de fevereiro de 1985, era inaugurada a Estrada de Ferro Carajás, pertencente e diretamente operada pela Companhia Vale do Rio Doce (CVRD), na região Norte do país, ligando o interior ao principal porto da região, em São Luís. Por seus, aproximadamente, 900 quilômetros de linha, passam, hoje, 5353 vagões e 100 locomotivas.



Dísponivel em: http://www.transportes.gov.br. Acesso em 27 jul. 2010 (adaptado).



","

A ferrovia em questão é de extrema importância para a logística do setor primário da economia brasileira, em especial para porções dos estados do Pará e Maranhão. Um argumento que destaca a importância estratégica dessa porção do território é a


",produção de energia para as principais áreas industriais do país.,produção sustentável de recursos minerais não metálicos.,capacidade de produção de minerais metálicos.,logística de importação de matérias-primas industriais.,produção de recursos minerais energéticos.,C,
2,12,"




A Inglaterra pedia lucros e recebia lucros. Tudo se transformava em lucro. As cidades tinham sua sujeira lucrativa, suas favelas lucrativas, sua fumaça lucrativa, sua desordem lucrativa, sua ignorância lucrativa, seu desespero lucrativo. As novas fábricas e os novos altos-fornos eram como as Pirâmides, mostrando mais a escravização do homem que seu poder.
 




DEANE, P. A Revolução Industrial. Rio de Janeiro: Zahar, 1979 (adaptado).



","

Qual relação é estabelecida no texto entre os avanços tecnológicos ocorridos no contexto da Revolução Industrial Inglesa e as características das cidades industriais no início do século XIX?


","A facilidade em se estabelecerem relações lucrativas transformava as cidades em espaços privilegiados para a livre iniciativa, característica da nova sociedade capitalista.",O desenvolvimento de métodos de planejamento urbano aumentava a eficiência do trabalho industrial.,A construção de núcleos urbanos integrados por meios de transporte facilitava o deslocamento dos trabalhadores das periferias até as fábricas.,"A grandiosidade dos prédios onde se localizavam as fábricas revelava os avanços da engenharia e da arquitetura do período, transformando as cidades em locais de experimentação estética e artística.","O alto nível de exploração dos trabalhadores industriais ocasionava o surgimento de aglomerados urbanos marcados por péssimas condições de moradia, saúde e higiene.",E,
3,8,"




A evolução do processo de transformação de matérias-primas em produtos acabados ocorreu em três estágios: artesanato, manufatura e maquinofatura.





","

Um desses estágios foi o artesanato, em que se


",trabalhava conforme o ritmo das máquinas e de maneira padronizada.,trabalhava geralmente sem o uso de máquinas e de modo diferente do modelo de produção em série.,empregavam fontes de energia abundantes para o funcionamento das máquinas.,"realizava parte da produção por cada operário, com uso de máquinas e trabalho assalariado.",faziam interferência do processo produtivo por técnicos e gerentes com vistas a determinar o ritmo de produção.,B,
4,9,"




O G-20 é o grupo que reúne os países do G-7, os mais industrializados do mundo (EUA, Japão, Alemanha, França, Reino Unido, Itália e Canadá), a União Europeia e os principais emergentes (Brasil, Rússia, Índia, China, África do Sul, Arábia Saudita, Argentina, Austrália, Coreia do Sul, Indonésia, México e Turquia). Esse grupo de países vem ganhando força nos fóruns internacionais de decisão e consulta.
 




ALLAN. R. Crise global. Dísponivel em: http://conteudoclippingmp.planejamento.gov.br. Acesso em: 31 jul. 2010.



","

Entre os países emergentes que formam o G-20, estão os chamados BRIC (Brasil, Rússia, Índia e China), termo criado em 2001 para referir-se aos países que


",apresentam características econômicas promissoras para as próximas décadas.,possuem base tecnológica mais elevada.,apresentam índices de igualdade social e econômica mais acentuados.,apresentam diversidade ambiental suficiente para impulsionar a economia global.,possuem similaridades culturais capazes de alavancar a economia mundial.,A,
5,3,"




A maioria das pessoas daqui era do campo. Vila Maria é hoje exportadora de trabalhadores. Empresários de Primavera do Leste, Estado de Mato Grosso, procuram o bairro de Vila Maria para conseguir mão de obra. É gente indo distante daqui 300, 400 quilômetros para ir trabalhar, para ganhar sete conto por dia. (Carlito, 43 anos, maranhense, entrevistado em 22/03/98).






Ribeiro, H. S. O migrante e a cidade: dilemas e conflitos. Araraquara: Wunderlich, 2001 (adaptado).






","



O texto retrata um fenômeno vivenciado pela agricultura brasileira nas últimas décadas do século XX, consequência




",dos impactos sociais da modernização da agricultura.,da recomposição dos salários do trabalhador rural.,da exigência de qualificação do trabalhador rural.,da diminuição da importância da agricultura.,dos processos de desvalorização de áreas rurais.,A,
6,1,"


Antes, eram apenas as grandes cidades que se apresentavam como o império da técnica, objeto de modificações, suspensões, acréscimos, cada vez mais sofisticadas e carregadas de artifício. Esse mundo artificial inclui, hoje, o mundo rural.
 

SANTOS, M. A Natureza do Espaço. São Paulo: Hucitec, 1996.



","

Considerando a transformação mencionada no texto, uma consequência socioespacial que caracteriza o atual mundo rural brasileiro é


",a redução do processo de concentração de terras.,o aumento do aproveitamento de solos menos férteis.,a ampliação do isolamento do espaço rural.,a estagnação da fronteira agrícola do país.,a diminuição do nível de emprego formal.,B,
7,10,"




A serraria construía ramais ferroviários que adentravam as grandes matas, onde grandes locomotivas com guindastes e correntes gigantescas de mais de 100 metros arrastavam, para as composições de trem, as toras que jaziam abatidas por equipes de trabalhadores que anteriormente passavam pelo local. Quando o guindaste arrastava as grandes toras em direção à composição de trem, os ervais nativos que existiam em meio às matas eram destruídos por este deslocamento.






MACHADO P. P. Lideranças do Contestado. Campinas: Unicamp, 2004 (adaptado).






","

No início do século XX, uma série de empreendimentos capitalistas chegou à região do meio-oeste de Santa Catarina – ferrovias, serrarias e projetos de colonização. Os impactos sociais gerados por esse processo estão na origem da chamada Guerra do Contestado. Entre tais impactos, encontrava-se


","a absorção dos trabalhadores rurais como trabalhadores da serraria, resultando em um processo de êxodo rural.","o desemprego gerado pela introdução das novas máquinas, que diminuíam a necessidade de mão de obra.","a desorganização da economia tradicional, que sustentava os posseiros e os trabalhadores rurais da região.","a diminuição do poder dos grandes coronéis da região, que passavam disputar o poder político com os novos agentes.","o crescimento dos conflitos entre os operários empregados nesses empreendimentos e os seus proprietários, ligados ao capital internacional.",C,
8,16,"


O Império Inca, que corresponde principalmente aos territórios da Bolívia e do Peru, chegou a englobar enorme contingente populacional. Cuzco, a cidade sagrada, era o centro administrativo, com uma sociedade fortemente estratificada e composta por imperadores, nobres, sacerdotes, funcionários do governo, artesãos, camponeses, escravos e soldados. A religião contava com vários deuses, e a base da economia era a agricultura. principalmente o cultivo da batata e do milho.



","

A principal característica da sociedade inca era a


","ditadura teocrática, que igualava a todos.",existência da igualdade social e da coletivização da terra.,estrutura social desigual compensada pela coletivização de todos os bens.,"existência de mobilidade social, o que levou à composição da elite pelo mérito.",impossibilidade de se mudar de extrato social e a existência de uma aristocracia hereditária. ,E,
9,13,"




As secas e o apelo econômico da borracha — produto que no final do século XIX alcançava preços altos nos mercados internacionais — motivaram a movimentação de massas humanas oriundas do Nordeste do Brasil para o Acre. Entretanto, até o início do século XX, essa região pertencia à Bolívia, embora a maioria da sua população fosse brasileira e não obedecesse à autoridade boliviana.
Para reagir à presença de brasileiros, o governo de La Paz negociou o arrendamento da região a uma entidade internacional, o Bolivian Syndicate, iniciando violentas disputas dos dois lados da fronteira. O conflito só terminou em 1903, com a assinatura do Tratado de Petrópolis, pelo qual o Brasil comprou o território por 2 milhões de libras esterlinas.
 




 



DISPONÍVEL em: www.mre.gov.br.  Acesso em: 03 nov. 2008 (adaptado)



","

Compreendendo o contexto em que ocorreram os fatos apresentados, o Acre tornou-se parte do território nacional brasileiro


","pela formalização do Tratado de Petrópolis, que indenizava o Brasil pela sua anexação.",por meio do auxílio do Bolivian Syndicate aos emigrantes brasileiros na região.,devido à crescente emigração de brasileiros que exploravam os seringais.,em função da presença de inúmeros imigrantes estrangeiros na região.,pela indenização que os emigrantes brasileiros pagaram à Bolívia.,C,
