,number,context,question,A,B,C,D,E,answer,context-images
0,16,"


Essas moças tinham o vezo de afirmar o contrário do que desejavam. Notei a singularidade quando principiaram a elogiar o meu paletó cor de macaco. Examinavam-no sérias, achavam o pano e os aviamentos de qualidade superior , o feitio admirável. Envaideci-me: nunca havia reparado em tais vantagens. Mas os gabas se prolongaram, trouxeram-me desconfiança. Percebi afinal que elas zombavam e não me susceptibilizei. Longe disso: achei curiosa aquela maneira de falar pelo avesso, diferente das grosserias a que me habituara. Em geral me diziam com franqueza que a roupa não me assentava no corpo, sobrava nos sovacos.

RAMOS, G. Infância. Rio de Janeiro: Record, 1994.



","

Por meio de recursos linguísticos, os textos mobilizam estratégias para introduzir e retomar ideias, promovendo a progressão do tema. No fragmento transcrito, um novo aspecto do tema é introduzido pela expressão


","""a singularidade"".","""tais vantagens"".","""os gabos"".","""Longe disso"".","""Em geral"".",D,
1,14,"


Mas assim que penetramos no universo da web, descobrimos que ele constitui não apenas um imenso “território” em expansão acelerada, mas que também oferece inúmeros “mapas”, filtros, seleções para ajudar o navegante a orientar-se. O melhor guia para a web é a própria web. Ainda que seja preciso ter a paciência
de explorá-la. Ainda que seja preciso arriscar-se a ficar perdido, aceitar “a perda de tempo” para familiarizar-se com esta terra estranha. Talvez seja preciso ceder por um instante a seu aspecto lúdico para descobrir, no desvio de um link, os sites que mais se aproximam de nossos interesses profissionais ou de nossas paixões e que poderão, portanto, alimentar da melhor maneira possível nossa jornada pessoal.

LÉVY, P. Cibercultura. São Paulo: Editora 34, 1999.



","

O usuário iniciante sente-se não raramente desorientado no oceano de informações e possibilidades disponíveis na rede mundial de computadores. Nesse sentido, Pierre Lévy destaca como um dos principais aspectos da internet o(a)


",espaço aberto para a aprendizagem.,grande número de ferramentas de pesquisa.,ausência de mapas ou guias explicativos.,infinito número de páginas virtuais,dificuldade de acesso aos sites de pesquisa.,A,
2,52,"


E venham, então, os alegres incendiários de dedos carbonizados! Vamos! Ateiem fogo às estantes das bibliotecas! Desviem o curso dos canais, para inundar os museus! Empunhem as picaretas, os machados, os martelos e deitem abaixo sem piedade as cidades veneradas!

MARINETTI, F.T. Manifesto futurista. Disponível em : www.sibila.com.br. Acesso em: 2 Ago.2012(adaptado).



","

Que princípio marcante do Futurismo e comum a várias correntes artísticas e culturais das primeiras três décadas do século XX está destacado no texto?


",tradição é uma força incontornável.,A arte é expressão da memória coletiva.,A modernidade é a superação decisiva da história.,A realidade cultural é determinada economicamente.,A memória é um elemento crucial da identidade cultural.,C,
3,21,"


Apesar de muitas crianças e adolescentes terem a Barbie como um exemplo de beleza, um infográfico feito pelo site Rehabs.com comprovou que, caso uma mulher tivesse as medidas da boneca de plástico, ela nem estaria viva.
Não é exatamente uma novidade que as proporções da boneca mais famosa do mundo são absurdas para o mundo real. Ativistas que lutam pela construção de uma autoimagem mais saudável, pesquisadores de distúrbios alimentares e pessoas que se preocupam com o impacto da indústria cultural na psique humana apontam, há anos, a influência de modelos como a Barbie na distorção do corpo feminino.
Pescoço
Com um pescoço duas vezes mais longo e 15 centímetros mais fino do que o de uma mulher, a Barbie seria incapaz de manter sua cabeça levantada.
Cintura
Com uma cintura de 40 centímetros (menor do que a sua cabeça), a Barbie da vida real só teria espaço em seu corpo para acomodar metade de um rim e alguns centímetros de intestino.
Quadril
O índice que mede a relação entre a cintura e o quadril da Barbie é de 0,56, o que significa que a medida da sua cintura representa 56% da circunferência de seu quadril. Esse mesmo índice, em uma mulher americana média, é de 0,8.

Disponivel em: http://oglobo.globo.com. Acesso em: 2 maio 2015.



","

Ao abordar as possíveis influências da indústria de brinquedos sobre a representação do corpo feminino, o texto analisa a


",noção de beleza globalizada veiculada pela indústria cultural.,influência da mídia para a adoção de um estilo de vida salutar pelas mulheres.,relação entre a alimentação saudável e o padrão de corpo instituído pela boneca.,proporcionalidade entre a representação do corpo da boneca e a do corpo humano.,influência mercadológica na construção de uma auto imagem positiva do corpo feminino,D,
4,50,"


Trata-se da perda progressiva da produtividade de biomas inteiros, afetando parcelas muito expressivas dos domínios subúmidos e semiáridos em todas as regiões quentes do mundo. É nessas áreas, ecologicamente transicionais, que pressão sobre a biomassa se faz sentir com muita força, devido à retirada da cobertura florestal, ao superpastoreio e às atividades mineradoras não controladas, desencadeando um quadro agudo de degradação ambiental, refletido pela incapacidade de suporte para o desenvolvimento de espécies vegetais, seja uma floresta natural ou plantações agrícolas.

CONTI, J. B. A geografia física e as relações sociedade-natureza no mundo tropical, In: CARLOS, A. F. A. (Org.). Novos caminhos da geografia. São Paulo:



","

O texto enfatiza uma consequência da relação conflituosa entre a sociedade humana e o ambiente, que diz respeito



",inversão térmica.,poluição atmosférica.,eutrofização da água.,contaminação dos solos.,desertificação de ecossistemas.,E,
5,47,"


O comércio soube extrair um bom proveito da interatividade própria do meio tecnológico. A possibilidade de se obter um alto desenho do perfil de interesses do usuário, que deverá levar às últimas consequências o princípio da oferta como isca para o desejo consumista, foi o principal deles.

SANTAELLA, L. Culturas e artes do pós-humano: da cultura das mídias à cibercultura. São Paulo: Paulus, 2003 (adaptado).



","

Do ponto de vista comercial, o avanço das novas tecnologias, indicado no texto, está associado à


",atuação dos consumidores como fiscalizadores da produção.,exigência de consumidores conscientes de seus direitos.,relação direta entre fabricantes e consumidores.,individualização das mensagens publicitárias.,manutenção das preferências de consumo.,D,
6,46,"


Se, pois, para as coisas que fazemos existe um fim que desejamos por ele mesmo e tudo o mais é desejado no interesse desse fim; evidentemente tal fim será o bem, ou antes, o sumo bem. Mas não terá o conhecimento, porventura, grande influência sobre essa vida? Se assim é, esforcemo-nos por determinar, ainda que em linhas gerais apenas, o que seja ele e de qual das ciências ou faculdades constitui o objeto. Ninguém duvidará de que o seu estudo pertença à arte mais prestigiosa e que mais verdadeiramente se pode chamar a arte mestra. Ora, a política mostra ser dessa natureza, pois é ela que determina quais as ciências que devem ser estudadas num Estado, quais são as que cada cidadão deve aprender, e até que ponto; e vemos que até as faculdades tidas em maior apreço, como a estratégia, a economia e a retórica, estão sujeitas a ela. Ora, como a política utiliza as demais ciências e, por outro lado, legisla sobre o que devemos e o que não devemos fazer, a finalidade dessa ciência deve abranger as das outras, de modo que essa finalidade será o bem humano.

ARISTÓTELES. Ética a Nicômaco. In: Pensadores. São Pauto: Nova Cultural, 1991 (adaptado).



","

Para Aristóteles, a relação entre o sumo bem e a organização da pólis pressupõe que


",o bem dos indivíduos consiste em cada um perseguir seus interesses.,o sumo bem é dado pela fé de que os deuses são os portadores da verdade.,a política é a ciência que precede todas as demais na organização da cidade.,a educação visa formar a consciência de cada pessoa para agir corretamente.,a democracia protege as atividades políticas necessárias para o bem comum.,C,
7,57,"


A participação da mulher no processo de decisão política ainda é extremamente limitada em praticamente todos os países, independentemente do regime econômico e social e da estrutura institucional vigente em casa um deles. É fato público e notório, além de empiricamente comprovado, que as mulheres estão em geral sub-representadas nos órgãos do poder, pois a proporção não corresponde jamais ao peso relativo dessa parte da população.

TABAK, G, Mulheres públicas: participação política e poder. Rio de Janeiro: Letra Capital, 2002.



","

No âmbito do Poder Legislativo brasileiro, a tentativa de reverter esse quadro de sub-representação tem envolvido a implementação, pelo Estado, de


",leis que combatem à violência doméstica.,cotas de gêneros nas candidaturas partidárias.,programas de mobilização política nas escolas.,propaganda de incentivo ao voto consciente.,apoio financeiro às lideranças femininas.,B,
8,55,"


Uma conversação de tal natureza transforma o ouvinte; o contato de Sócrates paralisa e embaraça; leva a refletir sobre si mesmo, a imprimir à atenção uma direção incomum: os temperamentais, como Alcibíades, sabem que encontrarão junto dele todo o bem de que são capazes, mas fogem porque receiam essa imfuência poderosa, que os leva a se censurarem. É sobretudo a esses jovens, muitos quase crianças, que ele tenta imprimir sua orientação.

BRÉHIER,E. História da filosofia. São Paulo: Mestre Jou, 1977.



","

O texto evidencia características do modo de vida socrático, que se baseava na


",contemplação da tradição mítica.,sustentação do método dialético.,relativização do saber verdadeiro.,valorização da argumentação retórica.,investigação dos fundamentos da natureza.,B,
9,51,"


O New Deal visa restabelecer o equilíbrio entre o custo de produção e o preço, entre a cidade e o campo, entre os preços agrícolas e os preços industriais, reativar o mercado interno — o único que é importante —, pelo controle de preços e da produção, pela revalorização dos salários e do poder aquisitivo das massas, isto é, dos lavradores e operários, e pela regulamentação das condições de emprego.

CROUZET,M. Os Estados perante a crise. In: História geral das civilizações.São Paulo: Difel, 1966(adaptado).



","

Tendo como referência os condicionantes históricos do entreguerras, as medidas governamentais descritas objetivavam


",flexibilizar as regras do mercado financeiro.,fortalecer o sistema de tributação regressiva.,introduzir os dispositivos de contenção creditícia.,racionalizar os custos da automação industrial mediante negociação sindical.,recompor os mecanismos de acumulação econômica por meio da intervenção estatal.,E,
