,number,context,question,A,B,C,D,E,answer,context-images
0,56,"


“Devo estar chegando perto do centro da Terra. Deixe ver: deve ter sido mais de seis mil quilômetros, por aí…” (como se vê, Alice tinha aprendido uma porção de coisas desse tipo na escola, e embora essa não fosse uma oportunidade lá muito boa de demonstrar conhecimentos, já que não havia ninguém por perto para escutá-la, em todo caso era bom praticar um pouco) “… sim, deve ser mais ou menos essa a distância… mas então qual seria a latitude ou longitude em que estou?” (Alice não tinha a menor ideia do que fosse latitude ou longitude, mas acho que eram palavras muito imponentes).

CARROLL, L. Aventuras de Alice: no País das Maravilhas, Através do espelho e outros textos. São Paulo: Summus, 1980.



","

O texto descreve uma confusão da personagem em relação


",ao tipo de projeção cartográfica.,aos contornos dos fusos horários.,à localização do norte magnético.,aos referenciais de posição relativa.,às distorções das formas continentais.,D,
1,55,"


Dois grandes eventos históricos tornaram possível um caso como o de Menocchio: a invenção da imprensa e a Reforma. A imprensa lhe permitiu confrontar os livros com a tradição oral em que havia crescido e lhe forneceu as palavras que nele conviviam. A Reforma lhe deu audácia para comunicar o que pensava ao padre do vilarejo, conterrâneos, inquisidores — mesmo não tendo conseguido dizer tudo diante do papa, dos cardeais e dos príncipes, como queria.

GINZBURG, C. O queijo e os vermes: o cotidiano e as ideias de um moleiro perseguido pela Inquisição. São Paulo: Cia. das Letras, 2006.



","

Os acontecimentos históricos citados ajudaram esse indivíduo, no século XVI, a repensar a visão católica do mundo ao possibilitarem a


",consulta pública das bibliotecas reais.,sofisticação barroca do ritual litúrgico.,aceitação popular da educação secular.,interpretação autônoma dos textos bíblicos.,correção doutrinária das heresias medievais.,D,
2,32,"


Por que a indústria do empreendedorismo de palco
irá destruir você
Se, antigamente, os livros, enormes e com suas setecentas páginas, cuspiam fórmulas, equações e cálculos que te ensinavam a lidar com o fluxo de caixa da sua empresa, hoje eles dizem: “Você irá chegar lá! Acredite, você irá vencer!”.
Mindset, empoderamento, millennials, networking, coworking, deal, business, deadline, salesman com perfil hunter… tudo isso faz parte do seu vocabulário. O pacote de livros é sempre idêntico e as experiências são passadas da mesma forma: você está a um único centímetro da vitória. Não pare!
Se desistir agora, será para sempre. Tome, leia a estratégia do oceano azul. Faça mais uma mentoria, participe de mais uma sessão de coaching. O problema é que o seu mindset não está ajustado. Você precisa ser mais proativo. Vamos fazer mais um powermind? Eu consigo um precinho bacana para você…

CARVALHO, I. C. Disponível em: https//medium.com. Acesso em: 17 ago. 2017 (adaptado)



","

De acordo com o texto, é possível identificar o “empreendedor de palco” por


",livros por ele indicados.,suas habilidades em língua inglesa.,experiências por ele compartilhadas.,padrões de linguagem por ele utilizados.,preços acessíveis de seus treinamentos.,D,
3,59,"


A expansão das cidades e a formação das aglomerações urbanas no Brasil foram marcadas pela produção industrial e pela consolidação das metrópoles como locais de seu desenvolvimento. Na segunda metade do século XX, as metrópoles brasileiras estenderam-se por áreas de ocupação contínua, configurando densas regiões urbanizadas.

MOURA, R. Arranjos urbano-regionais no Brasil: especificidades e reprodução de padrões. Disponível em: www.ub.edu. Acesso em: 11 fev. 2015.



","

O resultado do processo geográfico descrito foi o(a)


",valorização da escala local.,crescimento das áreas periféricas.,densificação do transporte ferroviário.,predomínio do planejamento estadual.,inibição de consórcios intermunicipais.,B,
4,48,"


Na Grécia, o conceito de povo abrange tão somente aqueles indivíduos considerados cidadãos. Assim é possível perceber que o conceito de povo era muito restritivo. Mesmo tendo isso em conta, a forma democrática vivenciada e experimentada pelos gregos atenienses nos séculos IV e V a.C. pode ser caracterizada, fundamentalmente, como direta.

MANDUCO, A. Ciência política. São Paulo: Saraiva, 2011.



","

Naquele contexto, a emergência do sistema de governo mencionado no excerto promoveu o(a)


",competição para a escolha de representantes.,campanha pela revitalização das oligarquias.,estabelecimento de mandatos temporários.,declínio da sociedade civil organizada.,participação no exercício do poder.,E,
5,52,"


TEXTO I
Os meus pensamentos são todos sensações.
Penso com os olhos e com os ouvidos
E com as mãos e os pés
E com o nariz e a boca.

PESSOA, F. O guardador de rebanhos – IX. In: GALHOZ, M. A. (Org.). Obras poéticas. Rio de Janeiro: Nova Aguilar, 1999 (fragmento).





TEXTO II
Tudo aquilo que sei do mundo, mesmo por ciência, eu o sei a partir de uma visão minha ou de uma experiência do mundo sem a qual os símbolos da ciência não poderiam dizer nada.

MERLEAU-PONTY, M. Fenomenologia da percepção. São Paulo: Martins Fontes, 1999 (adaptado).



","

Os textos mostram-se alinhados a um entendimento acerca da ideia de conhecimento, numa perspectiva que ampara a


",anterioridade da razão no domínio cognitivo.,confirmação da existência de saberes inatos.,valorização do corpo na apreensão da realidade.,verificabilidade de proposições no campo da lógica.,possibilidade de contemplação de verdades atemporais.,C,
6,58,"


Será que as coisas pareceriam diferentes se, de fato, todas elas existissem apenas na sua mente — se tudo o que você julgasse ser o mundo externo real fosse apenas um sonho ou alucinação gigante, de que você jamais fosse despertar? Se assim fosse, então é claro que você nunca poderia despertar, como faz quando sonha, pois significaria que não há mundo “real” no qual despertar. Logo, não seria exatamente igual a um sonho ou alucinação normal.

NAGEL, T. Uma breve introdução à filosofia. São Paulo: Martins Fontes, 2011.



","

O texto confere visibilidade a uma doutrina filosófica contemporânea conhecida como:


","Personalismo, que vincula a realidade circundante aos domínios do pessoal.","Falsificacionismo, que estabelece ciclos de problemas para refutar a conjectura.","Falibilismo, que rejeita mecanismos mentais para sustentar uma crença inequívoca.","Idealismo, que nega a existência de objetivos independentemente do trabalho cognoscente.","Solipsismo, que reconhece limitações cognitivas para compreender uma experiência compartilhada.",E,
7,51,"


Acreditamos e proclamamos que: toda criança tem direito fundamental à educação e deve ser dada a oportunidade de atingir e manter o nível adequado de aprendizagem; toda criança possui características, interesses, habilidades e necessidades de aprendizagem que são únicas; sistemas educacionais deveriam ser designados e programas educacionais deveriam ser implementados no sentido de se levar em conta a vasta diversidade de tais características e necessidades.

Disponível em: http://portal.mec.gov.br. Acesso em: 4 oct. 2015.



","

Como signatário da Declaração citada, o Brasil comprometeu-se com a elaboração de políticas públicas educacionais que contemplem a


",criação de privilégios.,contenção dos gastos.,pluralidade dos sujeitos.,padronização do currículo.,valorização da meritocracia.,C,
8,3,"


Poco después apareció en casa de Elisenda Morales,
arrastrando su cansancio y las contrariedades de un largo
día que habla dejado su ánimo en ruínas. A pesar de todo,
supo resistirlo, y cuando ella le ofreció una copa de
mistela, abandonó su asiento para ir hasta la tienda en
busca de algo más estimulante.
Allí, en el corredor dela casa, en taburetes separados,
recibieron los primeros cálidos soplos de la noche. Con su
habitual entereza, Elisenda entró a conectar la luz de la
sala, sofocando parte de su reflejo, mientras comentaba
que así estarían mejor. Al menos, pensó el tio Camarillo,
no habia sacado la lámpara como otras veces, ni le había
entregado alguno de sus álbumes, y parecía en cambio
decidida a mantener en ascuas al vecindario. Aquélla fue
la primera vez que en mucho tiempo dejaron de lado el
tema de las rentas, para entrar con pies de plomo en el
espinoso terreno de las confidencias.

SÁNCHEZ, H. El héroe de la familia. Bogotá. Tercer Mundo, 1988.



","

No texto, no qual é narrada a visita à casa de uma personagem, a expressão “entrar con pies de plomo” é utilizada para se referir ao(à)


",determinação para conduzir discussões pessoais.,insensibilidade para lidar com temas do passado.,discrição para administrar questões financeiras.,disposição para resolver problemas familiares.,cuidado para tratar de assuntos íntimos.,E,
9,57,"


A arte pré-histórica africana foi incontestavelmente em veículo de mensagens pedagógicas e sociais. Os San, que constituem hoje o povo mais próximo da realidade das representações rupestres, afirmam que seus antepassados lhes explicaram sua visão do mundo a partir desse gigantesco livro de imagens que são as galerias. A educação dos povos que desconhecem a escrita está baseada sobretudo na imagem e no som, no audiovisual.

KI-ZERBO, J. A arte pré-histórica africana. In: KI-ZERBO, J. (Org,). História geral da África, I: metodologia e pré-história da África. Brasília: Unesco, 2010.



","

De acordo com o texto, a arte mencionada é importante para os povos que a cultivam por colaborar para o(a)


",transmissão dos saberes acumulados.,expansão da propriedade individual.,ruptura da disciplina hierárquica.,surgimento dos laços familiares.,rejeição de práticas exógenas.,A,
