,number,context,question,A,B,C,D,E,answer,context-images
0,5,"


The British (serves 60 million)
Take some Picts, Celts and Silures
Anda let them settle,
Then overrun them with Roman conquerors.
Remove the Romans after approximateky 400 years
Add lots of Normam French to some
Angle, Saxons, Jutes and Vikings, then stir vigorously.
[…]
Sprinkle some fresh Indians, Malaysians, Bosnians,
Iraqis and Bangladeshis together with some
Afghans, Spanish, Turkish, Kurdish, Japanese
And Palestinians
Then add to the melting pot.
Leave the ingredients to simmer.
As they mix and blend allow theis languages to flourish
Binding them together with English.
Allow time to be cool.
Add some ulity, understanding, and respect for the future,
Serve with justicee
And enjoy.
Note: All the ingredients are equally important. Treating one ingredient better than another will leave a bitter unpleasant taste.
Warning: An unequal spread of spread of justice will damage the people and cause pais. Give justice and quality to all.

Disponível em: www.benjaminzephaniah.com
Acesso em: 12 dez. 2018 (fragmento)



","

Ao descrever o processo de formação da Inglaterra, o autor recorre a características de outro gênero textual para evidenciar


",a riqueza da mistura cultural.,um legado de origem geográfica.,um impactto de natureza histórica.,um problema de estratificação social.,a questão da intolerância linguística.,A,
1,1,"


Becoming
Back in the ancestral homeland of Michelle Obama,
black women were rarely granted the honorific Miss or
Mrs., but were addressed by their first name, or simply as
“gal” or “auntie” or worse. This so openly demeaned them
that many black women, long after they had left the South,
refused to answer if called by their first name. A mother
and father in 1970s Texas named their newborn “Miss” so
that white people would have no choice but to address their
daughter by that title. Black women were meant for the field
or the Kitchen, or for use as they saw fit. They were, by
definition, not ladies. The very idea of a black woman as
first lady of the land, well, that would have been unthinkable.
Disponível em: www.nytimes.com Acesso em 28 dex. 2018 (adaptado)



","

A crítica do livro de memórias de Michelle Obama, ex-primeira-dama dos EUA, aborda a história das relações humanas na cidade natal da autora. Nesse contexto, o uso  do vocábulo “unthinkable” ressalta que


",a ascensão social era improvável.,a mudança de nome era impensável. ,a origem do indivíduo era irrelevante.,o trabalho feminino era inimaginável., o comportamento parental era irresponsável.,A,
2,1,"


    Hoy, en cuestión de segundos uno es capaz de conocer la vida de un individuo o las actividades que lleva a cabo sin necesidad de contacto personal; las RRSS tienen la poderosa virtud de convocar concentraciones de gentes con idearios comunes y generar movimientos como la Primavera Árabe, por ejemplo.
   Bajo ese parámetro, cualquier incidente puede ser inmediatamente reportado por grabación o filmación, por lo que a los aparatos celulares, más allá de su utilidad en términos de conversación, habria que calificarlos como “la guillotina del siglo XXI”.
   Así es. Son éstos los que han pasado a convertirse en artefactos con cuyo uso se han develado conversaciones, acuerdos, negociados, chantajes y un sin fin de hechos que han dado curso a procesos de naturaleza legal e investigativa que han tumbado gobiernos, empresas, empresarios, políticos y que, incluso, ha servido en un caso reciente, para que un inocente recupere su libertad tras cuatro años de injusto encierro.

Disponível em: https:/elpotosi.net. Acesso em: 24. jun. 2021.



","

O texto trata da evolução inerente às funcionalidades de recursos tecnológicos. A expressão “la guillotina del siglo XXI” destaca que os celulares de hoje podem


",oferecer recursos com funções múltiplas.,reunir usuários com ideias semelhantes., divulgar informação instantânea.,organizar movimentos sociais.,assumir utilidade jurídica.,E,
3,9,"


Falso moralista
Você condena o que a moçada anda fazendo
e não aceita o teatro de revista
arte moderna pra você não vale nada
e até vedete você diz não ser artista
Você se julga um tanto bom e até perfeito
Por qualquer coisa deita logo falação
Mas eu conheço bem o seu defeito
e não vou fazer segredo não
Você é visto toda sexta no Joá
e não é só no Carnaval que vai pros bailes se acabar
Fim de semana você deixa a companheira
e no bar com os amigos bebe bem a noite inteira
Segunda-feira chega na repartição
pede dispensa para ir ao oculista
e vai curar sua ressaca simplesmente
Você não passa de um falso moralista

NELSON SARGENTO. Sonho de um sambista. São Paulo: Eldorado, 1979.



","

As letras de samba normalmente se caracterizam por apresentarem marcas informais do uso da língua. Nessa letra de Nelson Sagento, são exemplos dessas marcas


","""falação"" e ""pros bailes"".","""você"" e ""teatro de revista"".","""perfeito"" e ""Carnaval"".","'bebe bem"" e ""oculista""","""curar e ""falso moralista"".",A,
4,4,"


We are now a nation obsessed with the cult of celebrity. Celebrities have replaced the classic notion of the hero. But instead of being respected for talent, courage or intelligence, it is money, style and image the deciding factors in what commands respect. Image is evrything. Their image is painstakingly constructed by a multitude of different image consultants to carve out the most profitable celebrity they can. Then society is right behind them, believing in evrything that celebrity believes in.
Companies know that people will buy a product if a celebrity has too. It is as if the person buying the product feels that they now have some kind of connection with the celebrity and that some of their perceived happiness will now be passed onto the consumer. So to look at it one way, the cult of celebrity is really nothing more than a sophisticated marketing scheme. Celeebrities though cannot be blamed for all negative aspects of society. In reality society is to blame. We are the people who seemed to have lost the ability to think for ourselves. I suppose it’s easier to be told what to think, rather than challenging what we are told. The reason we are swamped by celebrity is because there is a demand for it. 

Disponível em: www.pitlanemagazine.com
Acesso em: 7 dez.2017 (adaptado)



","

O texto, que aborda questões referentes ao tema do culto à cebebridade, tem o objetivo de 


",destacar os mérios das celebridades. ,criticar o consumismo das celebridades.,ressaltar a necessidade de reflexão dos fãs. ,culpar as celebridades pela obsessão dos fãs. ,valoriar o marketing pessoal das celebridades.,C,
5,11,"


O pavão vermelho
Ora, a alegria, este pavão vermelho,
está morando em meu quintal agora,
Vem pousar como um sol em meu joelho
quando é estridente em meu quintal a aurora.
Clarim de lacre, este pavão vermelho
sobrepuja os pavões que estão lá fora.
É uma festa de púrpura. E o assemelho
a uma chama do lábaro da aurora.
É o próprio doge a se mirar no espelho.
E a cor vermelha chega a ser sonora
neste pavão pomposo e de chavelho.
Pavões lilases possui outrora.
Depois que amei este pavão vermelho,
os meus outros pavões foram-se embora.

COSTA, S. Poesia completa: Sosígenes Costa. Salvador: Conselho Estadual de Cultura, 2001.



","

Na construção do soneto, as cores representam um recurso poético que configura uma imagem com a qual o eu lírico


",revela a intenção de isolar-se em seu espaço.,simboliza a beleza e o esplendor da natureza.,experimenta a fusão de percepções sensoriais.,metaforiza a conquista de sua plena realização.,expressa uma visão de mundo mística e espiritualizada.,D,
6,2,"


En el suelo, apoyado en el mostrador, se acurrucaba, inmóvil como una cosa, un hombre muy viejo. Los muchos años lo habían reducido y pulido como las aguas a una piedra o las generaciones de los hombres a una sentencia. Era oscuro, chico y reseco, y estaba como fuera del tiempo, en una eternidad.

BORGES, J. L. Artificios. Madri: Alianza Cien, 1995



","

No âmbito literário, são mobilizados diferentes recursos que visam à expressividade. No texto, a analogia estabelecida pela expressão “como las aguas a una piedra” tem a função de


",enfatizar a ação do tempo sobre a personagem.,descrever a objetificação do ambiente.,expor a anacronia da personagem,caracterizar o espaço do conto.,narrar a perenidade da velhice,A,
7,3,"


Exterior: Between The Museums – Day
CELINE
Americans always think Europe is perfect. But such beauty and history can be really oppressive. It reduces the individual to nothing. It just reminds you all the time you are just a little speck in a long history, where in America you feel like you could be making history. That’s why I like Los Angeles because it is so…
JESSE
Ugly?
CELINE
No, I was going to say “neutral”. It’s like looking at a blank canvas. I think people go to places like Venice on their honeymoon to make sure they are not going to fight for the first two weeks of their marriage because they’ll be too busy looking around at all the beautiful things. That’s what people call a romantic place – somewhere where the prettiness will contain your primary violent instinct. A real good honeymoon spot would be like somewhere in New Jersey.

KRIZAN, K,; LINKLATER, R. Before Sunrise: screenplay.
New York: Vintage Books, 2005.



","

Considerando-se o olhar dos personagens, esse trecho do roteiro de um filme permite reconhecer que a avaliação sobre um lugar depende do(a)


",beleza do próprio local.,perspectiva do visitante.,contexto histórico do local.,tempo de permanência no local.,finalidade da viagem do visitante.,B,
8,8,"


No ano em que o maior clarinetista que o Brasil conheceu, Abel Ferreira, faria 100 anos, o choro dá mostras de vivacidade. É quase um paradoxo que essa riquíssima manifestação da genuína alma brasileira seja forte o suficiente para driblar a falta de incentivos oficiais, a insensibilidade dos meios de comunicação e a amnésia generalizada. “Ele trazia a alma brasileira derramada em sua sonoridade ímpar. Artur da Távola, seguramente seu maior admirador, foi quem melhor o definiu, ‘alma sertaneja, toque mozarteano'”.  O acervo do músico autodidata nascido na mineira Coromandel, autor de 50 músicas, entre as quais Chorando baixinho (1942), que o consagrou, amigo e parceiro de Pixinguinha, com quem gravou Ingênuo (1958), permanece com os herdeiros à espera de compilação adequada. O Museu da Imagem e do Som do Rio de Janeiro tem a guarda do saz e do clarinete, doados em 1995.
Na avaliação de Leonor Bianchi, editora da Revista do Choro, “a música instrumental fica apartada do que é popular porque não vai à sala de concerto. O público em geral tem interesse em samba, pagode e axé”. Ela atribui essa situação à falta de conhecimento e à pouca divulgação do gênero nas escolas.

FERRAZ, A. Disponível em: www.cartacapital.com.br. Acesso em: 22 abr. 2015 (adaptado).



","

Considerando-se o contexto, o gênero e o público-alvo, os argumentos trazidos pela autora do texto buscam


",atribuir o desconhecimento da obra de Aberl Ferreira ao ensino de música nas escolas.,reivindicar mais investimentos estatais para a preservação do acervo musical nacional.,destacar a relevância histórica e a riqueza estética do choro no cenário musical brasileiro,apresentar ao leitor dados biográficos pouco conhecidos sobre a trajetória de Abel Ferreira.,constatar a impopularidade do choro diante da preferência do público por músicas populares.,C,
9,5,"


 Amuleto
   Lo único cierto es que llegué a México en 1965 y me planté en casa de León Felipe y en casa de Pedro Garfias y les dije aquí estoy para lo que gusten mandar. Y les debí de caer simpática, porque antipática no soy, aunque a veces soy pesada, pero antipática nunca. Y lo primero que hice fue coger una escoba y ponerme a barrer el suelo de sus casas y luego a limpiar las ventanas y cada vez que podía les pedía dinero y les hacia compra. Y ellos me decían con ese tono español tan peculiar, esa musiquilla distinta que no los abandonó nunca, como si encircularan las zetas y las ces y como si dejaran a las eses más huérfanas y libidinosas que nunca, Auxilio, me decian, deja ya de trasegar por el piso, Auxilio, deja esos papeles tranquilos, mujer, que el polvo siempre se ha avenido con la literatura.

BOLAÑO, R. A. Tres novelas. Barcelona: Circulo de Lectores, 2003.



","

No fragmento do romance, a uruguaia Auxilio narra a experiência que viveu no México ao trabalhar voluntariamente para dois escritores espanhóis. Com base na relação com os escritores, ela reflete sobre a(s)


",variação linguística do espanhol.,sujeira dos livros de literatura.,distintas maneiras de acolher do mexicano.,orientações sobre a limpeza das casas dos espanhóis.,dificuldades de comunicação entre patrão e empregada.,A,
10,4,"


Se reunieron en un volumen todas las entrevistas
dadas por el poeta y dramaturgo Federico García Lorca.
Lorca concedió 133 entrevistas; leyéndolas se sabrá
qué estaba por detrás de la poética del escritor andaluz.
Sobre su obra declaró en una de ellas: “No he sido nunca
poeta de minoría. He tratado de poner en mis poemas
lo de todos los tiempos, lo permanente, lo humano.
A mí me ataca lo humano, es el elemento fundamental en
toda obra de arte”. Y en otra dijo: “Hoy no interesa más
que una problemática: lo social. La obra que no siga esa
dirección está condenada al fracaso, aunque sea muy
buena”. En su última entrevista, de junio de 1936, Lorca
se muestra profético: “Ni el poeta ni nadie tiene la clave y
el secreto del mundo. Quiero ser bueno. Sé que la poesía
eleva y creo firmemente que si hay un más allá tendré la
agradable sorpresa de encontrarme con él. Pero el dolor
del hombre y la injusticia constante que mana del mundo,
y mi propio cuerpo y mi propio pensamiento, me evitan
trasladar mi casa a las estrellas”

AYÉN, X. Retrato del poeta como “muchachón gitanazo”. Disponivel em: www.clarin.com.
Acesso em: 8 dez. 2017 (adaptado),



","

Esse trecho da resenha de um livro de entrevistas concedidas por Federico García Lorca tem por finalidade


",ressaltar a atração do entrevistado por questões misticas.,divulgar a comoção das elites com as obras do entrevistado.,salientar o compromisso do entrevistado com as questões sociais.,mostrar a atualidade das bras poéticas e teatrais do entrevistado.,criticar o interesse do entrevistado por particularidades da vida humana.,C,
11,10,"


Introdução a Alda
Dizem que ninguém mais a ama. Dizem que foi uma boa pessoa. Sua filha de doze anos não a visita nunca e talvez raramente se lembre dela. Puseram-na numa cidade triste de uniformes azuis e janelecos brancos, de onde não pôde mais sair. Lá, todos gritaram-lhe irritados, mal se aproximava, ou lhe batem, como se faz com sacos de areia para treinar os músculos.
Sei que para todos ela já não é, e ninguém lhe daria uma maçã cheirosa, bem vermelha. Mas não é verdade que alguém não a possa mais amar. Eu amo-a. Amo-a quando a vejo por trás das grades de um palácio, onde se refugiou princesa, chegada pelos caminhos da dor. Quando fora do reino sente o mundo de mil lanças, e selvagem prepara-se, posta no olhar. Amo-a quando criança brinca na areia sem medo. Uns pés descalços, uma mulher sem intenções. Cerecada de mundo, às vezes sofrendo-o ainda. 

CANÇADO, M. L. O sofredor do ver. Belo Horizonte: Autêntica, 2015.



","

Ao descrever uma mulher internada em um hospital psiquiátrico, o narrador compõe um quadro que expressa sua percepção


",irônica quanto aos efeitos do abandono familiar. ,resignada em face dos métodos terapêuticos em vigor. ,alimentada pela imersão lírica no espaço da segregação.,inspirada pelo universo pouco conhecido da mente humana. ,demarcada por uma linguagem alinhada à busca da lucidez.,C,
12,3,"







","

A charge evoca uma situação de assombro frente a uma realidade que assola as sociedades contemporâneas. Seu efeito humorístico reside na crítica diante do(a)


",constatação do ser humano como o responsável pela condição caótica do mundo.,apelo à religiosidade diante das dificuldades enfrentadas pela humanidade.,indignação dos trabalhadores em face das injustiças sociais.,veiculação de informações trágicas pelos telejornais.,manipulação das notícias difundidas pelas mídias.,A,enem-data/enem-2021/3-images/context_img_0.png
