,number,context,question,A,B,C,D,E,answer,context-images
0,2,"


O brasileiro tem noção clara dos comportamentos éticos e morais adequados, mas vive sob o espectro da corrupção, revela pesquisa. Se o país fosse resultado dos padrões morais que as pessoas dizem aprovar, pareceria mais com a Escandinávia do que com Bruzundanga (corrompida nação fictícia de Lima Barreto).

FRAGA, P. Ninguém é inocente. Folha de S. Paulo, 4 out. 2009 (adaptado).



","

O distanciamento entre “reconhecer” e “cumprir” efetivamente o que é moral constitui uma ambiguidade inerente ao humano, porque as normas morais são


","decorrentes da vontade divina e, por esse motivo, utópicas.","parâmetros idealizados, cujo cumprimento é destituído de obrigação.",amplas e vão além da capacidade de o indivíduo conseguir cumpri-las integralmente.,"criadas pelo homem, que concede a si mesmo a lei à qual deve se submeter",cumpridas por aqueles que se dedicam inteiramente a observar as normas jurídicas.,D,
1,3,"


No mundo árabe, países governados há décadas por regimes políticos centralizadores contabilizam metade da população com menos de 30 anos; desses, 56% têm acesso à internet. Sentindo-se sem perspectivas de futuro e diante da estagnação da economia, esses jovens incubam vírus sedentos por modernidade e democracia. Em meados de dezembro, um tunisiano
de 26 anos, vendedor de frutas, põe fogo no próprio corpo em protesto por trabalho, justiça e liberdade. Uma série de manifestações eclode na Tunísia e, como uma epidemia, o vírus libertário começa a se espalhar pelos países vizinhos, derrubando em seguida o presidente do Egito, Hosni Mubarak. Sites e redes sociais – como o Facebook e o Twitter – ajudaram a mobilizar manifestantes do norte da África a ilhas do Golfo Pérsico.

SEQUEIRA, C. D.; VILLAMÉA, L. A epidemia da Liberdade. Istoé Internacional. 2 mar. 2011 (adaptado).



","

Considerando os movimentos políticos mencionados no texto, o acesso à internet permitiu aos jovens árabes


",reforçar a atuação dos regimes políticos existentes.,tomar conhecimento dos fatos sem se envolver.,manter o distanciamento necessário à sua segurança.,disseminar vírus capazes de destruir programas dos computadores.,difundir ideias revolucionárias que mobilizaram a população.,E,
2,11,"


SOBRADINHO
O homem chega, já desfaz a natureza
Tira gente, põe represa, diz que tudo vai mudar
O São Francisco lá pra cima da Bahia
Diz que dia menos dia vai subir bem devagar
E passo a passo vai cumprindo a profecia do beato que
dizia que o Sertão ia alagar.

SÁ E GUARABYRA. Disco Pirão de peixe com pimenta. Som Livre, 1977 (adaptado).



","

O trecho da música faz referência a uma importante obra na região do rio São Francisco. Uma consequência socioespacial dessa construção foi


",a migração forçada da população ribeirinha.,o rebaixamento do nível do lençol freático local.,a preservação da memória histórica da região.,a ampliação das áreas de clima árido.,a redução das áreas de agricultura irrigada.,A,
3,10,"


O professor Paulo Saldiva pedala 6 km em 22 minutos de casa para o trabalho, todos os dias. Nunca foi atingido por um carro. Mesmo assim, é vítima diária do trânsito de São Paulo: a cada minuto sobre a bicicleta, seus pulmões são envenenados com 3,3 microgramas de poluição particulada – poeira, fumaça, fuligem, partículas de metal em suspensão, sulfatos, nitratos, carbono, compostos orgânicos e outras substâncias nocivas.

ESCOBAR, H. Sem Ar. O Estado de São Paulo. Ago. 2008.



","

A população de uma metrópole brasileira que vive nas mesmas condições socioambientais das do professor citado no texto apresentará uma tendência de


",ampliação da taxa de fecundidade.,diminuição da expectativa de vida.,elevação do crescimento vegetativo.,aumento na participação relativa de idosos.,redução na proporção de jovens na sociedade.,B,
4,9,"


Como os combustíveis energéticos, as tecnologias da informação são, hoje em dia, indispensáveis em todos os setores econômicos. Através delas, um maior número de produtores é capaz de inovar e a obsolescência de bens e serviços se acelera. Longe de estender a vida útil dos equipamentos e a sua capacidade de reparação, o ciclo de vida desses produtos diminui, resultando em maior necessidade de matéria-prima para a fabricação de novos.

GROSSARD, C. Le Monde Diplomatique Brasil. Ano 3, nº 36, 2010 (adaptado)



","

A postura consumista de nossa sociedade indica a crescente produção de lixo, principalmente nas áreas urbanas, o que, associado a modos incorretos de deposição,


","provoca a contaminação do solo e do lençol freático, ocasionando assim graves problemas socioambientais, que se adensarão com a continuidade da cultura do consumo desenfreado.","produz efeitos perversos nos ecossistemas, que são sanados por cadeias de organismos decompositores que assumem o papel de eliminadores dos resíduos depositados em lixões.","multiplica o número de lixões a céu aberto, considerados atualmente a ferramenta capaz de resolver de forma simplificada e barata o problema de deposição de resíduos nas grandes cidades.","estimula o empreendedorismo social, visto que um grande número de pessoas, os catadores, têm livre acesso aos lixões, sendo assim incluídos na cadeia produtiva dos resíduos tecnológicos.","possibilita a ampliação da quantidade de rejeitos que podem ser destinados a associações e cooperativas de catadores de materiais recicláveis, financiados por instituições da sociedade civil ou pelo poder público.",A,
5,16,"


Na década de 1990, os movimentos sociais camponeses e as ONGs tiveram destaque, ao lado de outros sujeitos coletivos. Na sociedade brasileira, a ação dos movimentos sociais vem construindo lentamente um conjunto de práticas democráticas no interior das escolas, das comunidades, dos grupos organizados e na interface da sociedade civil com o Estado. O diálogo, o confronto e o conflito têm sido os motores no processo de construção democrática.

SOUZA, M. A. Movimentos sociais no Brasil contemporâneo: participação e possibilidades das práticas democráticas. Disponível em: http://www.ces.uc.pt. Acesso em: 30 abr. 2010 (adaptado).



","

Segundo o texto, os movimentos sociais contribuem para o processo de construção democrática, porque


",determinam o papel do Estado nas transformações socioeconômicas.,aumentam o clima de tensão social na sociedade civil.,pressionam o Estado para o atendimento das demandas da sociedade.,privilegiam determinadas parcelas da sociedade em detrimento das demais.,propiciam a adoção de valores éticos pelos órgãos do Estado.,C,
6,12,"


Uma empresa norte-americana de bioenergia está expandindo suas operações para o Brasil para explorar o mercado de pinhão manso. Com sede na Califórnia, a empresa desenvolveu sementes híbridas de pinhão manso, oleaginosa utilizada hoje na produção de biodiesel e de querosene de aviação.

MAGOSSI, E. O Estado de São Paulo. 19 maio 2011 (adaptado).



","

A partir do texto, a melhoria agronômica das sementes de pinhão manso abre para o Brasil a oportunidade econômica de


",ampliar as regiões produtoras pela adaptação do cultivo a diferentes condições climáticas.,beneficiar os pequenos produtores camponeses de óleo pela venda direta ao varejo.,abandonar a energia automotiva derivada do petróleo em favor de fontes alternativas.,baratear cultivos alimentares substituídos pelas culturas energéticas de valor econômico superior.,reduzir o impacto ambiental pela não emissão de gases do efeito estufa para a atmosfera.,A,
7,8,"


O fenômeno de ilha de calor é o exemplo mais marcante da modificação das condições iniciais do clima pelo processo de urbanização, caracterizado pela modificação do solo e pelo calor antropogênico, o qual inclui todas as atividades humanas inerentes à sua vida na cidade.

BARBOSA, R. V. R. Áreas verdes e qualidade térmica em ambientes urbanos:
estudo em microclimas em Maceió. São Paulo: EdUSP, 2005.



","

O texto exemplifica uma importante alteração socioambiental, comum aos centros urbanos. A maximização desse fenômeno ocorre


",pela reconstrução dos leitos originais dos cursos d’água antes canalizados.,pela recomposição de áreas verdes nas áreas centrais dos centros urbanos.,pelo uso de materiais com alta capacidade de reflexão no topo dos edifícios.,pelo processo de impermeabilização do solo nas áreas centrais das cidades.,pela construção de vias expressas e gerenciamento de tráfego terrestre.,D,
8,13,"


Um dos principais objetivos de se dar continuidade às pesquisas em erosão dos solos é o de procurar resolver os problemas oriundos desse processo, que, em última análise, geram uma série de impactos ambientais. Além disso, para a adoção de técnicas de conservação dos solos, é preciso conhecer como a água executa seu trabalho de remoção, transporte e deposição de sedimentos. A erosão causa, quase sempre, uma série de problemas ambientais, em nível local ou até mesmo em grandes áreas.

GUERRA, A. J. T. Processos erosivos nas encostas. In: GUERRA, A. J. T.; CUNHA, S. B.
Geomorfologia: uma atualização de bases e conceitos.
Rio de Janeiro: Bertrand Brasil, 2007 (adaptado).



","

A preservação do solo, principalmente em áreas de encostas, pode ser uma solução para evitar catástrofes em função da intensidade de fluxo hídrico. A prática humana que segue no caminho contrário a essa solução é


",a aração.,o terraceamento.,o pousio.,a drenagem.,o desmatamento.,E,
9,14,"


Em 1872, Robert Angus Smith criou o termo “chuva ácida”, descrevendo precipitações ácidas em Manchester após a Revolução Industrial. Trata-se do acúmulo demasiado de dióxido de carbono e enxofre na atmosfera que, ao reagirem com compostos dessa camada, formam gotículas de chuva ácida e partículas de aerossóis. A chuva ácida não necessariamente ocorre no local poluidor, pois tais poluentes, ao serem lançados na atmosfera, são levados pelos ventos, podendo provocar a reação em regiões distantes. A água de forma pura apresenta pH 7, e, ao contatar agentes poluidores, reage modificando seu pH para 5,6 e até menos que isso, o que provoca reações, deixando consequências.

Disponível em: http://www.brasilescola.com. Acesso em: 18 maio 2010 (adaptado).



","

O texto aponta para um fenômeno atmosférico causador de graves problemas ao meio ambiente: a chuva ácida (pluviosidade com pH baixo). Esse fenômeno tem como consequência


","a corrosão de metais, pinturas, monumentos históricos, destruição da cobertura vegetal e acidificação dos lagos.","a diminuição do aquecimento global, já que esse tipo de chuva retira poluentes da atmosfera.","a destruição da fauna e da flora, a redução dos recursos hídricos, com o assoreamento dos rios.","as enchentes, que atrapalham a vida do cidadão urbano, corroendo, em curto prazo, automóveis e fios de cobre da rede elétrica.","a degradação da terra nas regiões semiáridas, localizadas, em sua maioria, no Nordeste do nosso país.",A,
