,number,context,question,A,B,C,D,E,answer,context-images
0,92,"


My brother the star, my mother the earth
my father the sun, my sister the moon,
to my life give beauty, to my
body give strength, to my corn give
goodness, to my house give peace, to
my spirit give truth, to my elders give
wisdom.

Disponível em: www.blackhawkproductions.com. Acesso em: 8 ago. 2012.



","

Produções artístico-culturais revelam visões de mundo próprias de um grupo social. Esse poema demonstra a estreita relação entre a tradição oral da cultura indígena norte-americana e a:



",transmissão de hábitos alimentares entre gerações.,dependência da sabedoria de seus ancestrais.,representação do corpo em seus rituais.,importância dos elementos da natureza.,preservação da estrutura familiar.,D,
1,92,"


En el día del amor, ¡no a la violencia contra la mujer!
Hoy es el día de la amistad y del amor. Pero, parece que este día es puro floro, porque en nustre país aún existen muchos casos de maltrato entre las parejas, sobre todo hacia las mujeres. Por eso, el Ministerio de la Mujer y Poblaciones Vulnerables (MIMP) lanza la segunda etapa de la campaña “Si te quieren, que te quieran bien”.
Esta campaña busca detener de una vez el maltrato contra la mujer y para eso, concientizar sobre la importancia de denunciar estos casos. Y es que las cifras son preocupantes. Cada hora se denuncian 17 casos de violencia contra la mujer y en total los Centros de Emergencia de la Mujer (CEM) y el MIMP atendieron en un año a más de 36 mil denuncias de las cuales 7 mil eran de niñas y adolescentes menores de 17 años. Un abuso.
Si eres testigo o víctima de algún tipo de violencia ya sea física, psicológica o sexual debes llamar gratuitamente a la línea 100 desde teléfono fijo o celular.

Disponível em: http://napa.com.pe. Acesso em: 14 fev. 2012 (adaptado).



","

Pela expressão puro floro, infere-se que o autor considera a comemoração pelo dia do amor e da amizade, no Peru, como uma oportunidade para:


",proteger as populações mais vulneráveis.,evidenciar as eficazes ações do governo.,camuflar a violência de gênero existente no país.,atenuar os maus-tratos cometidos por alguns homens.,enaltecer o sucesso das campanhas de conscientização feminina.,C,
2,102,"


Riscar o chão para sair pulando é uma brincadeira que vem dos tempos do Império Romano. A amarelinha original tinha mais de cem metros e era usada como treinamento militar imitações reduzidas do campo utilizado pelos soldados e acrescentaram numeração nos quadrados que deveriam ser pulados. Hoje as amarelinhas variam nos formatos geométricos e na quantidade de casas. As palavras “céu” e “inferno” podem ser escritas no começo e no final do desenho, que é marcado no chão com giz, tinta ou graveto.

Disponível em: www.biblioteca.ajes.edu.br. Acesso em: 20 maio 2015 (adaptado).



","

Com base em fatos históricos, o texto retrata o processo de adaptação pelo qual passou um tipo de brincadeira. Nesse sentido, conclui-se que as brincadeiras comportam o(a)


",caráter competitivo que se assemelha às suas origens.,delimitação de regras que se perpetuam com o tempo.,definição antecipada do número de grupos participantes.,objetivo de aperfeiçoamento físico daqueles que a praticam.,possibilidade de reinvenção no contexto em que é realizada.,E,
3,94,"


Why am I compelled to write? Because the writing saves me from this complacency I fear. Because I have no choice. Because I must keep the spirit of my revolt and myself alive. Because the world I create in the writing compensates for what the real world does not give me. By writing I put order in the world, give it a handle so I can grasp it.

ANZALDÚA, G. E. Speaking in tongues: a letter to third world women writers. In: HERNANDEZ, J. B. (Ed.). Women writing resistance: essays on Latin America and the Caribbean. Boston: South End, 2003.



","

Gloria Evangelina Anzaldúa, falecida em 2004, foi uma escritora americana de origem mexicana que escreveu sobre questões culturais e raciais. Na citação, o intuito da autora é evidenciar as:


",razões pelas quais ela escreve.,compensações advindas da escrita.,possibilidades de mudar o mundo real.,maneiras de ela lidar com seus medos.,escolhas que ela faz para ordenar o mundo.,A,
4,93,"


Caña
El negro
junto al cañaveral.
El yanqui sobre el cañaveral.
La tierra
bajo el cañaveral.
¡Sangre
que se nos va!

GUILLÉN, N. Sóngoro cosongo. Disponível em: www.cervantesvirtual.com. Acesso em: 28 fev. 2012 (fragmento).



","

Nesse poema de Nicolás Guillén, no qual o poeta reflete sobre o plantio da cana-de-açúcar na América Latina, as preposições junto, sobre e bajo são usadas para indicar metaforicamente:


",desordens na organização da lavoura de cana-de-açúcar.,relações diplomáticas entre os países produtores de cana-de-açúcar.,localidades da América Latina nas quais a cana-de-açúcar é cultivada.,relações sociais dos indivíduos que vivem do plantio da cana-de-açúcar.,funções particulares de cada profissional na lavoura da cana-de-açúcar.,D,
5,91,"


Atitlán
El lago Atitlán está situado en el centro de América, en Guatemala. Su belleza es extraordinaria y tiene un gran interés social. En sus márgenes conviven tres culturas: la indígena, la española y la mestiza. Presididos por tres majestuosos volcanes (el Atitlán, el Tolimán y el San Pedro), trece pueblos bordean el lago. Los habitantes del lago son en su mayoría indígenas, aunque crece el porcentaje de ladinos (mestizos). Un buen número de extranjeros – misioneros o investigadores – comparte en los pueblitos la forma de vida de los nativos. A partir de los años setenta, numerosas colonias de hippies se asientan en Atitlán. Jóvenes de todo el mundo, atraídos por el paisaje, el clima semitropical y la sencillez de la vida de los indios, acampan cerca del lago. Además, muchos comerciantes guatemaltecos y extranjeros se han instalado en el pueblo de Panajachel para establecer diversos negocios hoteleros, deportivos y artesanales. A cada día el lago Atitlán atrae a sus costas a más turistas y científicos. Unos llegan buscando sossiego ante el espejismo del lago; otros van a mezclarse con los orgullosos y apacibles indígenas en iglesias y mercados; muchos atraviesan el lago para recorrer los diferentes pueblos y para recrearse en la variada indumentaria de sus habitantes; otros estudian las diferentes lenguas y dialectos que se hablan en la zona y muchos investigan con pasión la rica fauna del lago y de las tierras volcánicas. Realmente, es impresionante la convivencia de tantas etnías y culturas. En el corazón de América hay un lago y unos volcanes que son símbolo y reflejo de lo que es Hispanoamérica: un mosaico de culturas y un ejemplo de convivencia.

SUÁREZ, M.; PICO DE COAÑA, M. Sobre iberoamérica. Madrid: Ediciones SM, 1998.



","

De acordo com o texto, a região do entorno do Lago Atitlán, na Guatemala, é de grande relevância social por representar o(a)


",patrimônio histórico-geográfico que a área abriga.,diversidade turística que atrai estrangeiros.,prosperidade econômica que advém de diferentes segmentos comerciais.,multiculturalidade característica da identidade hispano-americana.,valorização da cultura indígena observada entre as comunidades locais.,D,
6,100,"


Embalagens usadas e resíduos devem ser descartados adequadamente
Todos os meses são recolhidas das rodovias brasileiras centenas de milhares de toneladas de lixo. Só nos 22,9 mil quilômetros das rodovias paulistas são 41,5 mil toneladas. O hábito de descartar embalagens, garrafas, papéis e bitucas de cigarro pelas rodovias persiste e tem aumentado nos últimos anos. O problema é que o lixo acumulado na rodovia, além de prejudicar o meio ambiente, pode impedir o escoamento da água, contribuir para as enchentes, provocar incêndios, atrapalhar o trânsito e até causar acidentes. Além dos perigos que o lixo representa para os motoristas, o material descartado poderia ser devolvido para a cadeia produtiva. Ou seja, o papel que está sobrando nas rodovias poderia ter melhor destino. Isso também vale para os plásticos inservíveis, que poderiam se transformar em sacos de lixo, baldes, cabides e até acessórios para os carros.

Disponível em: www.girodasestradas.com.br. Acesso em: 31 jul. 2012.




Os gêneros textuais correspondem a certos padrões de composição de texto, determinados pelo contexto em que são produzidos, pelo público a que eles se destinam, por sua finalidade.


","

Pela leitura do texto apresentado, reconhece-se que sua função é


",apresentar dados estatísticos sobre a reciclagem no país.,alertar sobre os riscos da falta de sustentabilidade do mercado de recicláveis.,divulgar a quantidade de produtos reciclados retirados das rodovias brasileiras.,revelar os altos índices de acidentes nas rodovias brasileiras poluídas nos últimos anos.,conscientizar sobre a necessidade de preservação ambiental e de segurança nas rodovias.,E,
7,96,"


O rap, palavra formada pelas iniciais de rhythm and poetry (ritmo e poesia), junto com as linguagens da dança (o break dancing) e das artes plásticas (o grafite), seria difundido, para além dos guetos, com o nome de cultura hip hop. O break dancing surge como uma dança de rua. O grafite nasce de assinaturas inscritas pelos jovens com sprays nos muros, trens e estações de metrô de Nova York. As linguagens do rap, do break dancing e do grafite se tornaram os pilares da cultura hip hop.

DAYRELL, J. A música entra em cena: o rap e o funk na socialização da juventude. Belo Horizonte: UFMG, 2005 (adaptado).



","

Entre as manifestações da cultura hip hop apontadas no texto, o break se caracteriza como um tipo de dança que representa aspectos contemporâneos por meio de movimentos


","retilíneos, como crítica aos indivíduos alienados.","improvisados, como expressão da dinâmica da vida urbana.","suaves, como sinônimo da rotina dos espaços públicos.","ritmados pela sola dos sapatos, como símbolo de protesto.","cadenciados, como contestação às rápidas mudanças culturais.",B,
8,95,"


Los guionistas estadounidenses introducen cada vez más el español en sus diálogos
En los últimos años, la realidad cultural y la presencia creciente de migrantes de origen latinoamericano en EE UU ha propiciado que cada vez más estadounidenses alternen el inglés y el español en un mismo discurso.
Un estudio publicado en la revista Vial-Vigo International Journal of Applied Linguistics se centra en las estrategias que usan los guionistas de la versión original para incluir el español en el guión o a personajes de origen latinoamericano.
Los guionistas estadounidenses suelen usar subtítulos en inglés cuando el español que aparece en la serie o película es importante para el argumento. Si esto no ocurre, y sólo hay interjecciones, aparece sin subtítulos. En aquellas conversaciones que no tienen relevancia se añade en ocasiones el subtítulo Speaks Spanish (habla en español).
“De esta forma, impiden al público conocer qué están diciendo los dos personajes que hablan español”, explica la autora del estudio y profesora e investigadora en la Universidad Pablo de Olavide (UPO) de Sevilla.

Disponível em: www.agenciasinc.es. Acesso em: 23 ago. 2012 (adaptado).



","

De acordo com o texto, nos filmes norte-americanos, nem todas as falas em espanhol são legendadas em inglês. Esse fato revela a:


",assimetria no tratamento do espanhol como elemento da diversidade linguística nos Estados Unidos.,escassez de personagens de origem hispânica nas séries e filmes produzidos nos Estados Unidos.,desconsideração com o público hispânico que frequenta as salas de cinema norte-americanas.,falta de uma formação linguística específica para os roteiristas e tradutores norte-americanos.,carência de pesquisas científicas sobre a influência do espanhol na cultura norte-americana.,A,
9,99,"


14 coisas que você não deve jogar na privada
Nem no ralo. Elas poluem rios, lagos e mares, o que contamina o ambiente e os animais. Também deixa mais difícil obter a água que nós mesmos usaremos. Alguns produtos podem causar entupimentos:
– cotonete
– medicamento e preservativo;
– óleo de cozinha;
– ponta de cigarro;
– poeira de varrição de casa;
– fio de cabelo e pelo de animais;
– tinta que não seja à base de água;
– querosene, gasolina, solvente, tíner.
Jogue esses produtos no lixo comum. Alguns deles, como óleo de cozinha, medicamento e tinta, podem ser levados a pontos de coleta especiais, que darão a destinação final adequada.

MORGADO, M.; EMASA. Manual de etiqueta. Planeta Sustentável, jul.-ago. 2013 (adaptado).



","

O texto tem objetivo educativo. Nesse sentido, além do foco no interlocutor, que caracteriza a função conativa da linguagem, predomina também nele a função referencial, que busca


","despertar no leitor sentimentos de amor pela natureza, induzindo-o a ter atitudes responsáveis que beneficiarão a sustentabilidade do planeta.","informar o leitor sobre as consequências da destinação inadequada do lixo, orientando-o sobre como fazer o correto descarte de alguns dejetos.","transmitir uma mensagem de caráter subjetivo, mostrando exemplos de atitudes sustentáveis do autor do texto em relação ao planeta.","estabelecer uma comunicação com o leitor, procurando certificar-se de que a mensagem sobre ações de sustentabilidade está sendo compreendida.","explorar o uso da linguagem, conceituando detalhadamente os termos utilizados de forma a proporcionar melhor compreensão do texto.",B,
