,number,context,question,A,B,C,D,E,answer,context-images
0,3,"


A crescente intelectualização e racionalização não indicam um conhecimento maior e geral das condições sob as quais vivemos. Significa a crença em que, se quiséssemos, poderíamos ter esse conhecimento a qualquer momento. Não há forças misteriosas incalculáveis; podemos dominar todas as coisas pelo cálculo.

WEBER, M. A ciência como vocação. In: GERTH, H.; MILLS, W. (Org.). Max Weber: ensaios de sociologia. Rio de Janeiro: Zahar, 1979 (adaptado).



","

Tal como apresentada no texto, a proposição de Max Weber a respeito do processo de desencantamento do mundo evidencia o(a)


",progresso civilizatório como decorrência da expansão do industrialismo.,extinção do pensamento mítico como um desdobramento do capitalismo.,emancipação como consequência do processo de racionalização da vida.,afastamento de crenças tradicionais como uma característica da modernidade.,fim do monoteísmo como condição para a consolidação da ciência.,D,
1,4,"


Diante de ameaças surgidas com a engenharia genética de alimentos, vários grupos da sociedade civil conceberam o chamado “princípio da precaução”. O fundamento desse princípio é: quando uma tecnologia ou produto comporta alguma ameaça à saúde ou ao ambiente, ainda que não se possa avaliar a natureza precisa ou a magnitude do dano que venha a ser causado por eles, deve-se evitá-los ou deixá-los de quarentena para maiores estudos e avaliações antes de sua liberação.

SEVCENKO, N. A corrida para o século XXI: no loop da montanha-russa. São Paulo: Cia. das Letras, 2001 (adaptado).



","

O texto expõe uma tendência representativa do pensamento social contemporâneo, na qual o desenvolvimento de mecanismos de acautelamento ou administração de riscos tem como objetivo


",priorizar os interesses econômicos em relação aos seres humanos e à natureza.,negar a perspectiva científica e suas conquistas por causa de riscos ecológicos.,instituir o diálogo público sobre mudanças tecnológicas e suas consequências.,combater a introdução de tecnologias para travar o curso das mudanças sociais.,romper o equilíbrio entre benefícios e riscos do avanço tecnológico e científico.,C,
2,5,"


Ninguém nasce mulher: torna-se mulher. Nenhum destino biológico, psíquico, econômico define a forma que a fêmea humana assume no seio da sociedade; é o conjunto da civilização que elabora esse produto intermediário entre o macho e o castrado que qualificam o feminino.

BEAUVOIR, S. O segundo sexo. Rio de Janeiro: Nova Fronteira, 1980



","

Na década de 1960, a proposição de Simone de Beauvoir contribuiu para estruturar um movimento social que teve como marca o(a)


",ação do Poder Judiciário para criminalizar a violência sexual.,pressão do Poder Legislativo para impedir a dupla jornada de trabalho.,organização de protestos púbicos para garantir a igualdade de gênero.,oposição de grupos religiosos para impedir os casamento homoafetivos.,estabelecimento de políticas governamentais para promover ações afirmativas.,C,
3,11,"


A filosofia grega parece começar com uma ideia absurda, com a proposição: a água é a origem e a matriz de todas as coisas. Será mesmo necessário deter-nos nela e levá-la a sério? Sim, e por três razões: em primeiro lugar, porque essa proposição enuncia algo sobre a origem das coisas; em segundo lugar, porque o faz sem imagem e fabulação; e, enfim, em terceiro lugar, porque nela, embora apenas em estado de crisálida, está contido o pensamento: Tudo é um.

NIETZSCHE, F. Crítica moderna. In: Os pré-socráticos. São Paulo: Nova Cultural, 1999.



","

O que, de acordo com Nietzsche, caracteriza o surgimento da filosofia entre os gregos?


","O impulso para transformar, mediante justificativas, os elementos sensíveis em verdades racionais.","O desejo de explicar, usando metáforas, a origem dos seres e das coisas.","A necessidade de buscar, de forma racional, a causa primeira das coisas existentes.","A ambição de expor, de maneira metódica, as diferenças entre as coisas.","A tentativa de justificar, a partir de elementos empíricos, o que existe no real.",C,
4,10,"


Tanto potencial poderia ter ficado pelo caminho, se não fosse o reforço em tecnologia que um gaúcho buscou. Há pouco mais de oito anos, ele usava o bico da botina para cavoucar a terra e descobrir o nível de umidade do solo, na tentativa de saber o momento ideal para acionar os pivôs de irrigação. Até que conheceu uma estação meteorológica que, instalada na propriedade, ajuda a determinar a quantidade de água de que a planta necessita. Assim, quando inicia um plantio, o agricultor já entra no site do sistema e cadastra a área, o pivô, a cultura, o sistema de plantio, o espaçamento entre linhas e o número de plantas, para então receber recomendações diretamente dos técnicos da universidade.

CAETANO, M. O valor de cada gota. Globo Rural, n. 312, out. 2011.



","

A implementação das tecnologias mencionadas no texto garante o avanço do processo de


",monitoramento da produção.,valorização do preço da terra.,correção dos fatores climáticos.,divisão de tarefas na propriedade.,estabilização da fertilidade do solo.,A,
5,14,"


Atualmente, as represálias econômicas contra as empresas de informática norte-americanas continuam. A Alemanha proibiu um aplicativo dos Estados Unidos de compartilhamento de carros; na China, o governo explicou que os equipamentos e serviços de informática norte-americanos representam uma ameaça, pedindo que as empresas estatais não recorram a eles.

SCHILLER, D. Disponível em: www.diplomatique.org.br. Acesso em: 11 nov. 2014 (adaptado).



","

As ações tomadas pelos países contra a espionagem revelam preocupação com o(a)


",subsídio industrial.,hegemonia cultural.,protecionismo dos mercados.,desemprego tecnológico.,segurança dos dados.,E,
6,2,"


Na sociedade contemporânea, onde as relações sociais tendem a reger-se por imagens midiáticas, a imagem de um indivíduo, principalmente na indústria do espetáculo, pode agregar valor econômico na medida de seu incremento técnico: amplitude do espelhamento e da atenção pública. Aparecer é então mais do que ser; o sujeito é famoso porque é falado. Nesse âmbito, a lógica circulatória do mercado, ao mesmo tempo que acena democraticamente para as massas com supostos “ganhos distributivos” (a informação ilimitada, a quebra das supostas hierarquias culturais), afeta a velha cultura disseminada na esfera pública. A participação nas redes sociais, a obsessão dos selfies, tanto falar e ser falado quanto ser visto são índices do desejo de “espelhamento”.

SODRÉ, M. Disponível em: http://alias.estadao.com.br. Acesso em: 9 fev. 2015 (adaptado).



","

A crítica contida no texto sobre a sociedade contemporânea enfatiza


",a prática identitária autorreferente.,a dinâmica política democratizante.,a produção instantânea de notícias.,os processos difusores de informações.,os mecanismos de convergência tecnológica.,A,
7,1,"


Um carro esportivo é financiado pelo Japão, projetado na Itália e montado em Indiana, México e França, usando os mais avançados componentes eletrônicos, que foram inventados em Nova Jérsei e fabricados na Coreia. A campanha publicitária é desenvolvida na Inglaterra, filmada no Canadá, a edição e as cópias, feitas em Nova York para serem veiculadas no mundo todo. Teias globais disfarçam-se com o uniforme nacional que lhes for mais conveniente.

REICH, R. O trabalho das nações: preparando-nos para o capitalismo no século XXI. São Paulo: Educator, 1994 (adaptado).



","

A viabilidade do processo de produção ilustrado pelo texto pressupõe o uso de


",linhas de montagem e formação de estoques.,empresas burocráticas e mão de obra barata.,controle estatal e infraestrutura consolidada.,organização em rede e tecnologia de informação.,gestão centralizada e protecionismo econômico.,D,
8,9,"


Algumas regiões do Brasil passam por uma crise de água por causa da seca. Mas, uma região de Minas Gerais está enfrentando a falta de água no campo tanto em tempo de chuva como na seca. As veredas estão secando no norte e no noroeste mineiro. Ano após ano, elas vêm perdendo a capacidade de ser a caixa-d’água do grande sertão de Minas.

VIEIRA, C. Degradação do solo causa perda de fontes de água de famílias de MG. Disponível em: http://g1.globo.com. Acesso em: 1 nov. 2014



","

As veredas têm um papel fundamental no equilíbrio hidrológico dos cursos de água no ambiente do Cerrado, pois


",colaboram para a formação de vegetação xerófila.,formam os leques aluviais nas planícies das bacias.,fornecem sumidouro para as águas de recarga da bacia.,contribuem para o aprofundamento dos talvegues à jusante.,constituem um sistema represador da água na chapada.,E,
9,13,"


Bandeira do Brasil, és hoje a única. Hasteada a esta hora em todo o território nacional, única e só, não há lugar no coração do Brasil para outras flâmulas, outras bandeiras, outros símbolos. Os brasileiros se reuniram em torno do Brasil e decretaram desta vez com determinação de não consentir que a discórdia volte novamente a dividi-lo!

Discurso do Ministro da Justiça Francisco Campos na cerimônia da festa da bandeira, em novembro de 1937. Apud OLIVEN, G. R. A parte e o todo: a diversidade cultural do Brasil Nação. Petrópolis: Vozes, 1992.



","

O discurso proferido em uma celebração em que as bandeiras estaduais eram queimadas diante da bandeira nacional revela o pacto nacional proposto pelo Estado Novo, que se associa à


","supressão das diferenças socioeconomicas entre as regiões do Brasil, priorizando as regiões estaduais carentes.","orientação do regime quanto ao reforço do federalismo, espelhando-se na experiência política norte-americana.","adoção de práticas políticas autoritárias, considerando a contenção dos interesses regionais dispersivos.","propagação de uma cultura política avessa aos ritos cívicos, cultivados pela cultura regional brasileira.","defesa da unidade do território nacional, ameaçado por movimentos separatistas contrários à política varguista.",C,
