,number,context,question,A,B,C,D,E,answer,context-images
0,5,"


In this life 
Sitting on a park bench
Thinking about a friend of mine
He was only twenty-three
Gone before he had his time.
It came without a warning
Didnꞌt want his friends to see him cry
He knew the day was dawning
And I didnꞌt have a chance to say goodbye.

MADONNA. Erotica. Estados Unidos: Maverick, 1992.



","

A canção, muitas vezes, é uma forma de manifestar sentimentos e emoções da vida cotidiana. Por exemplo, o sofrimento retratado nessa canção foi causado


",pela morte precoce de um amigo jovem.,pelo término de um relacionamento amoroso.,pela mudança de um amigo para outro país.,pelo fim de uma amizade de mais de vinte anos.,pela traição por parte de pessoa próxima.,A,
1,2,"


5 Ways Pets Can Improve Your Health
A pet is certainly a great friend. After a difficult day, pet owners quite literally feel the love. In fact, for nearly 25 years, research has shown that living with pets provides certain health benefits. Pets help lower blood pressure and lessen anxiety. They boost our immunity. They can even help you get dates.
Allergy Fighters: A growing number of studies have suggested that kids growing up in a home with “furred animals” will have less risk of allergies and asthma.
Date Magnets: Dogs are great for making love connections. Forget Internet matchmaking — a dog is a natural conversation starter.
Dogs for the Aged: Walking a dog or just caring for a pet — for elderly people who are able — can provide exercise and companionship.
Good for Mind and Soul: Like any enjoyable activity, playing with a dog can elevate levels of serotonin and dopamine — nerve transmitters that are known to have pleasurable and calming properties.
Good for the Heart: Heart attack patients who have pets survive longer than those without, according to several studies.

DAVIS, J. L. Disponível em: www.webmd.com. Acesso em: 21 abr. 2013 (adaptado).



","

Ao discutir sobre a influência de animais de estimação no bem-estar do ser humano, a autora, a fim de fortalecer
seus argumentos, utiliza palavras e expressões como research, a growing number of research e several studies com o objetivo de


",mostrar que animais de estimação ajudam na cura de doenças como alergias e asma.,convencer sobre os benefícios da adoção de animais de estimação para a saúde.,fornecer dados sobre os impactos de animais de estimação nas relações amorosas.,explicar como o contato com animais de estimação pode prevenir ataques cardíacos.,esclarecer sobre o modo como idosos devem se relacionar com animais de estimação.,B,
2,6,"


Um amor desse
Era 24 horas lado a lado
Um radar na pele, aquele sentimento alucinado
Coração batia acelerado
Bastava um olhar pra eu entender
Que era hora de me entregar pra você
Palavras não faziam falta mais
Ah, só de lembrar do seu perfume
Que arrepio, que calafrio
Que o meu corpo sente
Nem que eu queira, eu te apago da minha mente
Ah, esse amor
Deixou marcas no meu corpo
Ah, esse amor
Só de pensar, eu grito, eu quase morro

AZEVEDO, N.; LEÃO, W.; QUADROS, R. Coração pede socorro.
Rio de Janeiro: Som Livre, 2018 (fragmento).



","

Essa letra de canção foi composta especialmente para uma campanha de combate à violência contra as mulheres, buscando conscientizá-las acerca do limite entre relacionamento amoroso e relacionamento abusivo. Para tanto, a estratégia empregada na letra é a


","revelação da submissão da mulher à situação de violência, que muitas vezes a leva à morte.","ênfase na necessidade de se ouvirem os apelos da mulher agredida, que continuamente pede socorro.","exploração de situação de duplo sentido, que mostra que atos de dominação e violência não configuram amor.","divulgação da importância de denunciar a violência doméstica, que atinge um grande número de mulheres no país.","naturalização de situações opressivas, que fazem parte da vida de mulheres que vivem em uma sociedade patriarcal.",C,
3,12,"


Blues da piedade
Vamos pedir piedade
Senhor, piedade
Pra essa gente careta e covarde
Vamos pedir piedade
Senhor, piedade
Lhes dê grandeza e um pouco de coragem

CAZUZA. Cazuza: o poeta não morreu. Rio de Janeiro:
Universal Music, 2000 (fragmento).



","

Todo gênero apresenta elementos constitutivos que condicionam seu uso em sociedade. A letra de canção identifica-se com o gênero ladainha, essencialmente, pela utilização da sequência textual


","expositiva, por discorrer sobre um dado tema.","narrativa, por apresentar uma cadeia de ações.","injuntiva, por chamar o interlocutor à participação.","descritiva, por enumerar características de um personagem.","argumentativa, por incitar o leitor a uma tomada de atitude.",C,
4,1,"


Millennials: Así es la generación que ya no recuerda
cómo era el mundo sin Internet

Algunos los llaman generación Y, otros “Millennials”, generación del milenio o incluso “Echo Boomers”.
Nacieron y crecieron en una era de rápido desarrollo de las nuevas tecnologías, y casi no recuerdan cómo era el mundo sin Internet.
Son idealistas, impacientes y están bien preparados académicamente. Muchos de ellos han tenido oportunidad de viajar por el mundo a una edad temprana,
de estudiar en las mejores universidades y de trabajar en empresas multinacionales y extranjeras.
La generación Y se compone de este tipo de personas que quieren todo a la vez. No están dispuestos a soportar un trabajo poco interesante y rutinario, no quieren dejar las cosas buenas para luego. Lo que sí quieren es dejar su huella en la historia, vivir una vida interesante, formar parte de algo grande, crecer y desarrollarse, cambiar el mundo que les rodea, y no solo ganar dinero.

Disponível em: https://actualidad.rt.com. Acesso em: 4 dez. 2018.



","

O texto aponta características e interesses da “Geração Y”. Nele, a expressão dejar su huella refere-se a um dos desejos dessa geração, que é o de


",conhecer diferentes lugares.,fazer a diferença no mundo.,aproveitar todas as oportunidades.,obter uma formação acadêmica de excelência.,conquistar boas colocações no mundo do trabalho.,B,
5,4,"


Que hay de cierto en la fábula de la cigarra y la hormiga
Cuenta una conocida fábula que, tras pasar todo un verano cantando y ociosa, una cigarra se encontró sin alimento y decidió pedir a su vecina, la hormiga algo que llevarse a la boca. Esta le ofreció granos de arroz acompañados de una moraleja: más vale prevenir que lamentar. ¿Merecen su fama de previsoras y afanosas las hormigas? Sin duda. Las hormigas cortadoras de hojas (Atta cephalotes), por ejemplo, son consideradas las primeras agricultoras del planeta, dedicadas a cortar, acarrear e integrar hojas en el jardín de hongos del que se alimentan. Otro dato curioso es que se ha comprobado que, prácticamente en todas las especies de hormigas, las más ancianas asumen trabajos de mayor riesgo. De acuerdo con Dawid Moron de la Universidad de Jagiellonian (Polonia), esto se debe a que es mejor para la colonia sacrificar una vida que está cerca de su fin que a un individuo joven.
En cuanto a las cigarras, no se les puede acusar de perezosas. Lo que sí es cierto es que los machos pasan el verano “cantando” — un sonido que producen con unas membranas llamadas timbales — y encaramados a un árbol, de cuya savia se alimentan.

Disponível em: www.muyinteresante.es.
Acesso em: 31 out. 2012 (adaptado).



","

A fábula é um gênero de ampla divulgação frequentemente revisitado com diversos objetivos. No texto, a fábula A cigarra e a formiga é retomada para


",apresentar ao leitor um ensinamento moral.,reforçar o estereótipo associado às cigarras.,descrever o comportamento dos insetos na natureza.,expor a superioridade das formigas em relação às cigarras.,descrever a relação social entre formigas e cigarras na natureza.,C,
6,1,"


If children live with criticism, they learn to condemn.
If children live with fear, they learn to be apprehensive.
If children live with pity, they learn to feel sorry for themselves.
If children live with ridicule, they learn to feel shy.
If children live with tolerance, they learn patience.
If children live with praise, they learn appreciation.
If children live with acceptance, they learn to love.
If children live with approval, they learn to like themselves.
If children live with recognition, they learn it is good to have a goal.
If children live with sharing, they learn generosity. If children live with fairness, they learn justice.
If children live with kindness and consideration, they learn respect.
If children live with friendliness, they learn the world is a nice place in which to live.
NOLTE, D. L. Disponível em: www.americanfamilytraditions.com. Acesso em: 30 jul. 2012.



","

Valores culturais de um povo revelam sua forma de ser, agir e pensar. Na concepção da autora, as diferentes formas de educar crianças nos Estados Unidos confirmam que as crianças


",temem quem as amedronta.,aprendem com o que vivem.,amam aqueles que as aceitam.,são gentis quando respeitadas.,ridicularizam quem as intimida.,B,
7,2,"


El Hombre Electrónico
¿Cuántas veces has cambiado de móvil? ¿Cuántos ordenadores has tenido ya? ¿Tienes cámara digital, IPOD, Nintendo Wii y televisión de pantalla de plasma? Ordenadores, teléfonos móviles, GPS, walkmans, televisiones, lavadoras, tostadores, aspiradores y un larguísimo etcétera. Todos usamos aparatos eléctricos que tarde o temprano se convertirán en residuos. El Hombre Electrónico mide 7 metros de altura y pesa 3,3 toneladas. Es una escultura hecha con la cantidad de residuos eléctricos y electrónicos que un ciudadano medio (en el Reino Unido) tirará a la basura a lo largo de su vida, si se sigue consumiendo este tipo de productos al ritmo actual. El Hombre Electrónico ha sido diseñado por el escultor Paul Bomini con objetivo de aumentar la conciencia de los ciudadanos a la hora de consumir aparatos eléctricos. Esta campaña parte de la base de que todos compramos aparatos electrónicos como herramientas de trabajo u ocio, pero haciéndonos unas cuantas preguntas podemos inducir cambios en nuestro comportamiento que beneficiarán al medio ambiente, otras personas y a nosotros mismos: ¿Tienes algún aparato eléctrico o electrónico que no necesitas? ¿Podrías ser más responsable a la hora de comprar un nuevo producto electrónico? ¿Podrías reciclar o reparar estos productos una vez que se han quedado obsoletos o se han roto? ¿Intentas ahorrar energia en tu vida diaria?

Disponível em: www.verdecito.es. Acesso em: 20 fev. 2009 (adaptado).



","

Considerando a necessidade de assumir uma conduta mais responsável com o meio ambiente, Paul Bomini criou a escultura O homem eletrônico para


",incentivar inovações em reciclagem para a construção de máquinas.,propor a criação de objetos a partir de aparelhos descartados.,divulgar o lançamento de produtos eletrônicos sustentáveis.,D problematizar o descarte inconsequente de equipamentos.,alertar sobre as escolhas tecnológicas da população.,D,
8,9,"


Meu caro Sherlock Holmes, algo horrível aconteceu às três da manhã no Jardim Lauriston. Nosso homem que estava na vigia viu uma luz às duas da manhã saindo de uma casa vazia. Quando se aproximou, encontrou a porta aberta e, na sala da frente, o corpo de um cavalheiro bem vestido. Os cartões que estavam em seu bolso tinham o nome de Enoch J. Drebber, Cleveland, Ohio, EUA. Não houve assalto e nosso homem não conseguiu encontrar algo que indicasse como ele morreu. Não havia marcas de sangue, nem feridas nele. Não sabemos como ele entrou na casa vazia. Na verdade, todo assunto é um quebra-cabeça sem fim. Se puder vir até a casa seria ótimo, se não, eu lhe conto os detalhes e gostaria muito de saber sua opinião. Atenciosamente, Tobias Gregson.

DOYLE, A. C. Um estudo em vermelho. Cotia: Pé de Letra, 2017



","

Considerando o objetivo da carta de Tobias Gregson, a sequência de enunciados negativos presente nesse texto tem a função de


","restringir a investigação, deixando-a sob a responsabilidade do autor da carta.","refutar possíveis causas da morte do cavalheiro, auxiliando na investigação.","identificar o local da cena do crime, localizando-o no Jardim Lauriston.","introduzir o destinatário da carta, caracterizando sua personalidade.","apresentar o vigia, incluindo-o entre os suspeitos do assassinato.",B,
9,10,"


Uma ouriça
Se o de longe esboça lhe chegar perto,
se fecha (convexo integral de esfera),
se eriça (bélica e multiespinhenta):
e, esfera e espinho, se ouriça à espera.
Mas não passiva (como ouriço na loca);
nem só defensiva (como se eriça o gato);
sim agressiva (como jamais o ouriço),
do agressivo capaz de bote, de salto
(não do salto para trás, como o gato):
daquele capaz de salto para o assalto.
Se o de longe lhe chega em (de longe),
de esfera aos espinhos, ela se desouriça.
Reconverte: o metal hermético e armado
na carne de antes (côncava e propícia),
e as molas felinas (para o assalto),
nas molas em espiral (para o abraço).

MELO NETO, J. C. A educação pela pedra. Rio de Janeiro:
Nova Fronteira, 1997.



","

Com apuro formal, o poema tece um conjunto semântico que metaforiza a atitude feminina de


",tenacidade transformada em brandura.,obstinação traduzida em isolamento.,inércia provocada pelo desejo platônico.,irreverência cultivada de forma cautelosa.,desconfiança consumada pela intolerância.,A,
