,number,context,question,A,B,C,D,E,answer,context-images
0,141,"


 Uma pessoa, que perdeu um objeto pessoal quando visitou uma cidade, pretende divulgar nos meios de comunicação informações a respeito da perda desse objeto e de seu contato para eventual devolução. No entanto, ela lembra que, de acordo com o Art. 1 234 do Código Civil, poderá ter que pagar pelas despesas do transporte desse objeto até sua cidade e poderá ter que recompensar a pessoa que lhe restituir o objeto em, pelo menos, 5% do valor do objeto.

Ela sabe que o custo com transporte será de um quinto do valor atual do objeto e, como ela tem muito interesse em reavê-lo, pretende ofertar o maior percentual possível de recompensa, desde que o gasto total com as despesas não ultrapasse o valor atual do objeto.



","

Nessas condições, o percentual sobre o valor do objeto, dado como recompensa, que ela deverá ofertar é igual a


",20%,25%,40%,60%,80%,E,
1,140,"


A Hydrangea macrophyila é uma planta com flor azul ou cor-de-rosa, dependendo do pH do solo no qual está plantada. Em solo ácido (ou seja, com pH < 7) a flor é azul, enquanto que em solo alcalino (ou seja, com pH > 7) a flor é rosa. Considere que a Hydrangea cor-de-rosa mais valorizada comercialmente numa determinada região seja aquela produzida em solo com pH inferior a 8.
Sabe-se que pH = – log10x, em que x é a concentração de íon hidrogênio (H+).



","

Para produzir a Hydrangea cor-de-rosa de maior valor comercial, deve-se preparar o solo de modo que x assuma


",qualquer valor acima de 10^{-8}10​−8    ​​.,qualquer valor positivo inferior a 10^{-7}10​−7​​.,valores maiores que 7 e menores que 8.,valores maiores que 70 e menores que 80.,valores maiores que 10^{-8}10​−8​​ e menores que 10^{-7}10​−7​​.,E,
2,146,"


Em um condomínio, uma área pavimentada, que tem a forma de um círculo com diâmetro medindo 6m, é cercado por grama. A administração do condomínio deseja ampliar essa área, mantendo seu formato circular, e aumentando, em 8m, o diâmetro dessa região, mantendo o revestimento da parte já existente. O condomínio dispõe, em estoque, de material suficiente para pavimentar mais 100 m² de área.
 


O síndico do condomínio irá avaliar se esse material disponível será suficiente para pavimentar a região a ser ampliada.




Utilize 3 como aproximação para π.





","

A conclusão correta a que o síndico deverá chegar, considerando a nova área a ser pavimentada, é a de que o material disponível em estoque:


","será suficiente, pois a área da nova região a ser pavimentada mede 21 m².","será suficiente, pois a área da nova região a ser pavimentada mede 24 m².","será suficiente, pois a área da nova região a ser pavimentada mede 48 m².","não será suficiente, pois a área da nova região a ser pavimentada mede 108 m².","não será suficiente, pois a área da nova região a ser pavimentada mede 120 m².",E,
3,136,"


A bula de um antibiótico infantil, fabricado na forma de xarope, recomenda que sejam ministrados, diariamente, no máximo 500 mg desse medicamento para cada quilograma de massa do paciente. Um pediatra prescreveu a dosagem máxima desse antibiótico para ser ministrada diariamente a uma criança de 20 kg pelo período de 5 dias.

Esse medicamento pode ser comprado em frascos de 10 mL, 50 mL, 100 mL, 250 mL e 500 mL. Os pais dessa criança decidiram comprar a quantidade exata de medicamento que precisará ser ministrada no tratamento, evitando a sobra de medicamento.

Considere que 1 g desse medicamento ocupe um volume de 1 cm³.



","

A capacidade do frasco, em mililitro, que esses pais deverão comprar é


",10,50,100,250,500,B,
4,152,"


O rótulo da embalagem de um cosmético informa que a dissolução de seu conteúdo, de acordo com suas especificações, rende 2,7 litros desse produto pronto para o uso. Uma pessoa será submetida a um tratamento estético em que deverá tomar um banho de imersão com esse produto numa banheira com capacidade de 0,3 m³.
Para evitar o transbordamento, essa banheira será preenchida em 80% de sua capacidade.



","




Para esse banho, o número mínimo de embalagens desse cosmético é






",9.,12.,89.,112.,134.,C,
5,148,"




Um professor aplica, durante os cinco dias úteis de uma semana, testes com quatro questões de múltipla escolha a cinco alunos. Os resultados foram representados na matriz.




Nessa matriz os elementos das linhas de 1 a 5 representam as quantidades de questões acertadas pelos alunos Ana, Bruno, Carlos, Denis e Érica, respectivamente, enquanto que as colunas de 1 a 5 indicam os dias da semana, de segunda-feira a sexta-feira, respectivamente, em que os testes foram aplicados.












","



O teste que apresentou maior quantidade de acertos foi o aplicado na





",segunda-feira.,terça-feira.,quarta-feira.,quinta-feira.,sexta-feira.,A,enem-data/enem-2019/148-images/context_img_0.png
6,150,"




O serviço de meteorologia de uma cidade emite relatórios diários com a previsão do tempo. De posse dessas informações, a prefeitura emite três tipos de alertas para a população:

• Alerta cinza: deverá ser emitido sempre que a previsão do tempo estimar que a temperatura será
inferior a 10 °C, e a umidade relativa do ar for inferior a 40%;

• Alerta laranja: deverá ser emitido sempre que a previsão do tempo estimar que a temperatura deve
variar entre 35 °C e 40 °C, e a umidade relativa do ar deve ficar abaixo de 30%;

• Alerta vermelho: deverá ser emitido sempre que a previsão do tempo estimar que a temperatura será superior a 40 ºC, e a umidade relativa do ar for inferior a 25%.

Um resumo da previsão do tempo nessa cidade, para um período de 15 dias, foi apresentado no gráfico.




Decorridos os 15 dias de validade desse relatório, um funcionário percebeu que, no período a que se refere o gráfico, foram emitidos os seguintes alertas:

• Dia 1: alerta cinza;
• Dia 12: alerta laranja;
• Dia 13: alerta vermelho.





","



Em qual(is) desses dias o(s) aviso(s) foi(ram) emitido(s) corretamente?





",1.,12.,1 e 12.,1 e 13.,"1, 12 e 13.",A,
7,142,"


Nos seis cômodos de uma casa há sensores de presença posicionados de forma que a luz de cada cômodo acende assim que uma pessoa nele adentra, e apaga assim que a pessoa se retira desse cômodo. Suponha que o acendimento e o desligamento sejam instantâneos.
O morador dessa casa visitou alguns desses cômodos, ficando exatamente um minuto em cada um deles. O gráfico descreve o consumo acumulado de energia, em watt x minuto, em função do tempo t, em minuto, das lâmpadas de LED dessa casa, enquanto a figura apresenta a planta baixa da casa, na qual os cômodos estão numerados de 1 a 6, com as potências das respectivas lâmpadas indicadas.










","



A sequência de deslocamento pelos cômodos, conforme o consumo de energia apresentado no gráfico, é





",1 → 4 → 5 → 4 → 1 → 6 → 1 → 4,1 → 2 → 3 → 1 → 4 → 1 → 4 → 4,1 → 4 → 5 → 4 → 1 → 6 → 1 → 2 → 3,1 → 2 → 3 → 5 → 4 → 1 → 6 → 1 → 4,1 → 4 → 2 → 3 → 5 → 1 → 6 → 1 → 4,A,enem-data/enem-2019/142-images/context_img_0.png
8,137,"


Uma empresa confecciona e comercializa um brinquedo formado por uma locomotiva, pintada na cor preta, mais 12 vagões de iguais formato e tamanho, numerados de 1 a 12. Dos 12 vagões, 4 são pintados na cor vermelha, 3 na cor azul, 3 na cor verde e 2 na cor amarela. O trem é montado utilizando-se uma locomotiva e 12 vagões, ordenados crescentemente segundo suas  numerações, conforme ilustrado na figura.










","



De acordo com as possíveis variações nas colorações dos vagões, a quantidade de trens que podem ser montados, expressa por meio de combinações, é dada por





",C412 x C312 x C312 x C212,C412 + C38 + C35 + C22,C412 x 2 x C38 x C25,C412 + 2 + C312 + C312,C412 x C38 x C35 x C22,E,enem-data/enem-2019/137-images/context_img_0.png
9,138,"




O gráfico a seguir mostra a evolução mensal das vendas de certo produto de julho a novembro de 2011.















Sabe-se que o mês de julho foi o pior momento da empresa em 2011 e que o número de unidades vendidas desse produto em dezembro de 2011 foi igual à média aritmética do número de unidades vendidas nos meses de julho a novembro do mesmo ano.
O gerente de vendas disse, em uma reunião da diretoria, que, se essa redução no número de unidades vendidas de novembro para dezembro de 2011 se mantivesse constante nos meses subsequentes, as vendas só voltariam a ficar piores que julho de 2011 apenas no final de 2012.



","




O diretor financeiro rebateu imediatamente esse argumento mostrando que, mantida a tendência, isso aconteceria já em






",Janeiro.,Fevereiro.,Março.,Abril.,Maio.,D,enem-data/enem-2019/138-images/context_img_0.png
10,144,"


A gripe é uma infecção respiratória aguda de curtaduração causada pelo vírus influenza. Ao entrar no nosso organismo pelo nariz, esse vírus multiplica-se, disseminando-se para a garganta e demais partes das vias respiratórias, incluindo os pulmões. O vírus influenza é uma partícula esférica que tem um diâmetro interno de 0,00011 mm.



Disponível em: www.gripenet.pt.
Acesso em: 2 nov. 2013 (adaptado).



","





Em notação científica, o diâmetro interno do vírus influenza, em mm, é







","1,1x10​−1​​","1,1x10​−2​​","1,1x10​−3​​","1,1x10​−4​​","1,1x10​−5​​",D,
11,147,"


Os exercícios físicos são recomendados para o bom funcionamento do organismo, pois aceleram o metabolismo e, em consequência, elevam o consumo de calorias. No gráfico, estão registrados os valores calóricos, em kcal, gastos em cinco diferentes atividades físicas, em função do tempo dedicado às atividades, contado em minuto.










","




Qual dessas atividades físicas proporciona o maior consumo de quilocalorias por minuto?






",I,II,III,IV,V,B,enem-data/enem-2019/147-images/context_img_0.png
12,143,"


Um casal planejou uma viagem e definiu como teto para o gasto diário um valor de até R$ 1 000,00. Antes de decidir o destino da viagem, fizeram uma pesquisa sobre a taxa de câmbio vigente para as moedas de cinco países que desejavam visitar e também sobre as estimativas de gasto diário em cada um, com o objetivo de escolher o destino que apresentasse o menor custo diário em real.
O quadro mostra os resultados obtidos com a pesquisa realizada.










","




Nessas condições, qual será o destino escolhido para a viagem?






",Austrália.,Canadá.,EUA.,França.,Reino Unido.,A,enem-data/enem-2019/143-images/context_img_0.png
13,149,"


Um ciclista quer montar um sistema de marchas usando dois discos dentados na parte traseira de sua bicicleta, chamados catracas. A coroa é o disco dentado que é movimentado pelos pedais da bicicleta, sendo que a corrente transmite esse movimento às catracas, que ficam posicionadas na roda traseira da bicicleta.
As diferentes marchas ficam definidas pelos diferentes diâmetros das catracas, que são medidos conforme indicação na figura.












O ciclista já dispõe de uma catraca com 7 cm de diâmetro e pretende incluir uma segunda catraca, de modo que, à medida em que a corrente passe por ela, a bicicleta avance 50% a mais do que avançaria se a corrente passasse pela primeira catraca, a cada volta completa dos pedais.



","




O valor mais próximo da medida do diâmetro da segunda catraca, em centímetro e com uma casa decimal, é






","2,3.","3,5.","4,7.","5,3.","10,5.",C,enem-data/enem-2019/149-images/context_img_0.png
14,151,"




Uma administração municipal encomendou a pintura de dez placas de sinalização para colocar em seu patio de estacionamento.
O profissional contratado para o serviço inicial pintará o fundo de dez placas e cobrará um valor de acordo com a área total dessas placas. O formato de cada placa é um círculo de diâmetro d = 40 cm, que tangencia lados de um retângulo, sendo que o comprimento total da placa é h = 60 cm, conforme lustrado na figura. Use 3,14 como aproximação para π.












","

Qual é a soma das medidas das áreas, em centímetros quadrados, das dez placas?


",16 628,22 280,28 560,41 120,66 240,B,enem-data/enem-2019/151-images/context_img_0.png
15,155,"


Três sócios resolveram fundar uma fábrica. O investimento inicial foi de R$ 1 000 000,00. E, independentemente do valor que cada um investiu nesse primeiro momento, resolveram considerar que cada um deles contribuiu com um terço do investimento inicial.
Algum tempo depois, um quarto sócio entrou para a sociedade, e os quatro, juntos, investiram mais R$ 800 000,00 na fábrica. Cada um deles contribuiu com um quarto desse valor. Quando venderam a fábrica, nenhum outro investimento havia sido feito. Os sócios decidiram então dividir o montante de R$ 1 800 000,00 obtido com a venda, de modo proporcional à quantia total investida por cada sócio.



","




Quais os valores mais próximos, em porcentagens, correspondentes às parcelas financeiras que cada um dos més sócios iniciais e o quarto sócio, respectivamente, receberam?






","29,60 e 11,11.","28,70 e 13,89.","25,00 e 25,00.","18,52 e 11,11.","12,96 e 13,89.",A,
16,154,"


Uma pessoa se interessou em adquirir um produto anunciado em uma loja. Negociou com o gerente e conseguiu comprá-lo a uma taxa de juros compostos de 1% ao mês.
O primeiro pagamento será um mês após a aquisição do produto, e no valor de R$ 202,00. O segundo pagamento será efetuado um mês após o primeiro, e terá o valor de R$ 204,02.
Para concretizar a compra, o gerente emitirá uma nota fiscal com o valor do produto à vista negociado com o cliente, correspondendo ao financiamento aprovado.
 



","

O valor à vista, em real, que deverá constar na nota fiscal é de


","398,02","400,00","401,94","404,00","406,02",B,
17,157,"


Segundo o Instituto Brasileiro de Geografia e Estatística (IBGE), o rendimento médio mensal dos trabalhadores brasileiros, no ano 2000, era de R$ 1.250,00. Já o Censo 2010 mostrou que, em 2010, esse valor teve um aumento de 7,2% em relação a 2000. Esse mesmo instituto projeta que, em 2020, o rendimento médio mensal dos trabalhadores brasileiros poderá ser 10% maior do que foi em 2010.

IBGE. Censo 2010. Disponível em: www.ibge.gov.br. Acesso em: 13 ago. 2012 (adaptado).



","




Supondo que as projeções do IBGE se realizem, o rendimento médio mensal dos brasileiros em 2020 será de






","R$ 1.340,00.","R$ 1.349,00","R$ 1.375,00","R$ 1.465,00","R$ 1.474,00.",E,
18,153,"


O slogan “Se beber não dirija”, muito utilizado em campanhas publicitárias no Brasil, chama a atenção para o grave problema da ingestão de bebida alcoólica por motoristas e suas consequências para o trânsito. A gravidade desse problema pode ser percebida observando como o assunto é tratado pelo Código de Trânsito Brasileiro. Em 2013, a quantidade máxima de álcool permitida no sangue do condutor de um veículo, que já era pequena, foi reduzida, e o valor da multa para motoristas alcoolizados foi aumentado. Em consequência dessas mudanças, observou-se queda no número de acidentes registrados em uma suposta rodovia nos anos que se seguiram às mudanças implantadas em 2013, conforme dados no quadro.












Suponha que a tendência de redução no número de acidentes nessa rodovia para os anos subsequentes seja igual à redução absoluta observada de 2014 para 2015.



","




Com base na situação apresentada, o número de acidentes esperados nessa rodovia em 2018 foi de






",150,450,550,700,800,D,enem-data/enem-2019/153-images/context_img_0.png
19,159,"


Após o Fórum Nacional Contra a Pirataria (FNCP) incluir a linha de autopeças em campanha veiculada
contra a falsificação, as agências fiscalizadoras divulgaram que os cinco principais produtos de autopeças falsificados são: rolamento, pastilha de freio, caixa de direção, catalisador e amortecedor.

Disponível em: www.oficinabrasil.com.br. Acesso em: 25 ago. 2014 (adaptado).





Após uma grande apreensão, as peças falsas foram cadastradas utilizando-se a codificação

1: rolamento, 2: pastilha de freio, 3: caixa de direção, 4: catalisador e 5: amortecedor.

Ao final obteve-se a sequência; 5, 4, 3, 2, 1, 2, 3, 4, 5, 4, 3, 2, 1, 2, 3, 4, 5, 4, 3, 2, 1, 2, 3, 4,… que apresenta um padrão de formação que consiste na repetição de um bloco de números.

Essa sequência descreve a ordem em que os produtos apreendidos foram cadastrados.



","





O 2.015º. item cadastrado foi um(a)







",rolamento.,catalisador.,amortecedor.,pastilha de freio.,caixa de direção.,E,
20,161,"


As luminárias para um laboratório de matemática serão fabricadas em forma de sólidos geométricos.
Uma delas terá a forma de um tetraedro truncado. Esse sólido é gerado a partir de secções paralelas a cada uma das faces de um tetraedro regular. Para essa luminária, as secções serão feitas de maneira que, em cada corte, um terço das arestas seccionadas serão removidas. Uma dessas secções está indicada na figura.










","




Essa luminária terá por faces






",4 hexágonos regulares e 4 triângulos equiláteros.,2 hexágonos regulares e 4 triângulos equiláteros.,4 quadriláteros e 4 triângulos isósceles.,3 quadriláteros e 4 triângulos isósceles.,3 hexágonos regulares e 4 triângulos equiláteros.,A,enem-data/enem-2019/161-images/context_img_0.png
21,160,"


Durante suas férias, oito amigos, dos quais dois são canhotos, decidem realizar um torneio de vôlei de praia.
Eles precisam formar quatro duplas para a realização do torneio. Nenhuma dupla pode ser formada por dois jogadores canhotos.



","




De quantas maneiras diferentes podem ser formadas essas quatro duplas?






",69,70,90,104,105,C,
22,156,"


Para contratar três máquinas que farão o reparo de vias rurais de um município, a prefeitura elaborou um edital que, entre outras cláusulas, previa:
• Cada empresa interessada só pode cadastrar uma única máquina para concorrer ao edital;
• O total de recursos destinados para contratar o conjunto das três máquinas é de R$ 31 000,00;
• O valor a ser pago a cada empresa será inversamente proporcional à idade de uso da máquina cadastrada pela empresa para o presente edital.
As três empresas vencedoras do edital cadastraram máquinas com 2, 3 e 5 anos de idade de uso.



","




Quanto receberá a empresa que cadastrou a máquina com maior idade de uso?






","R$ 3.100,00","R$ 6.000,00","R$ 6.200,00","R$ 15.000,00","R$ 15.500,00",B,
23,158,"


Charles Richter e Beno Gutenberg desenvolveram a escala Richter, que mede a magnitude de um terremoto.
Essa escala pode variar de 0 a 10, com possibilidades de valores maiores.
O quadro mostra a escala de magnitude local (Ms) de um terremoto que é utilizada para descrevê-lo.












Para se calcular a magnitude local, usa-se a fórmula Ms = 3,30 + log(A.f), em que A representa a amplitude máxima da onda registrada por um sismógrafo em micrômetro (um) e f representa a frequência da onda, em hertz (Hz).

Ocorreu um terremoto com amplitude máxima de 2 000 μm e frequência de 0,2 Hz.

Disponivel em: http://cejarj.cecierj.edu.br. Acesso em: 1 fev. 2015 (adaptado).



","





Utilize 0,3 como aproximação para log 2. De acordo com os dados fornecidos, o terremoto ocorrido pode ser descrito como







",pequeno.,ligeiro.,moderado.,grande.,extremo.,C,enem-data/enem-2019/158-images/context_img_0.png
24,164,"


O dono de um restaurante situado às margens de uma rodovia percebeu que, ao colocar uma placa de propaganda de seu restaurante ao longo da rodovia, as vendas aumentaram. Pesquisou junto aos seus clientes e concluiu que a probabilidade de um motorista perceber uma placa de anúncio é 1/2.
Com isso, após autorização do órgão competente, decidiu instalar novas placas com anúncios de seu restaurante ao longo dessa rodovia, de maneira que a probabilidade de um motorista perceber pelo menos uma das placas instaladas fosse superior a 99/100.



","




A quantidade mínima de novas placas de propaganda a serem instaladas é






",99,51,50,6,1,D,
25,162,"


Comum em lançamentos de empreendimentos imobiliários, as maquetes de condomínios funcionam como uma ótima ferramenta de marketing para as construtoras, pois, além de encantar clientes, auxiliam de maneira significativa os corretores na negociação e venda de imóveis.
Um condomínio está sendo lançado em um novo bairro de uma cidade. Na maquete projetada pela construtora, em escala de 1 : 200, existe um reservatório de água com capacidade de 45 cm³.
Quando todas as famílias estiverem residindo no condomínio, a estimativa é que, por dia, sejam consumidos 30.000 litros de água.



","




Em uma eventual falta de água, o reservatório cheio será suficiente para abastecer o condomínio por quantos dias?






",30,15,12,6,3,C,
26,169,"




Um mestre de obras deseja fazer uma laje com espessura de 5 cm utilizando concreto usinado, conforme as dimensões do projeto dadas na figura. O concreto para fazer a laje será fornecido por uma usina que utiliza caminhões com capacidades máximas de 2m³, 5m³ e 10m³ de concreto.













","




Qual a menor quantidade de caminhões, utilizando suas capacidades máximas, que o mestre de obras deverá pedir à usina de concreto para fazer a laje?






",Dez caminhões com capacidade máxima de 10 m³.,Cinco caminhões com capacidade máxima de 10 m³.,Um caminhão com capacidade máxima de 5 m³.,Dez caminhões com capacidade máxima de 2 m³.,Um caminhão com capacidade máxima de 2 m³.,C,enem-data/enem-2019/169-images/context_img_0.png
27,166,"


Em uma fábrica de refrigerantes, é necessário que se faça periodicamente o controle no processo de engarrafamento para evitar que sejam envasadas garrafas fora da especificação do volume escrito no rótulo.
Diariamente, durante 60 dias, foram anotadas as quantidades de garrafas fora dessas especificações. O resultado está apresentado no quadro.










","




A média diária de garrafas fora das especificações no período considerado é






","0,1","0,2","1,5","2,0","3,0",B,enem-data/enem-2019/166-images/context_img_0.png
28,165,"


O preparador físico de um time de basquete dispõe de um plantel de 20 jogadores, com média de altura igual a 1,80 m.
No último treino antes da estreia em um campeonato, um dos jogadores desfalcou o time em razão de uma séria contusão, forçando o técnico a contratar outro jogador para recompor o grupo.



","

Se o novo jogador é 0,20 m mais baixo que o anterior, qual é a média de altura, em metro, do novo grupo?


","1,60.","1,78.","1,79.","1,81.","1,82.",C,
29,167,"


O Sistema Métrico Decimal é o mais utilizado atualmente para medir comprimentos e distâncias. Em algumas atividades, porém, é possível observar a utilização de diferentes unidades de medida.
Um exemplo disso pode ser observado no quadro.










","




Assim, um pé, em polegada, equivale a






","0,1200.","0,3048.","1,0800.","12,0000.","36,0000.",D,enem-data/enem-2019/167-images/context_img_0.png
30,139,"


Um grupo de países criou uma instituição responsável por organizar o Programa Internacional de Nivelamento de Estudos (PINE) com o objetivo de melhorar os índices mundiais de educação. Em sua sede foi construída uma escultura suspensa, com a logomarca oficial do programa, em três dimensões, que é formada por suas iniciais, conforme mostrada na figura.














Essa escultura está suspensa por cabos de aço, de maneira que o espaçamento entre letras adjacentes é o mesmo, todas têm igual espessura e ficam dispostas em posição ortogonal ao solo, como ilustrado a seguir.















Ao meio-dia, com o sol a pino, as letras que formam essa escultura projetam ortogonalmente suas sombras sobre o solo.



","




A sombra projetada no solo é






",enem-data/enem-2019/139-images/alt_img_0.png,enem-data/enem-2019/139-images/alt_img_1.png,enem-data/enem-2019/139-images/alt_img_2.png,enem-data/enem-2019/139-images/alt_img_3.png,enem-data/enem-2019/139-images/alt_img_4.png,E,"enem-data/enem-2019/139-images/context_img_0.png,enem-data/enem-2019/139-images/context_img_1.png"
31,171,"


Construir figuras de diversos tipos, apenas dobrando e cortando papel, sem cola e sem tesoura, é a arte do origami (ori = dobrar; kami = papel), que tem um significado altamente simbólico no Japão.
A base do origami é o conhecimento do mundo por base do tato. Uma jovem resolveu construir um cisne usando técnica do origami, utilizando uma folha de papel de 18 cm por 12 cm.
Assim, começou por dobrar a folha conforme a figura.










","




Após essa primeira dobradura, a medida do segmento AE é






",2√22 ​cm,6√3 ​cm,12cm.,6√​5​​ cm,12√​2 ​cm,D,enem-data/enem-2019/171-images/context_img_0.png
32,173,"


Uma empresa tem diversos funcionários. Um deles é o gerente, que recebe R$ 1000,00 por semana.
Os outros funcionários são diaristas. Cada um trabalha 2 dias por semana, recebendo R$ 80,00 por dia trabalhado.



","

Chamando de X a quantidade total de funcionários da empresa, a quantia Y, em reais, que esta empresa gasta semanalmente para pagar seus funcionários é expressa por


",Y = 80X + 920.,Y = 80X + 1000.,Y = 80X + 1080.,Y = 160X + 840.,Y = 160X + 1000.,D,
