,number,context,question,A,B,C,D,E,answer,context-images
0,95,"


As redes de alta tensão para transmissão de energia elétrica geram campo magnético variável o suficiente para induzir corrente elétrica no arame das cercas. Tanto os animais quanto os funcionários das propriedades rurais ou das concessionárias de energia devem ter muito cuidado ao se aproximarem de uma cerca quando esta estiver próxima a uma rede de alta tensão, pois, se tocarem no arame da cerca, poderão sofrer choque elétrico.



","

Para minimizar este tipo de problema, deve-se:


",Fazer o aterramento dos arames da cerca.,Acrescentar fusível de segurança na cerca.,Realizar o aterramento da rede de alta tensão.,Instalar fusível de segurança na rede de alta tensão.,Utilizar fios encapados com isolante na rede de alta tensão.,A,
1,96,"


A esquistossomose (barriga-d’água) caracteriza-se pela inflamação do fígado e do baço causada pelo verme Schistosoma mansoni (esquistossomo). O contágio ocorre depois que larvas do verme são liberadas na água pelo caramujo do gênero Biomphalaria, seu hospedeiro intermediário, e penetram na pela humana. Após o diagnóstico, o tratamento tradicional utiliza medicamentos por via oral para matar o parasita dentro do corpo. Uma nova estratégia terapêutica baseia-se na utilização de uma vacina, feita a partir de uma proteína extraída do verme, que induz o organismo humano a produzir anticorpos para combater e prevenir a doença.

Instituto Oswaldo Cruz/Fundação Oswaldo Cruz (IOC/Fiocruz). Fiocruz anuncia nova fase de vacina para esquistossomose.
Disponível em: http://agencia.fiocruz.br. Acesso em: 3 maio 2019 (adaptado).



","

Uma vantagem da vacina em relação ao tratamento tradicional é que ela poderá


",impedir a penetração do parasita pela pele.,eliminar o caramujo para que não haja contágio.,impedir o acesso do esquistossomo especificamente para o fígado.,eliminar o esquistossomo antes que ocorra contato com o organismo.,eliminar o esquistossomo dentro do organismo antes da manifestação de sintomas.,E,
2,110,"


Na família Retroviridae encontram-se diversos vírus que infectam aves e mamíferos, sendo caracterizada pela produção de DNA a partir de uma molécula de RNA. Alguns retrovírus infectam exclusivamente humanos, não necessitando de outros hospedeiros, reservatórios ou vetores biológicos. As infecções ocasionadas por esses vírus vêm causando mortes e grandes prejuízos ao desenvolvimento social e econômico. Nesse contexto, pesquisadores têm produzido medicamentos que contribuem para o tratamento dessas doenças.



","

Que avanços tecnológicos têm contribuído para o tratamento dessas infecções virais?


",Melhoria dos métodos de controle dos vetores desses vírus.,Fabricação de soros mutagênicos para combate desses vírus.,Investimento da indústria em equipamentos de proteção individual.,Produção de vacinas que evitam a infecção das células hospedeiras.,Desenvolvimento de antirretrovirais que dificultam a reprodução desses vírus.,E,
3,104,"


A cada safra, a quantidade de café beneficiado é igual à quantidade de resíduos gerados pelo seu beneficiamento. O resíduo pode ser utilizado como fertilizante, pois contém cerca de 6,5% de pectina (um polissacarídeo), aproximadamente 25% de açúcares fermentáveis (frutose, sacarose e galactose), bem como resíduos de alcaloides (compostos aminados) que não foram extraídos no processo.

LIMA, L. K. S. et. al. Utilização de resíduo oriundo da torrefação do café na agricultura em substituição à adubação convencional. ACSA – Agropecuária Científica no Semi-Árido, v. 10, n. 1, jan.-mar., 2014 (adaptado). 



","

Esse resíduo contribui para a fertilidade do solo, pois


",possibilita a reciclagem de carbono e nitrogênio.,"promove o deslocamento do alumínio, que é tóxico.",melhora a compactação do solo por causa da presença de pectina.,D eleva o pH do solo em função da degradação dos componentes do resíduo.,apresenta efeitos inibidores de crescimento para a maioria das espécies vegetais pela cafeína.,A,
4,106,"


Com base nos experimentos de plantas de Mendel, foram estabelecidos três princípios básicos, que são conhecidos como leis da uniformidade, segregação e distribuição independente. A lei da distribuição independente refere-se ao fato de que os membros de pares diferentes de genes segregam-se independentemente, uns dos outros, para a prole.

TURNPENNY, P. D. Genética médica. Rio de Janeiro: ELsevier, 2009 (adaptado).



","

Hoje, sabe-se que isso nem sempre é verdade. Por quê?


",A distribuição depende do caráter de dominância ou recessividade do gene.,Os organismos nem sempre herdam cada um dos genes de cada um dos genitores.,As alterações cromossômicas podem levar a falhas na segregação durante a meiose.,Os genes localizados fisicamente próximos no mesmo cromossomo tendem a ser herdados juntos.,O cromossomo que contém dois determinados genes pode não sofrer a disjunção na primeira fase da meiose.,D,
5,102,"


As cutias, pequenos roedores das zonas tropicais, transportam pela boca as sementes que caem das árvores, mas, em vez de comê-las, enterram-nas em outro lugar. Esse procedimento lhes permite salvar a maioria de suas sementes enterradas para as épocas mais secas, quando não há frutos maduros disponíveis. Cientistas descobriram que as cutias roubam as sementes enterradas por outra, e esse comportamento de “ladroagem” faz com que uma mesma semente possa ser enterrada dezenas de vezes.

Disponível em: http://chc.cienciahoje.uol.com.br. Acesso em: 30 jul. 2012.



","

Essa “ladroagem” está associada à relação de


",sinfilia.,predatismo.,parasitismo.,competição.,comensalismo.,D,
6,94,"


Para realizar o desentupimento de tubulações de esgotos residenciais, é utilizada uma mistura sólida comercial que contém hidróxido de sódio (NaOH) e outra espécie química pulverizada. Quando é adicionada água a essa mistura, ocorre uma reação que libera gás hidrogênio e energia na forma de calor, aumentando a eficiência do processo de desentupimento. Considere os potenciais padrão de redução (E0) da água e de outras espécies em meio básico, expresso no quadro.










","

Qual é a outra espécie que está presente na composição da mistura sólida comercial para aumentar sua eficiência?


",Al,Co,Cu(OH)2,Fe(OH)2,Pb,A,enem-data/enem-2019/94-images/context_img_0.png
7,91,"


Uma casa tem um cabo elétrico mal dimensionado, de resistência igual a 10, que a conecta à rede elétrica de 120V. Nessa casa, cinco lâmpadas, de resistência igual a 200, estão conectadas ao mesmo circuito que uma televisão de resistência igual a 50, conforme ilustrado no esquema. A televisão funciona apenas com tensão entre 90V e 130V.










","




O número máximo de lâmpadas que podem ser ligadas sem que a televisão pare de funcionar é:





",1,2,3,4,5,B,enem-data/enem-2019/91-images/context_img_0.png
8,92,"


O 2,4-dinitrofenol (DNP) é conhecido como desacoplador da cadeia de elétrons na mitocôndria e apresenta um efeito emagrecedor. Contudo, por ser perigoso e pela ocorrência de casos letais, seu uso como medicamento é proibido em diversos países, inclusive no Brasil. Na mitocôndria, essa substância captura, no espaço intermembranas, prótons (H+) provenientes da atividade das proteínas da cadeia respiratória, retornando-os à matriz mitocondrial. Assim, esses prótons não passam pelo transporte enzimático, na membrana interna.

GRUNDLINGH, J. et. al. 2,4-Dinitrophenol (DNP): a Weight Loss Agent with Significant Acute Toxicity and Risk of Death. Journal of Medical Toxicology, v. 7, 2011 (adaptado).



","




O efeito emagrecedor desse composto está relacionado ao(à):





","obstrução da cadeia respiratória, resultando em maior consumo celular de ácidos graxos.","bloqueio das reações do ciclo de Krebs, resultando em maior gasto celular de energia.","diminuição da produção de acetil CoA, resultando em maior gasto celular de piruvato.","inibição da glicólise de ATP, resultando em maior gasto celular de nutrientes.","redução da produção de ATP, resultando em maior gasto celular de nutrientes.",E,
9,111,"


O concreto utilizado na construção civil é um material formado por cimento misturado a areia, a brita e a água.
A areia é normalmente extraída de leitos de rios e a brita, oriunda da fragmentação de rochas. Impactos ambientais gerados no uso do concreto estão associados à extração de recursos minerais e ao descarte indiscriminado desse material. Na tentativa de reverter esse quadro, foi proposta a utilização de concreto reciclado moído em substituição ao particulado rochoso graúdo na fabricação de novo concreto, obtendo um material com as mesmas propriedades que o anterior.



","

O benefício ambiental gerado nessa proposta é a redução do(a):


",extração da brita.,extração da areia.,consumo de água.,consumo de concreto.,fabricação de cimento.,A,
