,number,context,question,A,B,C,D,E,answer,context-images
0,110,"


O vidro contendo alumínio em sua composição é um excelente material para acondicionar medicamentos e suplementos, porque pode ser esterilizado por aquecimento. No entanto, quando o medicamento ou suplemento contém substâncias que se ligam fortemente ao íon desse metal, a dissolução do alumínio é promovida em função do deslocamento do equilíbrio químico estabelecido entre a espécie imobilizada no vidro e a espécie em solução. Por essa razão, recomenda-se que suplementos de nutrição de recém-nascidos contendo gluconato de cálcio sejam acondicionados em embalagens plásticas, e não nesse tipo de vidro.

Atualização da recomendação da Sociedade Portuguesa de Neonatologia.
Disponível em: www.spneonatologia.pt. Acesso em: 22 out. 2021 (adaptado).



","

Caso esse suplemento seja acondicionado em embalagem desse tipo de vidro, o risco de contaminação por alumínio será maior se o(a)


",vidro do frasco for translúcido.,concentração de gluconato de cálcio for alta.,frasco de vidro apresentar uma maior espessura.,vidro for previamente esterilizado em altas temperaturas.,reação do alumínio com gluconato de cálcio for endotérmica.,B,
1,111,"


Barbatimão é o nome popular de uma árvore cuja casca e utilizada para fins medicinais. Essa casca é constituída principalmente de dois tecidos vegetais: periderme e floema. A extração da casca tem levado à morte muitos indivíduos dessa espécie, quando o corte retira um anel completo ao longo da circunferência do tronco. Aqueles que têm parte da casca retirada sem completar essa circunferência podem sobreviver.



","

A morte desses indivíduos, decorrente da retirada do anel completo da casca, é provocada pela interrupção da


",fotossíntese.,transpiração.,troca de gases.,formação de brotos.,nutrição das raízes.,E,
2,99,"


A tecnologia de vacinas de RNA mensageiro (RNAm) é investigada há anos. Avanços científicos em genética molecular permitiram desenvolver uma vacina para controle da pandemia da covid-19 causada pelo vírus de RNA SARS-CoV-2. A vacina de RNAm tem sequências de genes do vírus. Entretanto, por ser muito instável, o RNAm deve ser recoberto por uma capa de lipídios que evita sua degradação e favorece sua ação. Dessa forma, o RNAm desempenhará sua função especifica atuando no mesmo compartimento celular de sempre.

Disponível em: https://sbim.org.br. Acesso em: 29 nov. 2021 (adaptado).



","

A imunização produzida por esse tipo de vacina é alcançada por meio da


",estimulação de leucócitos induzida pela capa lipídica contendo RNAm.,atuação do RNAm como sequestrador do vírus para o meio extracelular.,"tradução do RNAm em proteína viral, desencadeando a resposta antigênica.",competição entre o RNAm vacinal e o RNA viral pelos sítios dos ribossomos.,incorporação do RNAm viral ao genoma do hospedeiro. gerando novo fenótipo.,C,
3,100,"


Na fertilização in vitro, espermatozoides são adicionados aos gametas femininos retirados de uma mulher. Após o período de incubação, a fecundação é favorecida pela ação de enzimas. Em um procedimento realizado, observou-se que nenhum dos gametas femininos foi fertilizado e, posteriormente, verificou-se que havia sido adicionado, equivocadamente, um coquetel de inibidores das enzimas do acrossomo, no lugar de um dos nutrientes constituintes do meio de cultura.



","

O coquetel de inibidores impediu o(a)


",formação do pronúcleo masculino.,início da divisão mitótica do zigoto.,término da segunda divisão meiótica do ovócito.,passagem do espermatozoide pela corona radiata e zona pelúcida.,fusão das membranas plasmáticas do ovócito e do espermatozoide.,D,
4,91,"




SOUSA. M. Disponível em: www.monica.com.br. Acesso em: 2 out. 2012 (adaptado)




","

Na tirinha de Mauricio de Sousa, os personagens Cebolinha e Cascão fazem uma brincadeira utilizando duas latas e um barbante. Ao perceberem que o som pode ser transmitido através do barbante, resolvem alterar o comprimento do barbante para ficar cada vez mais extenso. As demais condições permaneceram inalteradas durante a brincadeira.
Na prática, à medida que se aumenta o comprimento do barbante, ocorre a redução de qual característica da onda sonora?


",Altura.,Período.,Amplitude.,Velocidade.,Comprimento.,C,enem-data/enem-2023/91-images/context_img_0.png
5,96,"


A gasolina é uma mistura de hidrocarbonetos de cadeias saturadas contendo de 8 a 12 átomos de carbono. Além disso, a gasolina de alto desempenho deve conter elevados teores de hidrocarbonetos de cadeias ramificadas, de forma a resistir à compressão e entrar em ignição apenas quando a vela aciona uma centelha elétrica no motor. No quadro, estão apresentados compostos que podem ser utilizados como combustíveis.










","

Entre esses compostos, aquele que conferirá maior desempenho como combustível é o


",I.,II.,III.,IV.,V.,C,enem-data/enem-2023/96-images/context_img_0.png
6,106,"


Um professor lança uma esfera verticalmente para cima, a qual retorna, depois de alguns segundos, ao ponto de lançamento. Em seguida, lista em um quadro todas as possibilidades para as grandezas cinemáticas.










","

Ele solicita aos alunos que analisem as grandezas cinemáticas no instante em que a esfera atinge a altura máxima, escolhendo uma combinação para os módulos e sentidos da velocidade e da aceleração. A escolha que corresponde à combinação correta é


",v = 0 e a ≠ 0 para cima.,v ≠ 0 para cima e a = 0,v = 0 e a ≠ 0 para baixo.,v ≠ 0 para cima e a ≠ 0 para cima.,v ≠ 0 para baixo e a ≠ 0 para baixo.,C,enem-data/enem-2023/106-images/context_img_0.png
7,94,"


Os solos amazônicos, ricos em silicato, não são apropriados para o cultivo por serem incapazes de reter nutrientes. Contudo, descobertas arqueológicas têm demonstrado que os antigos habitantes da Amazônia dominavam a técnica de preparo de um insumo agrícola natural, denominado terra preta. Esse insumo era constituído principalmente de uma espécie de biocarvão (biochar) obtido da queima de matéria orgânica, como troncos de árvores, pedaços de ossos e esterco, capaz de manter um solo fértil por anos.
Admite-se que o efeito do biocarvão na fertilização do solo estava, em parte, relacionado à presença de grupos orgânicos do tipo carboxilato em sua superfície, carregados negativamente (—COO–). Esses grupos atraem íons positivos necessários como nutrientes, tais quais os provenientes do potássio (K), do cálcio (Ca) e do magnésio (Mg), além de micronutrientes, como zinco (Zn) e ferro (Fe). Essa ligação no solo fertilizado é predominantemente iônica, conforme ilustra a figura, em que M* representa os cátions metálicos. De acordo com a escala de Pauling, a eletronegatividade do elemento oxigênio é igual a 3,44












O quadro apresenta os valores de eletronegatividade desses cinco elementos metálicos.







MICHALOVIC, M. Ancient Soil Chemists of the Amazon. ChemMatters, fev. 2009 (adaptado).




","

O cátion que resultará em uma interação de maior caráter iônico com o ânion carboxilato será aquele proveniente do elemento


",potássio.,cálcio.,magnésio.,zinco.,ferro.,A,"enem-data/enem-2023/94-images/context_img_0.png,enem-data/enem-2023/94-images/context_img_1.png"
8,98,"


O circuito com três lâmpadas incandescentes idênticas, representado na figura, consiste em uma associação mista de resistores. Cada lâmpada (L1, L2, e L3) é associada, em paralelo, a um resistor de resistência R, formando um conjunto. Esses conjuntos são associados em série, tendo todas as lâmpadas o mesmo brilho quando ligadas à fonte de energia. Após vários dias em uso, apenas a lâmpada L2 queima, enquanto as demais permanecem acesas.










","

Em relação à situação em que todas as lâmpadas funcionam, após a queima de L2, os brilhos das lâmpadas serão


",os mesmos.,mais intensos.,menos intensos.,menos intenso para L1 e o mesmo para L3.,mais intenso para L1 e menos intenso para L3.,C,enem-data/enem-2023/98-images/context_img_0.png
9,113,"


Avaliação de substâncias genotóxicas
O ensaio de micronúcleos é um teste de avaliação de genotoxicidade que associa a presença de micronúcleos (pequenos núcleos que aparecem próximo aos núcleos das células) com lesões genéticas. Os micronúcleos são fragmentos de DNA encapsulados, provenientes do fuso mitótico durante a divisão celular.

DIAS, V. M. Micronúcleos em células tumorais: biologia e implicações
para a tumorigênese. Dissertação de Mestrado. USP, 2006 (adaptado).



","

Os micronúcleos se originam dos(as)


",nucléolos.,lisossomos.,ribossomos,mitocôndrias,cromossomos,E,
